0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0.920178,0.945581,-0.146909,-0.204307,0.827865,0.585301,0.965959,0.946476,1.13116,0.489193,1.10274,-0.488069,-0.0787863,-0.883084,-1.14368,-0.824677,0.0
0.708711,0.731265,-1.52367,0.260227,0.17527,-0.184256,0.766887,-0.932817,-1.57748,-1.24068,-1.60022,0.480724,-1.35841,1.87214,1.28062,1.99476,0.0
-0.131574,0.909323,2.28498,0.820349,0.432949,1.20375,-1.44954,1.35033,-0.746132,1.1264,0.527396,0.0806634,0.500015,-0.927075,-1.12718,-0.797669,0.0
-1.12191,-1.04932,-1.18089,0.820349,-0.196933,1.27681,0.114998,0.893698,-0.864895,0.470899,-0.792265,-0.683089,0.455767,-0.957174,1.28062,-0.797669,1.0
0.253424,0.945581,1.62759,0.686519,1.63696,0.508762,0.537651,0.80477,0.0767056,0.377194,0.22404,-0.602645,-0.860549,-0.974165,-1.14368,-0.824677,0.0
-0.401665,0.909323,-1.33324,-1.3183,-1.4567,-1.901,-0.341324,-1.45468,0.797796,-0.330267,1.0391,1.06263,0.101782,1.51095,-0.958632,1.63175,0.0
0.408609,0.909323,-0.571511,-0.452655,-1.4567,-0.659101,0.180187,-0.084792,1.27285,0.434482,0.500464,1.31721,0.677008,-0.0241026,0.221187,-0.797669,0.0
-0.431676,0.909323,-1.18089,-0.248975,-1.4567,-0.732154,0.180187,-0.541421,1.27285,0.143149,-0.0920369,0.953523,-0.561942,-0.1144,-0.0918265,-0.797669,0.0
-0.341645,-0.277732,0.380652,0.871269,1.4064,1.09417,0.212782,0.893698,-0.211695,0.470899,0.769782,-0.573981,-0.0752113,-1.07757,-1.12718,-0.658047,0.0
-1.12191,-3.18602,0.456824,-1.21646,-0.139671,1.27681,-1.31916,1.18725,0.233668,0.652982,1.0391,-0.683089,-0.738935,-1.07757,-0.910476,-0.0716366,0.0
-0.524456,-0.00440346,0.759218,0.797872,0.734508,0.164336,-0.318966,-0.0454628,-1.60472,-0.332134,-1.37359,-0.602645,-0.170758,-0.792002,1.22407,-0.824677,1.0
-1.12191,-1.8209,0.228306,-0.299895,1.4064,1.27681,0.897265,1.15463,0.411814,0.762232,0.096486,-0.21029,0.0575333,-0.927075,1.28062,-0.797669,0.0
-1.12191,-0.0996736,-0.533424,0.871269,0.203901,0.984594,-0.145757,0.437069,-1.04304,-0.111767,-0.738401,-1.15589,0.544264,-1.07757,1.28062,-0.797669,1.0
1.06883,0.909323,0.114046,-0.656336,-1.4567,-0.841734,-0.862835,-0.117408,1.27285,0.398066,0.769782,1.02626,0.367271,-0.1144,0.173031,-0.797669,0.0
-0.131574,0.909323,-0.723857,-0.248975,-1.4567,-0.439942,-1.54732,-0.541421,0.589959,0.0703161,0.769782,0.553462,1.47348,-0.325093,1.28062,-0.797669,0.0
-0.0115331,-0.337085,1.44707,0.871269,1.23462,0.107957,0.277971,-0.247874,-1.39933,-0.548766,-1.65408,-0.173921,0.0132851,-0.355192,1.28062,-0.797669,1.0
1.61471,0.945581,-0.109154,-0.0929535,-1.47494,-0.141821,-0.450753,0.0608163,0.960169,1.08652,0.250667,0.466735,-0.446675,-0.306235,-0.172904,-0.824677,0.0
1.61471,0.945581,0.494931,0.797872,-0.790323,0.853189,-1.66978,0.521359,-0.607266,1.04919,0.277295,0.428542,-0.0787863,-0.6402,-0.835876,-0.824677,0.0
0.00339127,0.945581,-0.864259,-0.31566,-1.47494,-0.754134,-0.154232,-0.293448,1.24516,0.45186,1.10274,1.45973,1.76066,0.0884516,0.916263,-0.824677,0.0
-1.12191,0.909323,0.990035,0.820349,1.00557,0.509749,0.408348,-0.150025,-0.389841,-1.24068,-1.4117,-0.573981,-0.960176,0.246789,1.28062,0.514774,0.0
-0.671757,-0.752554,0.266392,0.871269,1.06283,0.875014,0.0172149,0.502302,0.530577,0.0338994,1.0391,-1.04678,-0.207956,-1.07757,-1.12718,-0.490501,0.0
-0.521706,-1.34608,-0.952376,-3.35511,0.203901,-2.37585,1.54915,-0.802352,1.27285,1.1264,0.204213,2.33555,-1.40266,1.87214,-1.12718,0.87779,0.0
-1.16343,-1.97223,-0.109154,-0.594043,1.0457,1.12108,1.62489,1.97384,0.817675,1.53452,0.357176,0.581311,-0.0328002,-0.306235,-0.125549,-0.824677,0.0
-0.731777,-1.8209,-1.52367,-3.40603,-0.340087,-2.37585,0.995048,-0.900201,1.27285,0.725815,0.74285,2.08097,-0.340701,1.93234,-0.501151,1.01741,0.0
1.87911,0.909323,0.380652,-0.350815,-1.4567,-1.06089,0.799482,-0.313106,1.24316,1.01715,0.74285,2.19007,1.11949,0.276888,0.606434,-0.797669,0.0
0.0311727,0.0634526,0.0418676,-1.93028,-0.012348,-2.01703,-1.66978,-1.5688,-0.778259,0.00386351,0.330549,1.15419,2.03657,1.91008,-0.0781942,1.97605,0.0
1.87911,0.909323,0.913862,-0.248975,-0.42598,-0.549521,-0.960618,-0.900201,-0.0632408,-1.24068,0.769782,-0.683089,-0.429197,-0.355192,-1.12718,-0.322955,0.0
0.858762,0.909323,2.28498,0.565748,1.14872,0.144483,0.571321,0.0782897,1.1244,-0.366683,0.338873,-1.22863,-0.827431,-1.07757,-1.12718,-0.54635,0.0
-1.12191,0.19709,0.304479,0.871269,1.4064,0.948067,0.701698,0.208755,-0.182004,-0.912933,-0.549878,-1.30136,-1.49115,-0.264895,0.750901,0.123834,0.0
-1.12191,0.0190318,-0.495338,0.871269,0.0893773,0.728908,-0.243541,0.33922,-1.04304,-0.1846,-0.765333,-1.04678,0.500015,-1.01737,1.28062,-0.797669,1.0
0.308987,0.674157,1.85412,0.797872,-0.199062,0.776649,-0.121285,0.698491,1.01717,0.526526,1.10274,-0.411685,-0.0328002,-0.883084,-1.14368,-0.824677,0.0
-1.0919,-4.25437,0.228306,-1.52198,0.604735,1.27681,-1.25397,1.70911,-0.538295,0.725815,1.0391,-0.464874,0.0575333,-1.07757,-1.12718,-0.267107,0.0
-0.0415433,0.612559,-1.18089,-1.42014,0.633366,-0.257309,0.0824038,-1.0959,-1.69624,-1.24068,-1.38477,0.589831,-1.13717,1.90224,1.28062,1.99476,0.0
-1.16343,0.538445,-0.184664,0.797872,0.547794,0.393954,0.636491,-0.222595,0.133703,-1.22813,-0.415013,-0.640837,0.289102,0.149173,1.22407,0.463657,0.0
1.55915,0.0634526,0.0796228,0.797872,-0.852561,0.126066,-0.813168,-0.470579,-1.60472,-1.22813,-1.55998,-0.0297632,-0.538647,0.756382,1.22407,1.13583,0.0
-0.101564,-0.396437,-0.0383,-1.52198,1.4064,-1.49921,-0.0805684,-1.45468,-0.389841,0.0338994,0.419668,1.24448,0.942498,1.93234,-1.12718,1.43628,0.0
-1.12191,0.909323,-0.114473,0.565748,-0.11104,-0.366889,-0.178352,-0.965433,-0.597677,-1.24068,-1.49249,-0.246659,-0.0752113,-0.0542016,1.28062,0.235531,0.0
0.17008,-1.22581,0.570441,0.797872,1.38801,0.929728,0.834172,0.344227,-0.322278,-0.444133,-1.55998,-1.25191,-0.492661,-0.336595,1.22407,-0.712648,1.0
-1.12191,0.909323,0.342565,0.820349,0.919676,0.290589,0.897265,-0.28049,0.29305,-1.24068,-0.28056,-0.719458,-0.340701,0.0661947,1.28062,0.263455,0.0
1.47581,-0.75082,0.00411228,0.797872,-1.03927,0.279145,0.965959,-0.187168,0.475689,-1.22813,-1.55998,-0.488069,-0.400689,0.786743,1.22407,1.52793,0.0
0.49864,-0.45579,-0.381078,-2.3367,-1.4567,-2.37585,-1.25397,-0.63927,-0.0632408,0.725815,1.0391,1.60817,1.51772,1.93234,-0.236294,1.60382,0.0
-0.731777,0.909323,0.72343,0.769429,0.375687,-0.257309,-0.471702,-0.769735,-1.25088,-1.24068,-1.65408,0.189771,-0.252204,0.397285,1.28062,0.738168,0.0
-1.12191,-0.0403209,0.0759595,0.871269,0.232532,0.327116,-0.308729,0.013057,-1.39933,-0.548766,-1.62715,-0.719458,0.0132851,-0.595985,1.28062,-0.797669,1.0
-0.0415433,-0.337085,-0.761943,0.871269,0.46158,0.582802,0.0498094,-0.0521757,-1.69624,-0.51235,-1.43863,-0.392135,0.190278,-1.07757,1.28062,-0.322955,1.0
0.618681,0.909323,-1.06664,-0.299895,-1.4567,-0.220782,0.343159,0.502302,1.27285,1.5634,0.635123,0.844415,0.278774,-0.174598,-0.260372,-0.797669,0.0
-0.431676,-1.28673,0.0759595,0.871269,0.347056,-0.00162308,-0.406513,-0.737119,-1.69624,-1.24068,-1.30397,-0.573981,0.0575333,-0.535787,1.28062,-0.211258,1.0
-1.12191,-1.93961,1.18047,-0.605416,1.4064,1.27681,0.929859,0.632767,0.589959,-0.29385,-0.0381732,-1.11952,-2.28762,-0.987273,1.01576,-0.797669,0.0
-0.491696,0.0190318,-1.21898,-1.87842,0.289794,-0.659101,-0.406513,-1.45468,-1.69624,-0.767266,-1.35783,1.099,-0.871679,1.87214,1.28062,1.99476,0.0
0.308987,-0.41154,-0.146909,0.797872,-1.47494,0.393954,0.504704,0.981902,0.390193,1.27319,1.10274,-0.106148,0.565018,-0.913444,-1.09633,-0.824677,0.0
-0.401665,0.375148,-1.52367,-1.42014,-0.826814,-2.26627,0.636509,-1.45468,1.27285,0.507315,0.554327,2.33555,-0.783183,1.20996,-1.1031,0.123834,0.0
-1.12191,0.375148,-0.457251,0.871269,0.633366,0.948067,0.114998,0.0456733,-0.508604,-1.24068,-0.899992,-1.01041,-0.473445,0.0661947,1.28062,0.458925,0.0
-0.357767,-0.140116,-1.58161,-1.76325,-1.00816,-2.24665,0.405863,-1.5688,1.24516,-0.0334695,0.863094,1.76527,-0.354703,2.03152,-1.07265,1.44391,0.0
-1.12191,-1.76155,0.037873,-0.350815,0.347056,1.27681,0.571321,1.54603,0.411814,1.23565,0.4466,0.262509,1.47348,-0.535787,1.28062,-0.797669,0.0
-0.441111,-0.41154,0.00411228,0.797872,0.298842,0.0877969,-0.549594,-0.506006,-1.60472,-1.22813,-1.32034,-0.488069,-0.0787863,-0.184793,1.22407,-0.0964882,1.0
-0.0715535,0.0783846,0.60917,-0.910937,1.4064,-1.38963,-0.928024,-1.45468,-1.5181,-0.221017,0.096486,1.02626,1.91596,1.93234,-1.12718,1.5759,0.0
-0.791798,0.909323,-1.52367,-0.452655,-0.225564,-0.330362,1.58175,0.371837,0.916559,1.7819,0.688987,0.698939,1.29648,-0.264895,0.967603,-0.797669,0.0
-0.274423,0.945581,-1.5061,-0.649719,-1.47494,-0.830673,0.142289,-0.0454628,1.24516,1.16119,0.437058,0.772272,-0.400689,-0.184793,-0.125549,-0.824677,0.0
-0.761788,-0.396437,0.114046,0.871269,1.4064,1.16723,0.864671,0.698,-0.567986,0.215983,-1.65408,-0.828565,-0.738935,-1.07757,1.28062,-0.713896,1.0
-1.12191,-0.45579,-0.381078,0.871269,0.661997,1.1307,0.147593,0.600151,0.530577,0.325232,1.0391,-0.792196,0.190278,-1.07757,-0.814165,-0.658047,0.0
-1.10787,-1.83652,-1.58161,0.0183997,-0.199062,1.27415,1.62489,1.97384,0.903171,1.72118,0.0110224,0.848656,-0.814563,-0.154432,-0.31497,-0.824677,0.0
-1.12191,-1.34608,0.304479,-0.147134,1.09146,1.27681,1.45137,1.0894,1.27285,0.762232,0.931373,-0.101182,1.82746,-0.776579,0.919447,-0.797669,0.0
-0.941177,-1.29367,0.34391,-2.70975,-0.790323,-2.5528,-1.37326,-0.718564,-0.0942873,0.937189,1.10274,2.26177,0.151144,2.03152,-1.14368,1.24786,0.0
-1.16343,-0.275828,-0.750993,0.797872,0.081009,0.929728,-0.0883385,0.769344,-0.52177,0.339861,-0.681286,-0.564453,-0.0328002,-0.974165,1.22407,-0.824677,1.0
1.549,0.909323,-0.0763864,0.00562609,-1.4567,-0.768681,-1.61251,-1.45468,0.114905,-1.16785,1.0391,0.153402,2.00445,1.57115,-0.0436706,1.93891,0.0
1.28134,0.945581,0.00411228,-0.482689,-1.10151,-0.639325,-1.66978,-0.789417,-0.322278,-1.22813,1.10274,-0.602645,0.794949,0.331335,-0.788521,0.547679,0.0
-0.357767,0.945581,-1.43059,-0.482689,-1.47494,-0.486247,0.43881,0.308801,1.24516,1.34785,0.330549,0.543119,-0.446675,-0.275874,-0.386002,-0.824677,0.0
-0.552237,0.945581,0.872484,0.575165,1.07682,-0.447977,0.471757,-1.07283,-0.52177,-1.22813,-1.55998,-0.14434,-0.354703,-0.00262985,1.22407,0.0995627,0.0
-0.221604,0.19709,1.3709,0.871269,1.4064,0.436696,0.343159,0.176139,-0.122623,0.0703161,0.87751,-0.683089,-0.163708,-1.07757,-1.12718,-0.713896,0.0
-0.21886,0.877725,-1.24181,-1.03946,0.143247,-0.945482,-0.516647,-1.5688,-1.60472,-1.07879,-1.05407,1.116,-0.170758,1.94044,1.22407,1.97605,0.0
-1.16343,-0.00440346,0.34391,0.797872,1.0457,0.623571,-0.121285,0.485933,0.675181,0.45186,1.10274,-0.488069,0.105158,-1.00453,-1.12001,-0.79667,0.0
0.559019,0.945581,0.155133,0.352459,-1.47494,0.164336,-1.0438,0.450507,1.07416,0.675858,1.10274,0.543119,0.19713,-0.275874,-0.31497,-0.824677,0.0
-1.16343,-0.75082,-1.01528,0.797872,-0.012348,0.929728,-0.318966,0.698491,-0.835256,0.190529,-1.13395,-0.831798,-0.124772,-0.974165,1.22407,-0.824677,1.0
-0.718925,-0.75082,-0.033643,0.797872,0.143247,-0.103551,-0.615487,-0.612285,-1.60472,-1.22813,-1.00081,-0.908182,0.289102,-0.943805,1.22407,-0.432575,1.0
1.87911,-0.277732,1.02812,0.871269,-0.254195,0.290589,0.929859,0.828466,0.94625,1.08998,0.473532,-0.392135,-0.429197,-1.04747,-1.12718,-0.797669,0.0
-1.12191,0.909323,0.571084,0.769429,1.4064,0.546275,1.51656,0.208755,0.679032,-0.439517,0.285009,-1.30136,1.60622,-0.234796,0.582356,0.403077,0.0
-0.101564,-0.633848,0.837689,0.871269,1.4064,0.765435,0.571321,0.502302,0.530577,0.507315,0.769782,-0.61035,-0.207956,-1.04747,-1.12718,-0.797669,0.0
-0.329986,0.945581,-1.58161,-1.15081,-1.47494,-1.78741,-0.318966,-1.5688,0.817675,-0.78013,1.10274,0.810464,0.978893,1.819,-0.362325,1.94804,0.0
-0.107734,0.131309,0.34391,0.797872,0.392199,0.279145,-0.516647,0.0962427,-1.60472,-0.332134,-1.32034,-0.640837,-0.216744,-1.00453,1.22407,-0.572612,1.0
-0.251615,-1.40543,2.17072,-2.64222,0.776521,-2.37585,-1.6777,-1.06328,-0.36015,0.398066,1.0391,1.49906,1.11949,1.93234,-0.910476,1.24081,0.0
-0.191079,0.470589,1.3633,0.797872,1.29465,0.70011,0.603544,0.733918,1.24516,0.339861,0.783212,-0.640837,-0.446675,-0.883084,-1.14368,-0.824677,0.0
1.30912,-0.615108,0.570441,0.797872,-0.88368,0.240875,-1.66978,-0.293448,-1.06325,-1.22813,0.22404,-1.06095,2.03657,0.0580911,0.821553,1.05181,0.0
1.87911,0.315796,2.09454,0.871269,0.232532,0.18101,-0.797646,-0.215257,-1.5181,-1.0586,-0.199764,-1.30136,0.455767,-0.264895,-1.12718,-0.295031,0.0
0.0311727,-0.547252,0.985749,-2.54272,0.236604,-2.51453,-1.66978,-1.5688,-1.09175,0.153196,0.170786,1.23058,2.03657,2.00116,-0.0781942,1.97605,0.0
0.858762,0.256443,2.28498,0.871269,1.37777,0.582802,0.832076,0.534918,0.203977,0.143149,0.15035,-0.755827,-0.738935,-1.04747,-1.12718,-0.797669,0.0
-0.371655,-0.752554,-1.52367,-2.38762,-0.855445,-2.37585,0.440943,-1.25898,1.24316,0.0338994,1.0391,1.60817,0.323023,1.93234,-0.525229,1.4642,0.0
-0.161584,0.434501,2.28498,0.820349,1.4064,1.27681,-0.60208,1.41556,-1.33995,0.507315,0.527396,0.117033,0.721257,-0.896976,-1.12718,-0.797669,0.0
1.87911,0.909323,1.3709,0.667588,-0.254195,0.107957,-0.960618,-0.247874,-0.805514,-1.0586,0.688987,-1.30136,0.544264,-0.325093,-1.12718,-0.295031,0.0
1.61471,-0.41154,0.872484,-2.37569,-0.665847,-0.447977,-0.0224449,1.97384,0.960169,2.20651,0.650076,0.352158,-0.308717,-0.913444,-1.14368,-0.824677,0.0
-0.131574,-0.515143,0.418738,0.871269,0.74789,0.436696,-0.341324,-0.084792,-1.69624,-0.694433,-1.60022,-1.30136,-0.163708,-0.927075,1.28062,-0.462577,1.0
0.618681,0.909323,-0.876203,0.00562609,-1.4567,-0.87826,-1.091,-1.45468,0.530577,-1.0586,1.0391,0.335247,1.51772,1.54105,-0.308528,1.65967,0.0
-1.16343,0.334877,0.00411228,0.519489,1.13905,1.27415,1.22953,1.19446,0.390193,0.190529,0.0642768,-1.25191,0.0591719,0.149173,1.22407,0.295614,0.0
0.947959,-0.275828,1.13677,-2.43137,1.41913,-2.5528,-1.43916,-1.39167,-0.664264,0.339861,1.10274,1.57431,0.748963,2.03152,-1.14368,1.24786,0.0
-0.551716,-1.28673,0.685343,0.871269,0.0321153,0.327116,-0.145757,-0.574037,1.00563,-1.24068,1.0391,-1.11952,-1.31416,-0.836778,-1.12718,-0.54635,0.0
-1.12191,-3.66084,-0.495338,-1.92934,0.146639,0.107957,1.02764,1.61126,1.27285,2.40098,0.688987,1.099,0.898249,-0.0843007,0.461966,-0.797669,0.0
0.018477,0.909323,-1.06664,-0.809097,-0.912707,-2.04711,0.343159,-1.45468,1.27285,-0.148184,0.581259,1.68091,-0.694686,1.66145,-1.12718,1.04534,0.0
-1.16343,0.402733,0.0796228,0.797872,0.734508,0.623571,0.175236,0.521359,1.24516,0.526526,0.809839,-0.526261,-0.26273,-1.00453,-1.07265,-0.79667,0.0
-1.16343,0.538445,0.759218,0.797872,1.38801,0.164336,0.965959,-0.3643,-0.122786,-1.22813,-1.00081,-0.373492,-0.998507,0.452777,1.22407,0.603694,0.0
0.642364,0.742013,1.06126,0.797872,-0.2613,-0.0270119,-0.879061,-0.576859,-0.0372896,-1.22813,1.10274,-0.526261,-0.124772,0.0277306,-1.14368,-0.236525,0.0
1.00352,-0.275828,-0.599972,0.797872,-1.47494,0.0877969,0.867118,-0.293448,0.276197,-1.22813,-1.37359,-0.3353,0.656991,0.877824,1.22407,1.83601,0.0
0.0784974,0.909323,-1.52367,-0.401735,0.633366,-0.914787,0.962454,-1.45468,-1.66655,-0.912933,-0.199764,0.553462,2.00445,1.72164,-0.766009,1.93891,0.0
-0.341645,-0.45579,-1.06664,0.871269,-1.4567,-0.111203,0.180187,0.013057,1.27285,0.944315,0.177282,1.49906,-0.207956,0.0962938,-0.139982,-0.797669,0.0
0.809052,-0.140116,-0.637727,0.797872,-1.47494,0.0877969,0.175236,0.769344,0.561186,1.53452,1.10274,0.123005,0.473046,-0.852723,-0.977941,-0.824677,0.0
0.198538,-0.752554,1.10429,0.871269,1.4064,0.765435,0.506132,0.534918,0.560268,0.543732,0.419668,-0.828565,-0.783183,-1.07757,-1.12718,-0.267107,0.0
-1.12191,-1.76155,0.494911,-0.299895,1.4064,1.27681,1.15802,1.64387,0.886868,1.3449,0.688987,0.407986,1.42923,-0.385291,0.799057,-0.797669,0.0
0.336768,0.809869,-0.93977,-1.20648,-1.47494,-1.86395,-0.0224449,-1.5688,1.04567,0.115863,1.10274,1.95623,-0.0787863,2.03152,-0.693811,0.855759,0.0
-0.274423,-1.90437,-0.788749,-2.76543,-0.914799,-2.5528,0.636491,-1.28539,1.24516,0.302528,0.969603,1.76527,-0.124772,2.03152,-1.14368,1.63996,0.0
0.43862,0.909323,-0.266819,-0.147134,-1.4567,-0.293836,-0.634674,-0.084792,0.738414,0.325232,1.0391,0.517093,0.63276,-0.294994,-0.0918265,-0.797669,0.0
0.947959,0.877725,-0.93977,0.797872,-0.790323,0.393954,0.900065,1.47787,1.24516,1.49718,0.969603,0.123005,0.0131858,-0.700921,-1.14368,-0.824677,0.0
-1.12191,-1.28673,-0.419165,0.00562609,0.46158,1.27681,1.58175,1.70911,0.797796,1.38131,-0.0112414,0.444355,-0.650438,-0.385291,-0.669697,-0.797669,0.0
0.138518,-1.04932,1.10429,0.871269,0.805152,-0.220782,-0.145757,-0.737119,-1.63686,-1.24068,-1.65408,-0.719458,-0.207956,-0.355192,1.28062,-0.267107,1.0
1.61471,-0.275828,0.532686,0.797872,0.112128,-0.256629,0.603544,-0.931122,-0.977751,-1.22813,-1.55998,-0.182532,-0.354703,0.60458,1.12936,1.21985,0.0
-1.12191,0.671912,-0.000213455,0.871269,0.232532,0.07143,-0.308729,-0.63927,-0.924277,-1.24068,-1.27704,0.0806634,0.101782,0.276888,1.28062,0.542698,0.0
-0.401665,-0.989965,-0.0763864,0.107466,1.4064,1.27681,1.09283,1.15463,-0.0335499,0.980732,-0.87306,0.189771,-2.15488,-0.475589,-1.12718,-0.797669,0.0
-1.16343,-1.0901,-0.37344,0.797872,1.23241,1.04454,1.59195,0.344227,1.01717,-0.742797,-0.0954866,-1.25191,-0.630619,-0.397316,1.22407,-0.0684809,0.0
-0.191594,0.137737,-0.68577,-1.72566,0.919676,1.27681,-1.6777,0.958931,-0.36015,1.19923,-1.03465,-1.30136,2.00445,0.0360956,-0.766009,0.263455,0.0
-1.10787,-0.954388,-0.335685,0.797872,0.329961,0.470493,-0.549594,0.0608163,-1.51923,-0.668131,-1.55998,-1.17553,-0.124772,-1.00453,1.22407,-0.544604,1.0
0.738721,0.909323,1.82794,0.667588,0.261163,0.327116,0.995048,0.371837,1.27285,-0.111767,0.608191,-1.11952,-0.60619,-1.07757,-1.12718,-0.490501,0.0
-0.191594,0.19709,1.06621,0.871269,0.261163,0.765435,0.799482,0.763233,1.27285,0.361649,0.4466,-0.646719,-0.694686,-0.896976,-1.12718,-0.797669,0.0
-0.461686,0.909323,-1.52367,-1.47106,-0.941338,-2.01058,1.58175,-0.99805,1.0947,0.798648,0.0426223,2.33555,0.190278,0.427384,0.317499,-0.797669,0.0
-1.12191,-0.930612,-0.152559,0.0565463,0.74789,1.24028,1.58175,1.80696,0.61965,1.52698,-0.118969,0.553462,-0.738935,-0.294994,-0.452996,-0.797669,0.0
-1.12191,-1.16802,-0.228732,-0.0962143,0.74789,1.24028,1.58175,1.80696,0.916559,1.45415,0.311941,0.407986,0.0132851,-0.44549,-0.0436706,-0.797669,0.0
1.55915,0.945581,-0.29793,-0.482689,-1.47494,-1.13683,-1.01085,-1.5688,0.93167,-1.22813,1.10274,0.161197,-0.906535,0.543859,-1.00162,0.547679,0.0
0.378599,0.909323,-0.952376,-0.910937,-1.42806,-1.53574,-0.178352,-1.45468,1.18378,-0.257434,1.0391,1.20811,-0.0309631,1.93234,-1.12718,1.54797,0.0
-0.131574,0.909323,-0.914289,-0.248975,-1.4567,-0.476468,-1.091,-0.443572,0.025832,-0.1846,0.985237,-0.0648132,2.00445,-0.325093,1.28062,-0.797669,0.0
0.768732,-1.10867,0.685343,0.871269,-1.14175,0.400169,-0.504296,-0.215257,0.174287,-1.24068,-1.65408,-1.19226,-0.827431,0.00599652,1.28062,0.933638,0.0
1.87911,0.909323,0.532997,0.362067,-0.826814,-0.147729,-1.6777,-0.443572,-1.60717,-1.24068,-0.0920369,-1.08315,0.323023,-0.0241026,-1.03087,0.123834,0.0
1.63903,0.909323,0.380652,-0.198055,-0.884076,-0.330362,-1.6777,-0.345723,-0.0335499,-0.439517,1.0391,0.189771,0.500015,-0.385291,0.0767191,-0.797669,0.0
-1.12191,-0.159026,0.152133,0.871269,0.518842,0.582802,-0.439107,0.306604,0.322741,0.434482,1.0391,-0.573981,0.278774,-1.07757,-0.98271,-0.630123,0.0
-0.691144,0.402733,0.494931,0.797872,0.67227,0.164336,-0.417806,0.202522,-1.60472,0.190529,-0.947558,-0.297108,0.243116,-0.609839,1.22407,-0.824677,1.0
-0.311635,0.909323,1.33281,0.871269,0.719259,0.363642,0.0172149,0.241371,1.03532,-0.00251719,1.0391,-0.974042,-0.163708,-1.07757,-1.12718,-0.685971,0.0
-0.371655,0.909323,-1.4475,-0.452655,-1.31354,-1.53574,-0.0153795,-1.45468,1.27285,-0.51235,0.985237,1.28085,0.0132851,1.90224,-1.12718,1.88306,0.0
0.378599,0.671912,1.86602,0.871269,1.17735,0.217536,0.473537,0.110906,1.27285,-0.1846,0.500464,-1.15589,-0.827431,-1.07757,-1.12718,-0.518426,0.0
-1.12191,-0.811907,-0.761943,0.871269,0.0893773,0.948067,-0.0153795,0.33922,-0.835204,-0.439517,-1.57329,-1.30136,-0.0309631,-0.987273,1.28062,-0.54635,1.0
-1.12191,-2.35508,0.228306,-0.758177,0.74789,1.02112,1.58175,1.80696,1.03532,1.45415,0.823646,0.444355,1.78321,-0.385291,0.65459,-0.797669,0.0
1.87911,-0.0996736,0.990035,0.514828,-1.14175,1.27681,-1.57991,0.632767,0.025832,0.798648,0.796714,-0.464874,-0.340701,-1.07757,-1.12718,-0.602198,0.0
-0.079953,0.945581,-0.411196,-0.983779,-1.47494,-1.06029,0.175236,-0.116316,1.24516,0.638525,0.969603,1.07781,1.66868,-0.124072,1.03465,-0.824677,0.0
1.87911,0.909323,0.152133,-0.0962143,-1.14175,-0.439942,-1.6777,-0.737119,-0.449223,-1.24068,0.904441,-0.537612,0.0575333,0.126393,-1.07902,-0.295031,0.0
1.87911,0.909323,0.494911,0.0565463,-0.941338,-0.257309,-1.6777,-0.541421,-1.13211,-1.24068,0.392736,-1.15589,1.29648,-0.264895,-0.549307,-0.0437123,0.0
1.8491,-0.159026,0.990035,0.871269,-1.4567,0.728908,-1.25397,0.371837,0.797796,1.19923,1.0391,1.17174,1.34073,-0.0843007,0.558278,-0.797669,0.0
