0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
-0.282645,0.0861927,-0.0897706,-0.264615,-0.0934487,0.466624,0.569158,0.606177,-0.151047,-0.258098,-0.360572,0.283714,-0.0314828,0.206487,-0.267383,0.245515,0.615742,-0.315677,-0.159982,-0.330909,0.0203789,0.331378,-0.286333,-0.0805058,-0.239688,0.0339812,0.122962,-0.135516,-0.166009,-0.187427,-0.187787,-0.203888,1.0
-0.877569,1.84744,2.37432,2.60702,-1.09292,0.443447,0.429794,0.38231,3.21677,2.03076,2.63318,1.46618,2.49217,-2.2496,2.10752,1.2025,-0.0480136,2.61189,-0.734097,2.46584,1.87481,-0.956815,2.06578,-0.950888,1.60273,1.95459,1.01677,1.61537,1.92751,2.02903,2.05036,2.0517,0.0
-0.403918,0.377793,-0.233092,2.30284,-0.0962871,2.23586,2.26238,2.47613,-0.351217,-0.603669,-0.56469,2.47939,0.338824,-0.919416,-0.058578,-0.114227,1.52903,2.44149,-1.58206,1.39846,0.768528,1.2605,1.63665,-1.47409,0.684675,0.210274,-0.00614669,-0.0775575,-0.239359,-0.308531,-0.303334,-0.286983,0.0
0.0554496,-0.0504224,0.0679329,0.0205188,-0.0648344,0.0332418,0.0197891,0.160222,0.477648,-0.32841,-0.342682,-0.0308331,-0.00652654,-0.0700716,0.0757183,-0.0548,0.118285,0.0149217,-0.760263,0.111529,-0.168677,0.0613063,0.0353704,-0.775584,0.196352,-0.058578,0.0903504,-0.112478,-0.136285,-0.161382,-0.166729,-0.194233,1.0
1.5314,-1.45617,-0.701665,-0.886094,0.413933,-0.242267,-0.271491,-0.171276,-0.568648,-0.225706,-0.359103,-0.271791,-0.952837,0.14639,-0.584729,-1.97703,-0.0155914,-0.861078,0.158173,-0.588987,-1.80943,-0.14668,-0.800041,0.393004,-0.526421,-1.5363,-0.265404,-0.896828,-0.963401,-0.995724,-1.03101,-1.07025,1.0
-0.165899,-0.0578883,-0.0171504,-0.101774,-0.0853032,0.917996,0.816322,0.504613,-0.536775,-0.592635,-0.464075,0.775674,0.120404,0.658289,-0.27362,0.0519814,0.951518,-0.157404,0.512249,-0.389626,-0.0725402,0.687553,-0.379612,0.508211,-0.428485,-0.213413,0.104902,-0.152596,-0.244886,-0.221339,-0.213043,-0.257039,0.0
-0.231263,-0.378293,-0.726991,-0.561812,0.119105,1.0448,1.06459,1.05034,-1.10703,-0.537705,-0.220649,0.96546,-0.704154,-0.131668,-0.616932,-0.357864,1.09612,-0.516617,-0.0606568,-0.497297,-0.0642247,0.504833,-0.624388,0.29169,-0.522373,-0.415462,-0.0663737,-0.272151,-0.352057,-0.386039,-0.36404,-0.311809,0.0
2.72024,-1.9518,-0.98424,-0.522773,3.36343,-0.361761,-0.335776,-0.304183,-1.16724,-0.969468,-0.809376,-0.540004,-0.406997,0.214003,-0.586538,-0.794274,-0.130278,-0.69343,0.188956,-0.599671,-1.26106,-0.0961173,-0.770078,0.396133,-0.566159,-1.1006,-3.50123,-2.44167,-1.78229,-1.55486,-1.46201,-1.40916,1.0
-0.763661,1.05611,0.909631,-0.0997452,-1.0985,-0.441388,-0.47334,-0.541453,2.35088,1.81958,0.481616,-0.144111,-0.0546102,-0.242107,-0.294149,0.683415,-0.348489,0.125181,-0.352906,-0.195283,0.815193,-0.906932,0.168437,-0.224957,-0.146869,0.827456,1.04745,1.53637,1.6127,1.54763,1.47542,1.42094,0.0
0.0890612,-0.34575,-0.219409,-0.323413,-0.119584,0.155485,0.0185997,-0.0868123,0.277748,1.06068,2.13888,0.00723599,0.120794,1.37146,0.0845934,-0.294129,0.351337,-0.425317,0.642257,-0.417711,-0.671891,0.0510619,-0.465655,0.701855,-0.428595,-0.560912,0.244396,-0.140683,-0.333897,-0.416412,-0.49301,-0.51049,1.0
-0.787458,1.12269,0.886564,0.00772579,-1.08135,0.021788,0.0123232,-0.0753886,1.36287,1.19036,0.0794663,0.868204,-0.0291141,-0.0395583,-0.340333,0.72824,-0.108021,0.213942,-0.0526712,-0.184179,0.958314,-0.937506,0.165109,0.100445,-0.193953,0.909361,1.00902,1.52155,1.54132,1.38861,1.32292,1.30699,0.0
-0.157064,-0.34675,-0.459388,-0.725732,-0.207496,0.227275,0.20105,0.176853,-0.167898,-0.63847,-0.553776,-0.280296,-0.826946,0.0652842,-0.623218,-0.796393,0.566279,-0.671552,0.14492,-0.556505,-0.471831,0.487163,-0.630834,0.359243,-0.512529,-0.452772,0.251372,-0.0495729,-0.290171,-0.344771,-0.355045,-0.386338,1.0
-0.635461,0.772976,0.467284,0.395783,-0.697247,0.443836,0.438619,0.494119,0.366949,0.876949,0.156754,0.584739,0.0553395,0.14535,-0.122833,0.520854,0.383799,0.543662,-0.591855,0.417671,0.790886,0.248034,0.420409,-0.933578,0.498897,0.81954,0.683045,0.817741,0.730969,0.638479,0.609836,0.595753,0.0
0.267083,-0.644187,-0.597102,-0.644476,0.0826747,-0.865155,-0.827376,-0.74743,-0.500795,0.114017,-0.242197,-1.13644,-0.541513,0.339114,-0.516417,-0.665725,-0.532168,-0.697377,0.213283,-0.572706,-0.834642,-0.812044,-0.677129,0.412764,-0.52781,-0.727131,-0.00457755,-0.407556,-0.555485,-0.592975,-0.623228,-0.635401,1.0
0.752847,-1.02965,-0.559893,-0.686024,0.0606468,0.367928,0.36443,0.365549,-0.0371197,-0.386018,-0.621849,0.204008,-0.833023,-0.278067,-0.448664,-1.57589,0.577893,-0.672171,-0.422438,-0.268763,-1.34425,0.52849,-0.628635,-0.149448,-0.23688,-1.21414,0.0487432,-0.477768,-0.63858,-0.681147,-0.723793,-0.776294,1.0
-0.387168,0.0409375,-0.23648,-0.563841,-0.412564,1.41047,1.4169,1.38965,-0.197682,0.171756,-0.38303,0.478627,-0.598991,-0.0837041,-0.481406,-0.23688,1.55226,-0.500815,-0.120094,-0.390606,-0.0939884,1.80723,-0.457179,-0.336865,0.0755288,-0.578273,0.460058,0.276888,0.0723103,0.0160409,0.0339714,0.0669832,1.0
-0.277508,-0.287153,-0.56371,-0.695618,-0.208695,-0.476239,-0.501485,-0.555785,-0.603999,-0.525991,-0.603609,-0.971517,-0.789377,-0.0543102,-0.6383,-0.537705,-0.0728899,-0.683155,0.119724,-0.578903,-0.399221,-0.176863,-0.643117,0.339144,-0.516037,-0.434722,0.231993,-0.0191096,-0.247614,-0.299606,-0.301305,-0.334446,1.0
-0.584909,0.23769,-0.593404,-0.0298236,-0.240618,0.995134,1.01678,0.990447,-1.08066,-0.579152,-0.18154,1.1433,-0.477008,-0.134996,-0.572306,0.0677827,0.82001,0.0816651,-0.152057,-0.301485,0.754396,0.760333,-0.331938,0.162111,-0.448274,0.178692,0.34668,0.294878,0.173395,0.0604765,0.0252862,0.027225,0.0
-0.34603,0.0372195,0.0178004,-0.501875,-0.466134,1.10546,1.0891,1.02569,0.946221,-0.0774375,-0.190336,0.312359,-0.60129,-0.418171,-0.300335,-0.45583,1.25568,-0.338824,-0.675639,-0.0934189,-0.0919395,1.65294,-0.312819,-0.594174,0.0856932,-0.379632,0.54648,0.302294,0.0890911,0.0776271,0.0853932,0.0698816,1.0
0.0869523,-0.486693,-0.757124,-0.398741,1.4006,-1.24097,-1.24539,-1.24389,-1.07935,-0.767249,-0.494868,-1.12209,-0.406507,0.166299,-0.489182,0.177772,-1.19846,-0.397512,0.227685,-0.433063,0.0265155,-0.806208,-0.406877,0.415232,-0.41931,0.000659496,-1.39473,-1.1404,-0.849344,-0.751278,-0.714918,-0.680187,0.0
0.223937,-0.800041,-0.786008,-0.626956,0.300135,-0.0898707,-0.0132128,0.0231273,-0.408366,-0.848534,-0.808326,-0.789417,-0.621889,0.137465,-0.62001,-0.670992,0.352856,-0.709831,0.202839,-0.592615,-0.769488,0.0574884,-0.756055,0.401919,-0.560882,-0.887843,-0.235521,-0.767299,-0.936926,-0.943273,-0.951838,-0.962052,1.0
0.374265,-0.590976,-0.585918,-0.202439,0.511659,2.64675,2.66964,2.67827,-0.62031,-0.512189,-0.606237,3.39081,-0.590576,-0.977984,-0.0350409,-3.23953,1.96686,-0.133897,-1.02569,0.150167,-0.158053,0.395943,-0.412394,-0.45504,-0.101444,-0.667214,-0.503144,-0.896038,-0.924563,-0.913999,-0.909761,-0.905303,0.0
0.257789,-0.736496,-0.560602,-0.814313,-0.0852732,-0.918836,-0.917567,-0.862787,-0.589477,-0.420569,-0.351207,-1.08408,-0.859169,0.153256,-0.584869,-1.1369,-0.741013,-0.772326,0.173635,-0.571687,-0.996933,-0.0682126,-0.696158,0.429704,-0.515617,-0.813963,0.0890611,-0.270552,-0.478697,-0.558874,-0.625557,-0.680547,1.0
-0.117795,-0.103163,-0.644986,0.238789,1.22462,-0.499856,-0.533437,-0.612494,-1.04483,-0.526261,-0.216781,-0.167738,0.111509,0.427625,-0.193694,0.683185,-0.590186,0.167058,0.864815,-0.192724,0.495278,0.0542502,-0.168028,0.649084,-0.377922,0.336615,-1.19979,-0.774975,-0.508611,-0.445336,-0.427545,-0.402529,0.0
-0.555465,0.428235,-0.113378,-0.194973,-0.338055,-0.615062,-0.540224,-0.558643,-0.160562,-0.517116,-0.108361,-0.00802564,-0.206997,0.333677,-0.403749,0.403249,-0.555685,-0.129689,0.111809,-0.357854,0.568798,-1.68294,-0.279507,0.34603,-0.425706,0.353826,0.338954,0.195173,0.103823,0.0618058,0.0923194,0.107841,1.0
-0.514808,0.183719,-0.562531,-0.186038,-0.196692,0.119544,0.135675,0.110799,-1.00718,-0.506762,0.219969,0.213853,-0.450443,-0.101125,-0.536106,0.158133,0.207406,-0.0722705,-0.190955,-0.306232,0.633583,0.0128729,-0.287752,0.133487,-0.388277,0.275129,0.194233,0.176553,0.130998,0.0861724,0.0520515,0.0711909,0.0
0.231453,-0.697587,-0.634332,-0.514848,0.148379,0.844227,0.923283,0.975815,-0.140973,-0.607367,-0.596603,0.525532,-0.349668,0.295818,-0.521854,-0.661317,0.978473,-0.6372,0.195812,-0.572386,-0.767299,0.758204,-0.661037,0.366669,-0.531568,-0.595693,-0.10863,-0.533377,-0.688412,-0.714109,-0.742553,-0.756005,1.0
-0.773176,1.24726,1.19568,0.752987,-0.630114,1.08058,1.06571,1.06508,1.00008,2.27478,1.17675,1.6342,0.758524,-0.72854,0.335466,0.828215,0.630364,0.915208,0.824827,0.499716,1.02852,0.98366,0.730869,-0.43694,0.311519,0.644866,0.31056,1.23652,1.38475,1.34187,1.31895,1.31176,0.0
0.812224,-1.16249,-0.790586,-0.774775,0.391605,0.847075,0.855441,0.860108,-0.407037,-0.826317,-0.808406,0.706432,-0.640479,0.240398,-0.567279,-0.904544,0.919905,-0.841099,0.148818,-0.605868,-1.41904,0.847975,-0.817442,0.377643,-0.562641,-1.23975,-0.316916,-0.878208,-0.987348,-0.996274,-1.01242,-1.03851,1.0
0.289861,-0.314557,0.0210486,-0.458698,0.0968169,-0.72883,-0.706482,-0.678688,-0.0717207,0.233302,0.103763,-0.192404,-0.500416,0.0906902,-0.361142,-0.628565,-0.610525,-0.348129,-0.403499,-0.276249,-0.527491,-1.70129,-0.360093,-0.137025,-0.271411,-0.465045,-0.0689522,-0.302514,-0.257849,-0.239339,-0.240668,-0.251902,1.0
-0.280066,-0.155905,-0.404008,-0.666704,-0.294428,-1.04373,-1.08314,-1.09987,0.264025,-0.295318,-0.391285,-1.01957,-0.642558,0.12701,-0.584799,-0.385289,-0.76513,-0.643557,0.107101,-0.563741,-0.321394,-1.37234,-0.615443,0.344151,-0.519935,-0.366249,0.311749,0.0877318,-0.102564,-0.192755,-0.228545,-0.254141,0.0
0.00234872,-0.431813,-0.422238,-0.605968,-0.0158113,0.471391,0.438659,0.440648,0.176113,-0.348979,-0.478627,0.463466,-0.485314,0.192085,-0.523783,-0.443807,0.563321,-0.630634,0.0995553,-0.527391,-0.505223,0.539264,-0.617611,0.288912,-0.462166,-0.552247,0.0607666,-0.295028,-0.431263,-0.453611,-0.462786,-0.460118,0.0
0.585829,-0.979603,-0.689302,-0.743122,0.259158,1.84733,1.82792,1.82556,-0.593544,-0.380721,-0.732498,1.44623,-0.572286,0.260167,-0.555695,-0.763411,1.71979,-0.799401,0.133577,-0.593355,-1.26029,1.68611,-0.78355,0.339734,-0.548709,-1.16466,-0.183909,-0.707892,-0.822189,-0.861068,-0.891221,-0.931009,1.0
1.73316,-1.53159,-0.916097,-0.516397,2.6013,-0.927361,-0.881996,-0.883915,-1.15554,-0.789037,-0.413483,-1.16078,-0.430474,0.183519,-0.58328,-0.672081,-0.689611,-0.664815,0.192664,-0.591146,-1.02038,-0.520774,-0.676109,0.421789,-0.540163,-0.758244,-2.57562,-2.03456,-1.50181,-1.32406,-1.24764,-1.20131,1.0
-0.211614,-0.298786,-0.458298,-0.744661,-0.422608,1.42484,1.54817,1.54319,-0.494409,-0.119434,0.284714,1.12159,-0.791536,0.0242667,-0.627126,-0.65617,1.35464,-0.713079,0.191235,-0.582361,-0.592005,1.48519,-0.696028,0.394564,-0.551507,-0.691501,0.483854,0.229494,-0.0479637,-0.114348,-0.149358,-0.160712,1.0
-0.863936,1.80184,2.83148,2.06927,-1.07122,0.781781,0.739074,0.664495,2.96779,1.85412,3.00345,1.06942,2.19239,-3.73725,3.32904,1.6704,0.445925,2.24133,-2.62595,2.44059,1.7415,0.387487,2.32889,-3.26211,2.64296,1.68097,0.978703,1.61795,2.00592,2.1985,2.27463,2.3011,0.0
-0.353746,-0.0535007,-0.232252,-0.684494,-0.45533,1.07961,1.02876,1.01038,-0.000519748,-0.0869523,-0.231203,0.384899,-0.723583,0.0768578,-0.598682,-0.461837,1.28031,-0.587848,0.161941,-0.519575,-0.265684,1.57674,-0.589797,0.308441,-0.500285,-0.524182,0.469832,0.341053,0.0866025,0.0119132,-0.0146419,-0.0589277,1.0
-0.0773276,-0.281056,-0.365059,-0.385958,0.106492,-1.9691,-1.95625,-1.94221,-0.597732,-0.610405,-0.445366,-2.36834,-0.34632,0.788078,-0.0953678,-0.159812,-1.93881,-0.405238,0.790996,-0.187337,-0.306992,-1.43564,-0.370397,0.942043,-0.225486,-0.288392,-0.113408,-0.43733,-0.533158,-0.544492,-0.548959,-0.540553,1.0
1.42157,-1.52878,-0.824258,-0.919216,0.466924,-0.469193,-0.472711,-0.483745,-0.250543,-0.740953,-0.757095,-0.462916,-1.07534,-0.0262256,-0.679797,-2.12263,-0.229914,-0.895499,0.125971,-0.612104,-1.73832,-0.323852,-0.877918,0.373225,-0.570877,-1.66653,-0.333897,-0.98364,-1.08389,-1.10544,-1.12979,-1.16031,1.0
-0.177353,-0.221598,-0.490411,-0.523033,-0.0248563,1.06992,1.08485,1.07204,-0.215162,-0.616652,-0.608676,0.2907,-0.563891,0.190266,-0.56527,-0.288462,1.255,-0.508661,0.010794,-0.462906,-0.199121,1.43125,-0.562592,0.184519,-0.459108,-0.469353,0.0811854,-0.279886,-0.446555,-0.494919,-0.502394,-0.498966,1.0
-0.826347,1.33531,0.828775,0.905703,-1.0483,-0.680806,-0.700266,-0.797752,2.32645,1.02652,0.0803359,0.0565789,0.882835,0.900386,0.369227,1.25346,-1.06213,0.890371,0.942972,0.450033,1.34398,-0.189076,0.91064,0.657709,0.199461,1.38184,0.957864,1.39632,1.33754,1.23139,1.16926,1.1816,0.0
1.23701,-1.33066,-0.791296,-0.778263,0.43833,2.16634,2.15642,2.19067,-0.458488,-0.699536,-0.738365,1.64516,-0.697817,0.21833,-0.588577,-1.23509,1.96835,-0.833503,0.152046,-0.602759,-1.56071,2.03018,-0.85656,0.360022,-0.567279,-1.68048,-0.349278,-0.920595,-1.01049,-1.04162,-1.07127,-1.09581,1.0
1.37332,-1.09121,-0.816392,-0.572006,2.45668,-0.833153,-0.758934,-0.749439,-1.12049,-0.900746,-0.699696,-0.330559,-0.52796,0.304623,-0.488782,-0.280616,-0.944561,-0.484374,-0.051272,-0.442767,-0.599321,-0.422648,-0.350618,-0.1818,-0.316276,-0.421499,-2.48975,-1.72712,-1.19508,-1.05855,-1.03069,-1.00935,0.0
-0.359913,0.130308,-0.129849,-0.215042,-0.212553,-1.48659,-1.49361,-1.54682,-0.552217,-0.630064,-0.695578,-1.66058,0.0535405,1.19555,0.250742,0.355385,-1.45033,-0.305922,0.804039,-0.264395,-0.0247364,-0.786788,-0.206337,0.92914,-0.269372,0.153865,0.262866,-0.0316427,-0.168328,-0.186578,-0.184349,-0.187407,1.0
-0.824198,1.44645,0.986909,2.52968,-0.717277,-0.00926492,-0.0230075,-0.0784369,1.04847,0.0974565,0.930579,0.923193,2.13524,-2.42228,1.76564,1.7059,-0.317726,2.28651,-2.22973,1.91055,1.70897,-1.63551,1.49119,-1.30456,0.903704,1.60436,0.667104,0.917626,0.996104,1.06497,1.13007,1.18529,0.0
-0.462966,0.0279346,-0.620479,-0.331578,-0.174774,0.796483,0.790326,0.821459,-0.978193,-0.281805,-0.148748,0.899097,-0.502804,-0.107861,-0.555555,0.0652141,0.720884,-0.267963,0.037989,-0.452392,0.421039,0.788048,-0.484604,0.314687,-0.499426,-0.0341214,0.154135,0.120974,-0.00111939,-0.0850336,-0.0678627,-0.0354805,0.0
-0.623528,0.723223,0.488352,0.695409,-0.704723,0.530869,0.615552,0.67365,0.689512,-0.405418,-0.336585,-0.0075459,0.516317,-2.15277,1.22911,0.634052,0.541663,0.71029,-2.77402,1.47234,0.736496,1.06783,1.04961,-3.55166,2.39593,0.671471,0.696208,0.774315,0.628485,0.574195,0.553177,0.521184,1.0
1.18473,-0.962872,-0.798652,-0.575554,2.1068,-0.40131,-0.361492,-0.355305,-1.0761,-0.823548,-0.516287,-0.202259,-0.806757,0.0376093,-0.628595,-0.730999,-0.38328,-0.507252,-0.0521415,-0.461717,-0.464245,0.0318925,-0.582331,0.214093,-0.475459,-0.608396,-2.18808,-1.46485,-1.03479,-0.913029,-0.872212,-0.815413,0.0
-0.582201,0.541213,0.153486,0.153256,-0.378572,-0.832383,-0.840729,-0.896378,0.463416,-0.0665435,-0.129049,-0.824758,0.69225,1.5183,0.599151,0.949369,-0.81908,-0.0185699,1.05445,-0.0120336,0.431483,-0.0730899,0.0386086,0.763961,-0.169007,0.562131,0.342722,0.268882,0.168887,0.157143,0.191545,0.238909,1.0
-0.336605,0.271451,0.135236,0.0267454,-0.0989957,-2.02202,-2.02673,-1.75407,0.0285743,-0.330928,-0.0785669,-2.2157,0.143531,-0.199641,0.488692,0.266234,-2.13405,-0.00627669,-0.107681,-0.0691623,0.329979,-1.79275,0.505912,-0.667404,0.553147,0.60174,0.114457,-0.0844337,-0.133837,-0.102084,-0.118495,-0.147419,1.0
-0.0824847,-0.543792,-0.584799,-0.815323,-0.252012,0.412564,0.387108,0.333677,-0.0863027,-0.665565,-0.457089,-0.214742,-0.888363,-0.00869525,-0.658629,-0.904494,0.735546,-0.782331,0.146969,-0.603019,-0.81942,0.931129,-0.733638,0.399811,-0.557544,-0.762961,0.38357,0.00109932,-0.312758,-0.368378,-0.38353,-0.431893,1.0
