0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
0.658897,0.643095,-0.215065,0.892573,0.557237,-1.48963,-1.14432,0.301033,-0.0274165,0.219113,-0.73567,0.484303,-0.0759527,0.0327741,0.889455,-0.945237,0.892533,-0.369669,0.339434,0.957721,-0.942978,0.649462,-0.126678,0.0643186,0.908505,1.0
1.01824,1.4505,0.119002,-1.08631,-0.94031,-0.550111,0.91947,0.304381,0.194075,1.48098,-0.171256,-0.230457,0.809564,-0.512319,-0.00731621,0.688073,-0.526522,0.887845,-0.649362,-0.329469,0.473668,-0.650182,0.760518,-0.631361,-0.320863,0.0
-1.1725,-2.37631,0.318404,1.0514,0.848795,0.616978,0.443213,-1.03779,-0.474218,-1.53655,0.252386,-0.584304,0.436836,-0.559176,-0.12115,0.557917,-0.657418,0.40915,-0.650402,-0.125109,0.693231,-0.661676,0.479615,-0.594239,-0.313367,1.0
-1.41581,-1.80637,-0.957961,-0.649322,0.648403,2.06083,1.5399,-0.484933,-0.198543,-1.53362,-1.40194,-0.833602,0.677668,-0.642016,-1.04629,-1.04829,-1.0093,0.675839,-0.761037,-1.23776,-1.64861,-0.968606,0.702686,-0.684815,-1.23468,0.0
0.240902,-0.0333236,0.442413,1.24588,0.433328,-1.30115,-0.846206,-0.513729,-0.42879,0.363972,1.26159,-0.227349,0.0464273,-0.32674,0.193595,1.19546,-0.218793,-0.180002,-0.312587,0.187238,1.43352,-0.150067,-0.0326039,-0.278294,0.210737,1.0
-1.1901,-1.89605,0.350019,0.376026,0.59289,1.28754,0.684555,-1.01732,-0.256854,-1.70166,0.0538537,-0.594889,0.421694,-0.521944,-0.18388,0.380964,-0.75466,0.46986,-0.661536,-0.26623,0.229948,-0.703276,0.461114,-0.547322,-0.376116,1.0
0.678788,-0.248568,0.872103,1.38097,0.167498,-1.00611,-1.03252,-0.447981,-0.394737,-0.0837689,0.0885767,1.71674,-1.49696,1.3412,1.28321,-0.399105,1.36699,-0.800218,1.0545,1.20373,-0.197933,1.46308,-1.10477,1.0687,1.2413,1.0
-1.28919,-1.28357,-0.856851,-0.625334,1.43801,1.02139,1.12686,-0.0865976,-0.334796,-1.43881,-1.34874,-1.03222,0.57131,-0.658557,-1.4648,-1.0808,-1.03329,0.534348,-0.740298,-1.32084,-1.64647,-0.983389,0.615629,-0.672351,-1.35982,0.0
-0.296905,0.483143,-0.643325,-1.1325,-0.871993,1.45475,1.13755,0.249708,0.237764,0.0228689,0.083709,-1.06251,0.624004,-0.657228,-1.81878,0.26538,-1.13992,0.660267,-0.766045,-2.16238,0.427701,-1.05591,0.710122,-0.684215,-1.83895,0.0
0.28694,-0.332117,1.00522,0.458075,0.200242,-0.392168,-0.488621,-0.325011,-0.434317,0.0310049,-0.38843,-0.120811,0.380314,-0.240312,0.380484,-0.044908,-0.399015,0.389749,-0.453628,0.155964,-0.10234,-0.237624,0.335156,-0.318874,0.275955,1.0
1.15868,1.7193,0.664605,-0.357845,-0.0484063,0.451549,0.16302,-0.981879,-0.801277,-0.120461,-2.04809,2.08427,0.516567,1.743,1.60597,-3.56173,0.812002,1.69934,0.681416,1.10127,-2.51486,1.38154,0.77692,0.996722,1.3884,1.0
0.136073,0.483034,0.279713,-0.268848,0.174385,0.421014,-0.144409,-0.164979,-0.555048,0.0129837,0.729233,-0.297064,0.321393,-0.38803,0.176544,0.999321,-0.220052,-0.263371,-0.223271,0.120221,0.917701,-0.24446,0.0791513,-0.299813,0.10265,1.0
-0.675399,0.416616,-1.31554,-1.19571,-0.956612,0.132835,1.25999,1.89805,1.11768,0.455687,1.83523,-0.779418,0.220652,-0.456796,-1.13311,1.03573,-0.544713,0.299213,-0.462793,-0.154764,1.20926,-0.664785,0.147028,-0.373917,-0.734271,0.0
-0.095953,-1.20047,1.50955,1.82314,0.880199,-0.424292,-0.358485,-1.40327,-1.14706,-1.30425,-1.75379,0.582395,0.579536,0.0110747,1.02308,-2.3156,0.298424,0.828704,-0.10276,0.876301,-1.92623,0.489291,0.580096,-0.0518745,0.976062,1.0
-1.66507,-0.840978,-1.50773,-0.761617,0.740657,1.27637,0.784986,0.527382,0.584854,-1.332,-1.62076,0.564964,-2.11759,1.25391,-0.181761,-1.53673,0.564184,-2.79852,1.389,-0.201771,-2.21475,0.921499,-3.27868,2.13305,-0.190417,0.0
-0.339254,0.12333,-0.432408,-0.504763,0.28686,2.6318,1.48341,-1.87956,-1.14258,-1.4662,-1.31735,-0.723935,0.802157,-0.584114,-0.604694,-1.61338,-0.924427,0.793891,-0.719928,-0.954113,-1.01303,-0.793052,0.845966,-0.630841,-0.728074,0.0
0.324591,0.343692,0.187218,-0.916081,-1.19704,0.130736,0.437196,0.625594,0.59226,1.1033,0.132145,-0.774331,0.654629,-0.602275,-0.616728,0.659647,-0.94011,0.63353,-0.727614,-0.87817,0.779449,-0.859799,0.667393,-0.644714,-0.807125,1.0
-0.332767,-1.0812,1.13175,0.996212,0.263801,-0.0875371,-0.452998,-0.67448,-0.620626,-0.383142,-0.0869674,-0.42967,0.473238,-0.460854,0.088287,0.0506452,-0.536897,0.479465,-0.554538,-0.00730634,0.403473,-0.44911,0.457656,-0.488621,0.0383711,1.0
-0.0150926,-0.433238,0.481914,0.882378,0.534918,-0.538476,-0.729833,-0.42946,-0.267399,-0.332277,-0.932314,0.366351,-0.105338,0.0132337,0.823387,-0.69356,0.460784,-0.330858,0.166778,0.861678,-0.894452,0.446372,-0.248738,0.126838,0.850154,1.0
-1.50678,-0.357375,-2.13362,-1.66841,-1.42071,0.687533,1.47066,2.38508,2.87753,-0.228918,2.01947,-0.963778,0.44952,-0.606953,-1.62589,2.43242,-0.81782,0.364301,-0.63375,-0.842088,1.95596,-0.900889,0.449,-0.59176,-1.37226,0.0
0.938551,-0.0398704,0.541445,0.962748,0.160242,-1.46639,-1.01508,-0.396156,-0.269248,0.91852,0.419585,0.165389,0.089926,-0.239872,0.656389,0.2655,0.434517,-0.0367021,-0.0736139,0.773671,0.232566,0.272287,0.0697959,-0.191246,0.717649,1.0
-0.769893,-0.586613,-0.209767,-0.865956,0.293446,1.917,1.44944,-0.993584,-0.747634,-0.711242,0.0258374,-0.941489,0.645894,-0.645574,-1.02216,0.131496,-1.02564,0.662346,-0.752082,-1.11367,0.473118,-0.953583,0.729293,-0.671551,-1.13072,0.0
1.27713,0.905707,-0.271107,0.0795709,-1.09862,-1.12501,-0.65452,1.01702,1.13159,0.892483,-0.670182,2.70535,-3.7494,3.19607,1.10191,-0.655889,2.89341,-3.89583,3.56799,0.89899,-1.0131,2.75141,-3.72024,3.28651,1.13219,1.0
0.904647,0.275755,1.5708,0.431718,-0.262022,-0.426861,-0.680057,-0.42876,-0.462903,0.222621,-0.300813,0.828285,0.0295056,0.364812,1.10783,-0.670102,0.703286,0.336855,0.404072,1.05673,-0.199102,0.706004,0.0121341,0.365621,1.05762,1.0
0.825766,1.23553,-0.0439785,-0.954812,-0.364612,0.55086,0.304871,-0.290638,-0.309898,0.689273,0.146488,-0.342812,0.59288,-0.418765,0.149667,0.18434,-0.552869,0.613979,-0.500465,-0.077552,0.515498,-0.46956,0.567392,-0.443153,0.000709535,1.0
0.873462,0.0998911,0.155944,1.04618,0.210587,-1.50399,-0.830154,-0.26541,-0.227499,0.722456,0.83687,0.351998,-0.0582714,-0.0764924,0.744286,0.417975,0.659257,0.0816099,0.0933344,0.868995,0.685844,0.49066,0.0216695,-0.0457675,0.81739,1.0
1.26921,0.705395,0.330848,-0.337445,-1.42621,-0.562035,0.210697,0.18297,0.329809,1.64942,0.0641986,-0.381543,0.435967,-0.434367,0.0499557,0.476397,-0.655889,0.424102,-0.598107,-0.181241,0.668663,-0.562535,0.447721,-0.50967,-0.159492,1.0
-0.98091,-1.11301,-0.596328,-0.887885,0.736649,1.51123,1.13938,-0.792282,-0.290977,-0.689183,-0.435647,-0.817939,0.61246,-0.609152,-0.73444,0.246729,-0.990365,0.603844,-0.73577,-1.06251,0.431009,-0.921349,0.648722,-0.661576,-1.0127,0.0
0.391678,-0.00550725,0.532699,1.1538,0.398085,-1.17332,-0.769513,-0.237664,-0.380604,-0.00200895,-0.104529,0.166249,0.186089,-0.278813,0.677409,-0.154854,0.414457,0.127477,-0.106628,0.810094,-0.251427,0.260662,0.188838,-0.233446,0.740008,1.0
-0.200942,-0.567912,0.117053,1.02514,0.77719,-0.594629,-0.584654,-0.362133,-0.456846,-0.410359,-0.309109,-0.0143928,0.242801,-0.358524,0.525743,-0.540126,0.51046,0.181671,-0.099981,0.754341,-0.498326,0.172925,0.226559,-0.30538,0.608302,1.0
2.47673,2.31182,0.867845,-0.774521,-1.76107,-0.0478365,0.344961,-0.12289,-0.484183,1.70941,-1.12624,0.828175,-0.028406,0.806215,0.998961,-2.20925,0.44945,0.0705454,0.488391,0.842218,-1.3839,1.11236,-0.860139,1.3922,1.06333,0.0
1.86646,1.14771,0.463003,0.364841,-1.21219,-1.21553,-0.838749,0.465812,0.34752,1.34865,-0.0772921,3.86627,-5.20144,5.46861,1.53581,-0.295275,3.00604,-3.71351,4.11271,1.33585,-0.398175,3.439,-4.78105,4.93837,1.50847,1.0
-0.885436,0.260073,-1.16171,-0.908325,0.508901,0.161361,0.14335,0.915052,0.681346,-0.138202,1.6094,-0.9391,0.547622,-0.644145,-0.992984,1.52957,-0.799818,0.491599,-0.682876,-0.455467,1.15011,-0.839789,0.55087,-0.636268,-0.727894,1.0
0.489111,0.173195,0.317355,-0.538606,-0.146498,1.02191,0.687184,-1.08287,-0.614369,0.014383,-1.74892,-0.3477,0.582815,-0.466851,0.182451,-1.73155,-0.583025,0.608702,-0.610271,0.0644286,-1.56233,-0.474598,0.661326,-0.516267,0.0940338,0.0
0.410279,1.15598,-0.371188,-0.912443,-0.890224,0.827535,0.83795,-0.0718549,-0.0146028,0.555358,-0.911984,-0.606723,0.585203,-0.568282,-0.258333,0.0547832,-0.853852,0.577077,-0.698698,-0.59256,-0.108687,-0.778349,0.614269,-0.621945,-0.520515,1.0
-1.78064,-0.4282,-2.48225,-1.83172,-1.62006,0.934283,1.58384,2.59276,3.31953,-0.38864,1.3868,-0.599896,-0.0507551,-0.339754,-1.36865,1.02902,-0.763006,0.304101,-0.550181,-0.725275,1.04871,-0.71563,0.18396,-0.413357,-1.12663,0.0
1.76772,0.743236,0.560106,0.879929,-0.432428,-1.74559,-1.03679,-0.288289,-0.279023,1.58867,0.295655,0.94018,-0.218473,0.329019,1.10015,-0.299773,0.96015,0.120431,0.454807,1.13403,0.0801608,1.07753,-0.126788,0.458965,1.15225,1.0
-0.170387,-0.895621,0.763376,1.10565,0.289408,-0.181701,-0.447721,-0.686744,-0.544343,-0.442253,1.08805,-0.342002,0.0820499,-0.342342,0.0651083,1.17334,-0.320413,-0.10289,-0.34723,0.153915,1.29292,-0.344871,0.08182,-0.34711,0.0286758,1.0
-1.67923,-0.552909,-1.52561,-1.21772,1.15091,0.83786,0.676659,1.11741,0.427451,-0.907136,1.54882,-0.944597,0.454817,-0.610131,-1.48848,-0.427351,-1.0299,0.576208,-0.738648,-1.45981,0.458136,-0.912923,0.53072,-0.634979,-1.40704,0.0
0.123869,0.185509,-0.212156,-0.892343,-0.946067,0.300423,0.961979,0.303122,0.384302,0.888615,-0.692201,-0.725455,0.528381,-0.59295,-0.519276,-0.120181,-0.881358,0.507531,-0.69515,-0.671981,-0.190137,-0.85725,0.580756,-0.631631,-0.77647,1.0
-0.671641,-0.188338,-0.751322,-0.834591,-1.00187,1.17425,2.16287,0.85841,-0.104169,-0.139841,-1.92708,-1.07589,0.614349,-0.661586,-1.96467,-1.71007,-1.13415,0.655099,-0.768544,-2.05207,-2.28529,-1.06553,0.697938,-0.688163,-1.9337,0.0
1.08087,0.276445,0.855871,1.16254,-0.217723,-0.552639,-0.662316,-0.574649,-0.443553,-0.282642,-0.484243,2.12736,-0.643495,1.40913,1.49472,-1.32517,1.86841,0.3068,1.3415,1.36296,-1.07564,2.10859,-0.331628,1.34671,1.49918,1.0
0.171256,-0.552739,1.74913,1.39935,-0.339964,-0.885466,-0.546822,-0.362253,-0.4499,-0.107767,-0.415217,0.983629,-0.414517,0.420144,1.1227,-0.753481,0.727284,-0.00021998,0.356456,1.00417,-0.482034,0.729013,-0.311857,0.30591,1.01103,1.0
-0.0195204,0.962149,-1.74624,-1.17934,0.157413,-0.431908,-0.273546,1.19604,0.888585,1.16487,0.794681,-0.625913,0.507342,-0.498936,-0.441164,-0.259283,-0.561905,0.533489,-0.515847,-0.419345,0.107288,-0.576478,0.578897,-0.506292,-0.369029,1.0
1.40614,0.723816,0.496317,0.957271,-0.178153,-1.21656,-1.03868,-0.385441,-0.261352,0.675629,-0.231017,2.58368,-1.60217,2.19298,1.55768,-0.835591,2.21063,-0.956532,2.02651,1.40239,-0.573839,2.38383,-1.40067,1.9517,1.49496,1.0
-0.889924,-0.8777,-0.769523,0.0894661,1.94764,-0.235335,-0.914082,0.0660976,0.0229788,-0.873312,-0.0726844,-0.202011,-0.0276664,-0.263541,0.241622,-0.0711851,0.272537,-0.333377,0.0198503,0.615339,-0.10144,-0.119741,0.0214696,-0.268089,0.322552,1.0
0.103869,-0.534358,0.706894,0.519945,-0.676439,-0.0968825,-0.0131636,-0.233926,-0.00780611,0.255515,0.336415,-0.415077,0.356166,-0.451629,0.0603307,0.63259,-0.564843,0.319793,-0.560626,-0.0505652,0.697998,-0.513069,0.364732,-0.494028,-0.114734,1.0
1.68876,0.701706,0.549741,0.746814,-0.521385,-0.874062,-0.851223,-0.228558,-0.336275,0.745865,-0.201731,2.69756,-2.10467,2.87097,1.61924,-1.24473,2.04737,0.187408,2.00656,1.49695,-0.688353,2.33644,-1.2436,2.34932,1.55174,1.0
0.24519,-0.0547431,1.7347,1.17874,-0.24488,-0.471419,-0.319064,-0.67367,-0.742826,-0.327829,-0.283041,1.33442,-0.287179,0.790983,1.31762,-0.460944,0.793521,0.0107247,0.421744,1.08614,-0.187438,0.920649,-0.227239,0.473898,1.12392,1.0
-0.10212,-0.0418794,0.3875,0.201641,0.334406,0.32717,-0.196914,-0.646324,-0.59196,-0.174954,1.18176,-0.353877,0.00560732,-0.274026,-0.0442981,1.6181,-0.519686,0.0634788,-0.432668,-0.12315,1.14582,-0.154035,-0.589911,0.167978,-0.0282363,1.0
-0.67458,-1.05076,-0.335936,0.519345,0.765555,-0.369249,-0.677598,0.0869074,0.288029,-0.372957,0.144439,-0.34661,0.179702,-0.38866,0.145289,0.0888565,-0.161571,0.0509749,-0.310608,0.26572,0.130756,-0.322732,0.227409,-0.397635,0.1628,1.0
-0.874882,1.60001,-1.67617,-1.59715,0.0185309,0.304071,0.185169,2.20212,1.30936,-0.311617,1.75227,-0.683235,0.14214,-0.401133,-0.842577,0.44905,0.237334,0.766175,-0.10239,-0.221821,0.754461,-0.158083,0.0704456,-0.260172,-0.090096,0.0
0.30641,-0.538796,1.93817,1.81268,0.0884267,-1.04487,-0.890544,-0.861098,-0.724705,-0.404972,-0.704585,1.35358,-0.32637,0.688813,1.30977,-1.23202,1.15221,0.136263,0.681466,1.22748,-0.945597,1.27364,-0.236194,0.640577,1.29288,1.0
0.832303,0.944268,0.350508,-0.311737,-0.631231,0.435367,0.346111,-0.217693,-0.477896,0.313577,-0.638737,-0.0768623,0.488901,-0.282911,0.434827,-0.597228,-0.46923,0.519695,-0.467511,0.151156,-0.235485,-0.338684,0.493768,-0.368469,0.200732,1.0
-1.71302,-0.523254,-1.7047,-1.01497,-0.765395,1.08017,1.84978,1.70333,1.39673,-0.935172,-1.52345,-0.982949,0.556018,-0.641906,-1.37488,-1.45341,-1.05733,0.52974,-0.741987,-1.85761,-1.90455,-0.986467,0.583195,-0.661006,-1.8385,0.0
-1.79003,-0.906076,-2.554,-1.82233,-1.61105,1.2096,1.39113,2.14575,4.14124,-1.039,1.35843,-0.659997,0.145009,-0.475727,-1.26732,0.0611401,-0.824856,0.558227,-0.631851,-1.5165,0.600746,-0.782087,0.401194,-0.558476,-1.59463,0.0
-0.792502,-1.22138,0.953183,1.28127,0.515278,0.0869175,-0.675929,-0.856741,-0.651221,-0.724705,-1.23715,-0.525832,0.434637,-0.520465,-0.0407398,-0.968336,-0.567052,0.440834,-0.594309,-0.0236283,-0.805686,-0.502334,0.445672,-0.533189,-0.0351529,1.0
-0.715919,0.165849,-0.863467,-0.950105,0.641266,-0.0253475,0.453468,1.12688,0.20404,-0.0635188,1.94266,-0.748903,0.379244,-0.569901,-0.633819,0.673021,-0.608882,0.517337,-0.560865,-0.209927,1.20974,-0.778059,0.441584,-0.560705,-0.73539,0.0
-1.52396,-1.57241,-1.00257,-1.06729,0.323102,1.98888,1.26765,0.10128,0.361563,-1.17333,-1.38637,-0.860449,0.665694,-0.647063,-1.24418,-1.11343,-1.0217,0.672571,-0.763776,-1.48993,-1.8144,-0.993904,0.698828,-0.687733,-1.45534,0.0
-0.0899659,0.42849,-0.338264,-0.246919,2.14762,-0.0106148,-1.71789,-0.234095,-0.521515,-0.630481,-0.916901,0.276755,0.103659,-0.0644283,0.713941,-0.501494,0.472549,-0.365791,0.171816,0.754211,-0.663985,0.322952,-0.181531,0.0257775,0.730892,1.0
0.435107,1.1755,-0.287329,-0.736769,-0.0616298,1.43558,0.997801,-1.0949,-0.797609,-0.363242,-1.91556,-0.570471,0.854052,-0.518526,-0.254725,-1.85049,-0.763486,0.806015,-0.652441,-0.440214,-1.52161,-0.655969,0.818239,-0.576708,-0.333517,0.0
0.279293,-0.400974,1.07045,0.933792,-0.252177,-0.319274,-0.705605,-0.599736,-0.307339,0.0916952,-0.178633,0.535928,-0.130476,0.177993,0.915882,0.391938,0.172476,-0.0671372,-0.00814596,0.688553,0.304841,0.350908,-0.184759,0.137473,0.778379,1.0
0.559466,-0.0114443,-0.444452,0.502584,0.273436,1.09209,0.475147,-1.66425,-1.17063,-0.517287,-1.3684,-0.358954,0.888465,-0.440764,0.149357,-2.18616,-0.506792,1.0321,-0.540715,0.0488262,-1.50787,-0.318004,0.936871,-0.44956,0.250107,1.0
-0.475297,-0.606823,0.226979,1.2931,1.47087,-0.787135,-1.24996,-0.454098,-0.447881,-0.929025,-1.00016,0.628123,-0.454058,0.223781,0.903488,-1.00331,0.89811,-0.53061,0.528451,1.00978,-1.08938,0.746435,-0.521025,0.360354,0.966007,1.0
2.10809,0.600536,1.71031,0.486651,-1.31861,-0.538936,-0.089926,-0.834701,-0.541105,1.02095,-1.05173,3.04716,-0.723446,2.9924,1.78457,-2.06901,2.41449,0.192476,2.6886,1.61479,-1.52782,3.17371,-1.35709,3.52659,1.77083,1.0
-0.0618197,0.363702,-0.087877,-1.42282,-0.689952,1.76681,1.18198,-1.00043,-0.459515,0.840269,-0.161171,-0.8784,0.664844,-0.614179,-0.934812,0.0873573,-1.00525,0.678038,-0.73511,-1.25973,0.484433,-0.880629,0.73537,-0.643005,-0.968766,0.0
-1.26254,-1.50758,-0.174954,0.69398,1.85,0.835061,-0.0250078,-0.706954,-0.834871,-2.17176,0.710852,-0.685184,0.405182,-0.526332,-0.304791,-1.31672,-0.222011,0.990255,-0.412868,0.401663,-0.698568,-0.310968,0.643875,-0.480485,0.32605,1.0
0.540096,0.394967,0.397655,-0.640496,-0.257054,0.520795,0.81761,-0.624184,-0.574069,0.393178,-1.752,-0.710342,0.537977,-0.578127,-0.316695,-1.55352,-0.830903,0.548231,-0.691082,-0.447991,-2.08588,-0.729033,0.611051,-0.606223,-0.392948,0.0
-0.267619,-0.0720847,-0.808614,-1.44378,-1.15584,1.47809,1.3849,0.503443,0.568622,0.416826,-1.99518,-1.06519,0.621945,-0.659927,-1.94596,-1.52869,-1.14004,0.654589,-0.768954,-2.16961,-2.28605,-1.06152,0.704775,-0.687693,-1.95143,0.0
0.280962,-0.457196,0.680157,-0.63386,-0.889175,0.665324,1.70876,-0.0846786,-0.637708,0.434437,-1.28908,-0.848584,0.699807,-0.631201,-0.909325,-1.0159,-1.00475,0.67399,-0.75491,-1.0694,-0.722726,-0.941439,0.699398,-0.678358,-0.989186,0.0
0.462114,-0.277454,1.28231,1.5883,0.262382,-0.680337,-0.742686,-1.00675,-0.83725,-0.473618,-1.07841,2.25197,-0.61144,1.87179,1.62893,-1.79495,1.54212,0.174604,1.27788,1.40256,-1.38238,2.05188,-0.537177,1.66387,1.56983,1.0
-0.0546332,0.794131,-0.0338534,-0.778289,0.372018,-0.130646,0.130376,1.45996,-0.34605,-0.0865176,-1.33864,-0.945717,0.634899,-0.647013,-1.00936,-1.54548,-0.851153,0.504153,-0.721427,-0.75595,-1.14398,-0.828744,0.63246,-0.657758,-0.682656,0.0
1.00922,0.664715,-0.104919,0.291997,-0.240662,-1.12988,-0.377635,0.495527,0.0390409,0.766525,0.316085,0.641576,-0.335146,0.147578,0.875971,-0.124089,0.861668,-0.380834,0.307629,0.894782,-0.0473967,0.754171,-0.352257,0.209228,0.940959,1.0
-0.907526,-0.479965,-1.00491,-0.113534,1.59778,-0.310198,-0.126498,0.297414,-0.160311,-0.521205,1.58435,-0.715839,0.151636,-0.345041,-0.660876,1.19253,-0.462993,0.0543233,-0.402603,0.0142331,1.13913,-0.604134,0.232206,-0.415057,-0.340703,1.0
-1.30792,-1.76169,-0.801738,-0.131826,1.33837,1.68116,0.666364,-1.00519,-0.636818,-1.4686,-1.38622,-0.866646,0.579226,-0.642505,-0.65394,-1.10852,-0.949025,0.614049,-0.748593,-0.696499,-1.55053,-0.914972,0.658228,-0.672681,-0.83783,0.0
0.691991,1.0003,0.133245,-0.883857,-0.18332,0.455237,0.079651,-0.263831,-0.0393806,0.344481,-0.319404,-0.0613598,0.641826,-0.335126,0.415887,-0.438815,-0.381303,0.729812,-0.44918,0.195604,-0.0137732,-0.268778,0.650662,-0.3871,0.293286,0.0
-0.799888,-0.494428,-0.892863,-0.891573,-0.281162,0.747524,1.07509,0.245,0.831863,-0.170506,-2.15992,-0.906426,0.507462,-0.617687,-1.06532,-1.6411,-0.945457,0.495787,-0.708313,-1.15473,-2.42906,-0.881688,0.507732,-0.613859,-1.16092,0.0
-1.22312,-0.232086,-0.916931,-0.789853,1.52796,0.728074,0.436896,0.707983,-0.383132,-1.22858,-1.56228,-0.894042,0.637888,-0.644224,-0.85746,-1.40632,-0.94044,0.638807,-0.745615,-0.722426,-1.88984,-0.897551,0.668353,-0.67309,-0.825076,1.0
0.263911,-0.138182,-0.220392,0.384551,-0.186739,-0.622775,-0.045028,0.0493958,0.253886,0.32774,0.468641,-0.128297,0.187198,-0.342892,0.393108,0.0550831,0.118322,0.0994912,-0.252976,0.59298,0.069676,0.0610801,0.217624,-0.275725,0.606873,1.0
-0.283211,-0.971094,1.66218,1.67176,0.0439285,-0.539366,-0.573699,-0.779658,-0.584004,-0.687074,-0.642785,0.458366,0.108657,-0.0584312,0.892253,-0.907276,0.403203,0.444192,-0.028406,0.834871,-0.763516,0.319384,0.171036,-0.131505,0.820258,1.0
0.728553,1.52634,0.423143,-0.971994,-1.26552,-0.552919,0.545443,0.893582,0.135854,1.69056,1.2048,-0.903538,0.465422,-0.603744,-1.06573,2.0883,-0.994073,0.502244,-0.720157,-1.15159,1.69477,-0.904677,0.549781,-0.635569,-1.06554,0.0
1.73705,1.02845,0.606933,0.587852,-0.977721,-1.70996,-1.29463,0.534298,0.458695,1.51522,0.73625,2.58198,-4.11199,3.71982,1.18002,0.40796,2.52954,-3.64613,3.59267,1.21826,0.49051,2.48666,-3.82912,3.54531,1.21549,1.0
-0.192946,-0.481294,0.317515,-0.0436487,-0.144789,0.899819,0.752671,-0.865826,-0.20397,-0.646863,-0.50995,-0.136993,0.593979,-0.235305,0.34864,-0.813702,-0.338624,0.697538,-0.398735,0.192506,-0.383472,-0.309648,0.582485,-0.370808,0.167828,1.0
