0,1,2,3,4,5,6,7,8,label
-0.673305,0.00262502,-0.936349,0.0667558,0.159939,-0.00723327,0.0704537,-0.55443,-0.466485,1.0
-0.265229,0.0282192,0.859668,-0.00640754,0.436393,-0.00723327,0.831746,-0.088517,-0.544463,1.0
-0.508739,0.057653,0.520871,-0.0146757,0.343091,-0.00833329,0.832452,-0.086391,-0.463947,1.0
0.639298,-0.00694545,1.30867,0.0439139,0.435983,-0.0181838,0.295605,0.101556,-0.0719629,0.0
-0.265229,0.0282192,-0.487345,0.0179802,0.436393,-0.00723327,-0.00567557,-0.647612,-0.544463,1.0
0.39329,-0.00694545,-0.829642,-0.0146757,0.80755,-0.106838,-0.931476,-1.16709,-0.463947,1.0
-0.836749,0.0188939,-0.492013,-0.0146757,0.157307,0.0080842,0.44899,-0.415299,-0.542344,1.0
0.632539,0.00262502,1.08417,-0.00640754,0.712847,0.104196,0.222712,-0.228291,-0.31053,0.0
-0.344734,-0.00694545,2.32155,-0.366214,0.435983,0.0048007,1.82946,0.524438,-0.542344,1.0
-0.183614,0.00262502,0.859668,-0.00640754,0.528545,-0.00723327,0.755617,-0.228291,-0.544463,1.0
2.67292,0.00262502,-0.0383408,-0.103959,-2.6046,-0.00723327,-2.51794,2.66037,3.51037,0.0
0.142847,0.0410163,0.186161,-0.00640754,0.712847,-0.00723327,-0.00567557,-0.601021,-0.466485,1.0
-0.836749,0.057653,2.32155,0.0439139,0.0644157,-0.0181838,2.3663,0.900333,-0.463947,1.0
0.639298,-0.00694545,-0.492013,-0.0146757,-1.70053,-0.0017663,-0.931476,1.51116,1.73117,0.0
-0.265229,-0.0229692,-0.150592,-0.00640754,0.436393,-0.00723327,0.146583,-0.507838,-0.466485,1.0
0.475293,0.0188939,-0.492013,-0.0146757,0.900442,-0.00833329,-0.778091,-1.16709,-0.542344,1.0
0.061232,0.00262502,0.0739102,-0.00640754,0.528545,-0.0740906,-0.00567557,-0.55443,-0.466485,1.0
-0.590741,-0.00694545,-0.717099,-0.0146757,0.157307,-0.0707197,0.0655271,-0.462286,-0.463947,1.0
0.475293,-0.0586242,-0.492013,-0.0146757,0.900442,-0.00833329,-0.701398,-1.1201,-0.542344,1.0
-0.346844,0.0282192,-0.487345,-0.00640754,0.344242,-0.0963763,-0.00567557,-0.55443,-0.466485,1.0
-0.918752,-0.00694545,-0.942184,-0.131855,-0.21426,0.0310687,0.218912,-0.227352,-0.307154,1.0
-0.918151,0.00262502,-0.711847,0.164307,-0.39297,-0.00723327,0.374971,0.0978481,-0.0765973,1.0
-0.918752,-0.00694545,-0.942184,-0.0146757,-2.25788,0.0704707,0.218912,1.93404,1.49597,1.0
-0.918151,0.00262502,2.31893,-0.177122,-0.39297,-0.00723327,2.43046,1.35581,-0.0765973,1.0
-0.918151,0.00262502,-0.936349,0.0667558,-2.4203,-0.00723327,0.298841,2.10127,1.56093,1.0
0.639298,-0.00694545,0.0707001,-0.0146757,0.993334,0.0113677,-0.548013,-1.02613,-0.542344,1.0
-0.918752,-0.00694545,-0.604556,-0.0146757,0.0644157,-0.0017663,0.44899,-0.321325,-0.542344,1.0
-0.918151,0.00262502,2.09443,-0.103959,-0.669424,-0.00723327,2.2782,1.49559,0.0793579,1.0
2.52536,-0.00694545,-0.154385,0.0439139,-3.55836,-0.0116168,-2.54202,3.62557,4.31826,0.0
-0.59169,0.00262502,-0.711847,0.0911436,0.159939,-0.0462334,0.146583,-0.461247,-0.466485,1.0
-0.918752,-0.00694545,-1.27981,-0.190445,-0.307152,-0.00833329,-0.0111654,-0.227352,-0.228757,1.0
0.550923,-0.0101721,-0.487345,-0.00640754,-2.0517,-0.00723327,-0.843097,1.91491,2.0288,0.0
0.224462,0.00262502,-0.936349,-0.00640754,0.804999,-0.00723327,-0.843097,-1.16012,-0.544463,1.0
0.469308,0.0154221,-0.487345,-0.00640754,0.89715,-0.00723327,-0.690839,-1.11352,-0.544463,1.0
-0.918151,0.00262502,-0.262843,-0.00640754,-1.13018,-0.0629477,0.679488,0.983082,0.469246,1.0
-0.0203832,0.0538134,-0.487345,0.0179802,0.528545,-0.00723327,-0.386322,-0.787386,-0.466485,1.0
0.475293,0.00597425,-0.266928,-0.0732653,0.900442,-0.00833329,-0.624706,-1.02613,-0.542344,1.0
-0.918752,-0.00694545,1.30867,-0.190445,-0.21426,-0.00833329,1.75276,0.712386,-0.307154,1.0
0.639298,-0.00694545,1.19613,-0.0146757,0.714658,-0.0641528,0.218912,-0.180365,-0.307154,0.0
-0.346844,0.0666105,-0.711847,-0.00640754,0.344242,-0.0740906,-0.157934,-0.647612,-0.466485,1.0
0.557296,0.0447333,-0.266928,-0.0146757,0.900442,-0.00833329,-0.778091,-1.07311,-0.463947,1.0
-0.918151,0.00262502,-1.0486,-0.103959,0.0677874,-0.00723327,0.146583,-0.507838,-0.544463,1.0
-0.101998,0.00262502,-0.375094,-0.0795709,0.528545,-0.00723327,-0.234063,-0.740795,-0.544463,1.0
-0.918752,-0.833806,-0.604556,-0.0146757,-0.0284761,-0.00833329,0.44899,-0.227352,-0.463947,0.0
0.557296,-0.00694545,-0.942184,0.102504,-2.53655,-0.00833329,-1.23825,2.16898,2.43674,0.0
-0.918151,0.0410163,-0.936349,-0.00640754,-1.68309,-0.029519,0.146583,1.30922,1.01509,1.0
-0.180728,-0.00694545,-0.492013,-0.131855,0.528875,-0.00833329,-0.16455,-0.791194,-0.542344,1.0
0.557296,-0.00694545,0.745956,0.102504,-1.79342,0.0015172,-0.0878579,2.16898,1.80956,0.0
0.632539,0.0410163,1.30867,-0.00640754,0.89715,0.00948106,0.222712,-0.414656,-0.466485,1.0
0.557296,-0.00694545,-0.942184,-0.0146757,-0.400043,0.0442027,-1.23825,0.00758271,0.633609,0.0
0.795769,0.0410163,0.635166,-0.00640754,0.989302,-0.00723327,-0.310193,-0.787386,-0.544463,1.0
-0.673305,-0.0101721,1.64543,-0.00640754,0.159939,-0.00723327,1.82143,0.517169,-0.466485,1.0
-0.918151,0.00262502,-0.824098,-0.00640754,-0.853727,0.0317668,0.374971,0.563761,0.313291,1.0
0.469308,-0.0357662,-0.936349,-0.00640754,0.89715,-0.00723327,-1.07148,-1.29989,-0.544463,1.0
-0.918151,0.00262502,-0.936349,-0.00640754,-1.68309,0.0261954,0.298841,1.35581,1.01509,1.0
-0.265229,0.00262502,0.186161,0.042368,0.436393,-0.113091,0.374971,-0.368065,-0.466485,1.0
-0.673305,0.00262502,-0.936349,0.0179802,0.159939,-0.00723327,-0.0818048,-0.601021,-0.466485,1.0
0.632539,0.00262502,-1.0486,-0.00640754,-2.14385,0.137624,-1.29987,1.77513,2.10677,0.0
-0.346844,0.0538134,-0.0383408,-0.00640754,0.344242,-0.124234,0.298841,-0.321473,-0.466485,1.0
0.550923,0.00262502,-1.0486,2.26166,-2.6046,0.0150525,-1.22374,2.24105,2.49666,0.0
-0.426736,-0.0586242,-0.604556,-0.0732653,0.343091,-0.0247508,-0.0111654,-0.55626,-0.463947,1.0
0.632539,0.0154221,0.0739102,-0.00640754,0.89715,-0.0406619,-0.462451,-0.880569,-0.466485,1.0
0.632539,0.00262502,-0.936349,-0.128346,-1.13018,-0.00723327,-1.14761,0.750126,1.24902,0.0
-0.918151,0.00262502,-0.487345,-0.00640754,-0.39297,0.109767,0.527229,0.191031,-0.154575,1.0
-0.75492,-0.0357662,-0.487345,-0.00640754,0.159939,-0.00723327,0.374971,-0.368065,-0.544463,1.0
0.061232,0.0410163,2.31893,-0.00640754,0.528545,-0.0573762,1.59304,0.423987,-0.466485,1.0
-0.59169,0.0154221,0.0739102,-0.103959,0.159939,-0.0406619,0.603358,-0.1817,-0.466485,1.0
0.557296,0.0318136,1.08358,-0.0146757,0.714658,-0.00833329,0.295605,-0.227352,-0.307154,0.0
2.75453,-0.0229692,0.0739102,-0.00640754,-1.68309,0.00390962,-2.51794,1.72854,2.73059,0.0
-0.508739,-0.00694545,-0.266928,0.219683,0.343091,-0.00833329,0.372297,-0.415299,-0.542344,1.0
-0.262731,0.00597425,-0.266928,-0.0146757,0.435983,-0.0116168,0.0655271,-0.55626,-0.463947,1.0
-0.918752,-0.00694545,-0.492013,-0.0146757,-0.492935,-0.00833329,0.525682,0.289504,0.00643395,1.0
-0.918151,0.00262502,-1.0486,-0.103959,-0.208667,-0.0406619,0.146583,-0.274882,-0.31053,1.0
4.38684,0.00262502,1.98218,0.042368,1.63436,-0.0685191,-2.74633,-0.833977,0.703178,0.0
-0.428459,0.00262502,-0.0383408,-0.0307953,0.344242,-0.0629477,0.374971,-0.321473,-0.466485,1.0
-0.918151,0.00262502,-1.0486,-0.0795709,-0.669424,-0.029519,0.222712,0.191031,0.0793579,1.0
-0.918151,0.00262502,-0.599596,-0.00640754,-0.761575,0.132053,0.4511,0.517169,0.157335,1.0
-0.265229,0.00262502,-1.0486,-0.00640754,0.528545,0.059624,-0.53858,-1.02034,-0.544463,1.0
0.224462,0.0410163,-0.824098,-0.00640754,0.712847,-0.00723327,-0.766968,-1.02034,-0.466485,1.0
-0.346844,0.00262502,2.31893,-0.00640754,0.344242,-0.174377,1.89756,0.656943,-0.466485,1.0
-0.918151,0.00262502,1.98218,-0.128346,-0.761575,-0.00723327,2.20207,1.58877,0.235313,1.0
-0.346844,-0.0101721,-0.0383408,-0.00640754,0.436393,-0.00723327,0.298841,-0.461247,-0.544463,1.0
-0.918151,-0.0229692,-0.936349,0.0179802,-1.59094,0.0150525,0.222712,1.21604,0.859133,1.0
0.229285,-0.0327848,-0.942184,-0.0146757,0.714658,-0.0411683,-0.854783,-1.07311,-0.463947,1.0
-0.428459,-0.0101721,-0.262843,-0.00640754,0.344242,-0.0239476,0.222712,-0.414656,-0.466485,1.0
0.306078,-0.0101721,0.298412,0.0911436,0.804999,-0.00723327,-0.0818048,-0.647612,-0.544463,1.0
0.306078,0.00262502,0.0739102,-0.0307953,0.804999,-0.0350905,-0.310193,-0.787386,-0.544463,1.0
-0.265229,0.00262502,-0.936349,-0.0307953,0.436393,-0.00723327,-0.386322,-0.833977,-0.466485,1.0
0.306078,-0.0229692,-0.375094,-0.00640754,0.804999,-0.00723327,-0.61471,-0.973751,-0.544463,1.0
0.550923,0.00262502,-1.0486,8.72442,-2.6046,0.0429097,-1.22374,2.24105,2.49666,0.0
0.632539,0.00262502,0.635166,-0.00640754,-1.68309,0.0429097,-0.157934,1.9615,1.71689,0.0
0.142847,-0.0101721,0.0739102,-0.0307953,0.712847,-0.00723327,-0.157934,-0.647612,-0.466485,1.0
0.632539,0.00262502,1.30867,-0.00640754,0.712847,-0.0518048,0.298841,-0.135108,-0.31053,0.0
-0.918151,0.00262502,-0.599596,-0.00640754,-0.39297,0.0373383,0.4511,0.144439,-0.0765973,1.0
0.229285,-0.00694545,0.183243,-0.0146757,0.80755,0.0179347,-0.0878579,-0.744207,-0.542344,1.0
-0.262731,-0.00694545,0.0707001,-0.0146757,0.435983,-0.0543023,0.295605,-0.415299,-0.463947,1.0
-0.590741,-0.00694545,-0.942184,-0.0146757,0.343091,0.0573367,-0.0878579,-0.69722,-0.542344,1.0
-0.918151,0.00262502,-1.0486,0.139919,-0.485121,0.0317668,0.146583,0.0978481,0.00138029,1.0
0.061232,0.0282192,-0.936349,-0.00640754,0.528545,-0.029519,-0.690839,-0.973751,-0.466485,1.0
-0.262731,-0.00694545,0.0707001,0.161093,0.528875,0.0310687,0.295605,-0.509273,-0.542344,1.0
-0.836749,-0.00694545,-0.379471,-0.0146757,0.157307,-0.00833329,0.525682,-0.368312,-0.542344,1.0
-0.59169,-0.0357662,-0.487345,-0.00640754,0.159939,-0.146519,0.222712,-0.414656,-0.466485,1.0
1.29532,0.00597425,3.10935,-0.0146757,1.27201,-0.0575858,0.832452,0.00758271,-0.463947,1.0
-0.918151,0.00262502,-0.711847,-0.152734,-1.31448,-0.00723327,0.374971,1.07626,0.703178,1.0
-0.918151,0.00262502,2.31893,-0.00640754,-0.024364,0.165481,2.43046,1.02967,-0.388508,1.0
0.061232,-0.0101721,0.0739102,-0.128346,0.712847,-0.0462334,-0.00567557,-0.647612,-0.544463,1.0
-0.183614,0.0154221,0.0739102,-0.00640754,0.528545,0.0484811,0.222712,-0.55443,-0.544463,1.0
0.061232,0.0666105,0.298412,-0.00640754,0.528545,-0.0128047,0.146583,-0.461247,-0.466485,1.0
-0.918151,0.00262502,-1.0486,-0.00640754,-0.300818,0.154339,0.146583,-0.1817,-0.232552,1.0
3.01738,-0.00694545,0.295786,-0.0146757,-1.60764,-0.0674362,-2.61871,1.7461,2.82872,0.0
0.550923,0.00262502,1.08417,-0.00640754,0.159939,-0.0629477,0.222712,0.284213,0.0793579,0.0
0.632539,0.00262502,1.08417,-0.00640754,0.528545,0.12091,0.222712,-0.088517,-0.154575,0.0
-0.428459,0.0282192,-0.711847,-0.00640754,0.344242,-0.00723327,-0.0818048,-0.601021,-0.466485,1.0
0.632539,0.00262502,0.747417,-0.00640754,0.712847,-0.0406619,-0.0818048,-0.368065,-0.31053,0.0
-0.346844,0.0410163,0.0739102,-0.0551831,0.344242,-0.0685191,0.374971,-0.321473,-0.466485,1.0
-0.918151,0.00262502,2.31893,0.0911436,-0.39297,0.0651955,2.43046,1.35581,-0.0765973,1.0
0.795769,0.0410163,-0.487345,-0.00640754,0.989302,-0.00723327,-1.07148,-1.2533,-0.466485,1.0
-0.918151,0.00262502,1.30867,-0.00640754,-0.024364,0.0540526,1.7453,0.610352,-0.388508,1.0
0.632539,0.0538134,1.42092,0.139919,0.344242,-0.00166183,0.374971,0.284213,0.00138029,0.0
0.550923,0.00262502,-0.936349,0.115531,-2.4203,-0.00723327,-1.22374,2.05468,2.34071,0.0
2.50969,0.00262502,-0.262843,-0.00640754,-2.97321,-0.0518048,-2.51794,2.93992,3.7443,0.0
0.39329,-0.0327848,-0.0418426,-0.0146757,0.900442,0.0146512,-0.394628,-0.932154,-0.542344,1.0
0.061232,-0.0229692,2.43118,-0.00640754,0.528545,-0.140948,1.59304,0.423987,-0.466485,1.0
-0.918151,-0.0229692,0.971919,-0.00640754,-0.024364,-0.00723327,1.51691,0.470578,-0.388508,1.0
-0.426736,-0.0457045,2.32155,-0.0146757,0.343091,-0.00833329,1.98284,0.618412,-0.463947,1.0
-0.918752,0.0318136,0.0707001,-0.0146757,0.0644157,-0.00833329,0.909145,-0.0394041,-0.542344,1.0
-0.918151,0.0410163,2.43118,0.139919,-0.300818,-0.00723327,2.43046,1.26263,-0.232552,1.0
0.550923,0.00262502,1.19642,-0.0551831,0.159939,-0.0239476,0.298841,0.284213,0.0793579,0.0
-0.836535,0.0282192,-0.936349,-0.00640754,0.159939,0.0373383,0.222712,-0.55443,-0.544463,1.0
-0.918151,-0.0613604,0.522914,-0.00640754,-0.669424,-0.00723327,1.21239,0.8899,0.0793579,1.0
0.639298,-0.00694545,1.19613,-0.0146757,0.714658,-0.0871372,0.218912,-0.180365,-0.307154,0.0
0.387693,0.00262502,0.186161,-0.00640754,0.804999,-0.152091,-0.234063,-0.740795,-0.466485,1.0
0.550923,0.00262502,1.19642,-0.00640754,0.804999,-0.135376,0.298841,-0.321473,-0.388508,0.0
-0.180728,-0.00694545,0.183243,-0.0146757,0.435983,-0.0477353,0.295605,-0.368312,-0.463947,1.0
0.550923,0.00262502,-0.375094,0.0179802,-2.0517,-0.00723327,-0.843097,1.91491,2.0288,0.0
-0.918151,0.00262502,-0.599596,-0.00640754,-0.300818,-0.0183762,0.4511,0.0512568,-0.232552,1.0
0.224462,0.00262502,-0.262843,0.0667558,0.804999,-0.00723327,-0.462451,-0.92716,-0.544463,1.0
-0.428459,0.0410163,0.298412,-0.00640754,0.344242,-0.00723327,0.603358,-0.1817,-0.466485,1.0
-0.918151,0.00262502,-0.711847,-0.152734,-0.024364,-0.00723327,0.374971,-0.228291,-0.388508,1.0
0.557296,-0.0198651,1.42121,-0.0146757,0.80755,0.0310687,0.372297,-0.227352,-0.38555,0.0
1.44869,-0.0485633,2.65568,-0.00640754,1.54221,-0.00723327,0.4511,-0.414656,-0.544463,1.0
-0.836535,0.00262502,0.635166,-0.00640754,-1.31448,-0.00723327,1.21239,1.63536,0.781156,1.0
-0.183614,0.0154221,2.43118,-0.177122,0.528545,0.0150525,1.82143,0.423987,-0.544463,1.0
0.387693,0.00262502,-0.262843,-0.00640754,0.89715,0.00390962,-0.53858,-1.02034,-0.544463,1.0
0.632539,-0.0101721,1.53317,-0.00640754,0.712847,-0.00723327,0.4511,-0.088517,-0.31053,0.0
-0.101998,0.0282192,-0.824098,-0.152734,0.528545,-0.00723327,-0.462451,-0.880569,-0.544463,1.0
-0.918752,0.00597425,-1.16727,-0.0146757,-0.678719,0.0376357,0.0655271,0.148543,0.0848308,1.0
-0.918151,0.00262502,-1.16085,-0.00640754,-0.39297,-0.0685191,0.0704537,-0.088517,-0.0765973,1.0
-0.918151,0.00262502,-0.936349,0.0179802,-1.03803,-0.00723327,0.222712,0.610352,0.391268,1.0
2.67292,-0.0101721,-0.0383408,-0.00640754,-3.43397,0.00948106,-2.51794,3.49901,4.21217,0.0
0.061232,0.00262502,1.08417,-0.00640754,0.712847,0.0707669,0.755617,-0.228291,-0.544463,1.0
0.061232,0.00262502,-0.824098,-0.00640754,0.528545,-0.0239476,-0.61471,-0.880569,-0.466485,1.0
2.85337,-0.00694545,0.0707001,0.454041,-1.70053,-0.00833329,-2.54202,1.79308,2.82872,0.0
2.91776,0.0538134,0.186161,-0.00640754,-1.59094,-0.00723327,-2.59407,1.68195,2.73059,0.0
0.632539,0.00262502,-0.711847,-0.0307953,-0.39297,-0.0183762,-1.07148,0.0978481,0.625201,0.0
0.632539,0.00262502,1.08417,-0.00640754,0.989302,0.0930527,0.222712,-0.55443,-0.544463,1.0
0.550923,0.00262502,0.859668,-0.00640754,0.712847,0.126481,-0.00567557,-0.321473,-0.31053,0.0
-0.183614,0.00262502,0.0739102,-0.0307953,0.528545,-0.00723327,0.222712,-0.507838,-0.544463,1.0
-0.918151,0.00262502,-0.711847,-0.00640754,-0.853727,-0.0629477,0.4511,0.610352,0.313291,1.0
-0.183614,0.0410163,-0.936349,-0.00640754,0.436393,-0.0406619,-0.386322,-0.787386,-0.466485,1.0
-0.508739,-0.0715439,-0.942184,-0.0146757,0.343091,-0.00833329,-0.16455,-0.744207,-0.542344,1.0
0.632539,0.00262502,1.19642,0.0667558,0.712847,0.0261954,0.222712,-0.1817,-0.31053,0.0
0.632539,0.00262502,-0.824098,-0.00640754,0.344242,-0.0963763,-1.14761,-0.647612,0.00138029,0.0
-0.918151,0.00262502,-1.0486,-0.00640754,-0.485121,0.143196,0.146583,0.0978481,0.00138029,1.0
-0.59169,0.0154221,0.0739102,-0.00640754,0.344242,0.0150525,0.603358,-0.274882,-0.544463,1.0
-0.59169,0.0154221,-0.824098,-0.00640754,0.159939,-0.113091,-0.00567557,-0.55443,-0.466485,1.0
-0.918752,-0.00694545,-1.05473,-0.0732653,-0.0284761,0.0343522,0.14222,-0.415299,-0.463947,1.0
-0.754747,-0.110303,-1.05473,-0.249034,-1.70053,-0.00833329,-0.0111654,1.32321,1.10399,1.0
-0.673305,0.0154221,-0.487345,0.042368,0.159939,-0.00723327,0.298841,-0.368065,-0.466485,1.0
-0.428459,0.00262502,0.0739102,-0.0307953,0.344242,-0.0406619,0.4511,-0.274882,-0.466485,1.0
-0.918151,0.0538134,2.31893,-0.00640754,-0.761575,-0.00723327,2.35433,1.72854,0.235313,1.0
-0.510074,0.00262502,-0.936349,0.164307,0.344242,-0.00723327,-0.0818048,-0.694203,-0.544463,1.0
-0.673305,0.0282192,1.30867,-0.00640754,0.159939,-0.00723327,1.44078,0.330804,-0.466485,1.0
0.306078,-0.0613604,-0.936349,-0.00640754,0.804999,-0.0128047,-0.919227,-1.16012,-0.544463,1.0
0.550923,0.00262502,-0.487345,-0.00640754,-1.77524,0.00390962,-0.919227,1.63536,1.79486,0.0
-0.918151,0.00262502,-1.0486,-0.103959,-0.208667,-0.0518048,0.146583,-0.274882,-0.31053,1.0
0.639298,-0.00694545,-0.717099,-0.0146757,0.900442,-0.0346013,-1.08486,-1.26106,-0.463947,1.0
-0.836535,-0.0101721,0.635166,0.0179802,-1.31448,-0.00723327,1.21239,1.63536,0.703178,1.0
1.54133,0.057653,2.99681,-0.0146757,1.55068,-0.0017663,0.602375,-0.274338,-0.542344,1.0
0.550923,0.00262502,-0.375094,-0.00640754,0.89715,0.00390962,-0.843097,-1.06693,-0.466485,1.0
0.550923,0.00262502,-0.824098,0.115531,-1.13018,0.0484811,-1.07148,0.796717,1.24902,0.0
-0.265229,-0.0357662,0.0739102,-0.00640754,0.436393,-0.168805,0.222712,-0.414656,-0.466485,1.0
0.061232,0.00262502,-0.262843,-0.00640754,0.712847,0.0261954,-0.310193,-0.833977,-0.544463,1.0
-0.262731,-0.00694545,-0.154385,-0.0146757,0.435983,-0.0149003,0.0655271,-0.509273,-0.463947,1.0
-0.346844,0.00262502,1.53317,-0.0795709,0.344242,-0.0908049,1.44078,0.330804,-0.466485,1.0
-0.836535,0.0410163,0.971919,-0.00640754,0.0677874,-0.00723327,1.44078,0.330804,-0.466485,1.0
-0.59169,0.00262502,0.0739102,-0.0795709,0.159939,-0.0740906,0.603358,-0.1817,-0.466485,1.0
0.0652798,-0.0198651,-0.154385,-0.0146757,0.528875,-0.100271,-0.0878579,-0.603246,-0.463947,1.0
-0.508739,-0.0586242,-0.717099,-0.0146757,0.343091,-0.00833329,-0.0111654,-0.603246,-0.542344,1.0
0.0652798,-0.0586242,-0.266928,-0.0146757,0.714658,-0.00833329,-0.241243,-0.791194,-0.542344,1.0
-0.180728,-0.00694545,-0.266928,-0.0146757,0.435983,-0.0871372,-0.0111654,-0.55626,-0.463947,1.0
0.639298,-0.00694545,1.19613,-0.0146757,0.993334,0.0310687,0.218912,-0.55626,-0.542344,1.0
-0.0167229,-0.0198651,-0.266928,-0.307624,0.528875,-0.0313178,-0.16455,-0.650233,-0.463947,1.0
-0.918151,0.00262502,-0.936349,-0.00640754,-1.31448,-0.0629477,0.222712,0.983082,0.703178,1.0
2.93537,-0.00694545,0.295786,-0.0146757,-1.60764,0.0376357,-2.61871,1.7461,2.75032,0.0
