0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,label
0.669093,0.711859,-0.318295,-1.15993,-0.616632,-0.513198,-0.414792,0.453201,0.671661,0.87541,-0.0776974,-0.89309,0.0840938,-0.616442,-1.15608,0.0742893,-0.713968,0.0573284,-0.577893,-0.685744,0.195733,-0.681826,0.278857,-0.529529,-0.736676,1.0
0.817461,0.970078,-0.810555,-1.3532,-0.825037,-1.20566,-1.33278,1.26062,1.2699,1.32436,2.00264,-0.873391,-0.159762,-0.633103,-1.00492,2.0929,-0.430754,-0.242027,-0.487992,-0.366559,1.02056,-0.58356,0.149678,-0.470951,-0.423438,1.0
-2.17632,-2.10796,-1.05071,1.60578,2.55718,2.37014,0.623538,-2.05254,-2.2411,-2.29313,-0.657439,0.324562,0.157074,-0.220969,0.985099,-0.827726,0.112088,0.110959,-0.276039,0.771307,-0.916157,-0.136655,0.190765,-0.350128,0.505512,1.0
0.420999,0.422728,0.294908,-0.414443,-0.461577,-0.49161,-0.186568,0.687083,0.391145,0.406077,-0.0374795,0.877358,1.53406,0.338094,0.701735,-0.00249855,-0.384599,0.445256,-0.435111,-0.0102443,0.603729,-0.318216,0.51055,-0.399231,0.0607865,0.0
0.115896,0.271811,1.42152,0.267773,-0.275809,-0.0777772,0.508231,-0.0249663,-0.539804,-0.0495327,0.931899,-0.331678,0.0536306,-0.478438,0.354016,0.0425967,-0.240978,0.102963,-0.427036,0.488922,-0.771627,-0.27286,0.314418,-0.415772,0.385198,1.0
0.547879,0.485803,0.16321,-0.552177,-0.451802,-0.192274,0.340243,0.0826846,0.0426766,0.423498,0.374764,-0.603739,0.161941,-0.540364,-0.215002,0.29086,-0.335086,-0.340673,-0.325791,0.00656645,0.696198,-0.178043,-0.386088,-0.167288,0.0298335,1.0
-2.29578,-2.29018,-1.38225,2.10508,2.91177,2.61893,0.165089,-2.90177,-2.57744,-2.50494,-0.274509,-0.250753,-0.194273,-0.427316,0.384299,-0.402479,0.368857,-0.338734,-0.0216283,0.950319,-0.730339,-0.0958976,0.00962475,-0.325911,0.533217,1.0
0.631284,0.830304,-0.80224,-1.00892,-0.577633,-0.652482,-0.457129,0.781791,0.595583,0.864696,-0.731799,-0.857879,0.110259,-0.6022,-1.12767,-0.47326,-0.572946,-0.186018,-0.503454,-0.737635,-0.595663,-0.518885,0.0475639,-0.440918,-0.628385,1.0
-2.04213,-2.19149,-0.581151,2.19968,2.27687,2.40175,0.507442,-2.473,-2.28954,-2.23988,0.954136,-0.608086,-0.0250563,-0.599471,-0.125681,0.63808,-0.202309,-0.240418,-0.2556,0.350698,0.80205,-0.34716,0.0607667,-0.368168,0.050772,1.0
0.96634,0.694539,0.136115,-0.702844,-0.645976,-0.782021,-0.702115,0.381681,1.13044,0.610635,2.13797,2.70754,-6.51233,5.22919,0.556355,1.71275,2.89825,-6.02003,4.25873,0.94728,1.22327,2.44077,-5.37449,3.66712,0.688892,1.0
0.190765,0.298216,0.384309,-0.250383,-0.324242,-0.178642,0.402679,0.187587,-0.069272,0.265245,0.165129,-0.484864,0.572106,-0.369807,-0.567818,0.406297,-0.624467,0.299775,-0.525032,-0.559383,0.133347,-0.63793,0.426646,-0.506302,-0.617571,1.0
-2.32713,-2.35581,-1.1716,2.14783,2.70991,2.5568,0.882166,-2.70797,-2.52177,-2.46038,-0.370627,-0.818441,-0.0596373,-0.63899,-0.654621,-0.45601,-0.532178,0.132217,-0.523613,-0.05464,-0.684464,-0.633842,0.338574,-0.523782,-0.432673,1.0
-0.102104,-0.0845736,1.76015,0.678058,-0.208726,0.00739604,0.211604,-0.0599371,-0.252871,-0.286083,-0.00160916,-0.23706,-0.0462646,-0.392705,0.469962,-0.334127,-0.257239,-0.0106943,-0.43801,0.45666,-0.603589,-0.139724,0.0166809,-0.328949,0.5095,1.0
0.653022,0.496468,-0.0800462,-0.790416,-0.526251,-0.615312,-0.250562,0.610805,0.36394,0.733847,0.00158908,-0.742852,0.148499,-0.597123,-0.781331,0.203338,-0.623868,-0.116086,-0.51024,-0.770078,-0.138854,-0.51006,0.0216382,-0.416102,-0.598372,0.0
0.867424,0.789627,-0.417161,-1.31488,-0.840319,-1.13154,-1.13898,1.09572,1.24345,1.26367,2.5143,-0.909881,-0.177423,-0.640189,-1.3591,1.4914,-0.473051,-0.376084,-0.439599,-0.753447,-0.593684,-0.669763,0.161891,-0.501745,-0.876769,1.0
-0.47398,-0.30962,2.55662,1.54,-0.0411875,-0.0740293,0.0561193,-0.507472,-0.87381,-0.433032,0.729959,0.416122,-0.21855,-0.0323024,1.0944,-0.554626,0.533247,-0.202339,0.0919593,1.17324,-1.13525,0.604538,-0.177223,0.123842,1.24611,0.0
0.573076,0.774245,0.19977,-0.989187,-0.752147,-0.87438,-0.268912,0.885274,0.902235,0.872301,1.42366,-0.436571,0.332328,-0.522214,-0.365819,1.73314,-0.589856,0.340613,-0.548099,-0.661027,1.7758,-0.743312,0.40091,-0.556764,-1.15627,1.0
1.05979,0.253211,-0.176783,-0.459868,-0.454881,-0.205697,0.824708,-0.288482,0.0496928,0.38221,0.414073,-0.398282,0.38302,-0.440089,-0.0327021,0.290091,-0.0547101,-0.519835,-0.186628,0.191125,0.0617861,0.122633,-0.680097,0.00451772,0.27266,1.0
0.563851,0.441158,-0.305852,-0.632553,-0.548879,-0.461597,0.0284344,0.557804,0.227825,0.69193,-0.620769,0.268293,0.376483,-0.0579783,0.332997,-0.471181,-0.000839671,-0.325711,0.0796661,0.25469,-0.496428,0.0434759,-0.538564,0.254231,0.29065,0.0
0.643397,0.724822,-0.716727,-1.09586,-0.690161,-1.04575,-0.906363,1.25131,0.927911,1.12049,0.285533,-0.836021,0.080246,-0.623978,-1.29996,0.655111,-0.835142,0.103323,-0.595334,-1.4154,0.0101644,-0.800881,0.338514,-0.542252,-1.29883,0.0
0.313478,0.535566,0.412194,-0.279836,-0.366379,-0.340733,-0.0853831,0.248594,-0.0678827,0.372356,-0.660977,-0.917547,-0.0011294,-0.653911,-1.12653,0.390496,-0.80181,0.151407,-0.598392,-0.997343,0.497247,-0.751028,0.398072,-0.551397,-0.891461,1.0
0.425816,0.156644,0.573785,0.188627,-0.282775,-0.21884,-0.767359,-0.0612264,0.173065,0.154495,1.25089,1.90827,-2.67213,1.76615,1.50596,0.529459,2.85192,-2.31306,2.68214,1.55953,0.126591,2.09442,-1.55321,1.4342,1.6764,1.0
0.384219,0.362721,-0.187327,-0.521404,-0.487073,-0.631993,-0.784749,0.797253,0.446385,0.733208,-0.580741,-0.849294,0.0569188,-0.648464,-0.950119,0.561542,-0.755256,0.14525,-0.594634,-0.740953,0.412024,-0.759424,0.378522,-0.558104,-0.885844,0.0
0.78461,0.907852,-0.717197,-1.21636,-0.742063,-1.03196,-1.34093,1.10817,1.00252,1.2067,1.45876,-0.374305,0.292789,-0.532158,-0.459028,1.50754,-0.594094,-0.0538506,-0.506192,-0.733997,1.51837,-0.553566,0.0723703,-0.433772,-0.633942,0.0
-0.54674,-0.476639,2.65271,1.35698,-0.00607674,0.123372,-0.283015,-1.62766,1.06878,-0.757514,1.68313,0.640658,-0.295668,0.058118,0.687133,1.39604,0.838979,-0.251952,0.362551,0.953457,1.27093,0.549178,-0.643967,0.14554,0.452831,1.0
0.0651342,0.0409775,0.951868,0.822669,-0.18193,-0.323402,-0.698637,-0.18305,-0.119824,0.0125333,1.17931,0.0347908,-0.552827,-0.190226,0.685474,0.483045,0.357214,-0.56506,-0.0196294,0.985939,0.178542,0.446295,-0.585289,0.117556,1.01524,0.0
0.650173,0.828805,-0.435711,-0.920485,-0.65628,-0.579892,-0.499606,0.972277,0.696468,0.720655,-2.01902,-0.574655,0.356574,-0.500346,-0.518576,-1.79967,-0.612504,0.398221,-0.498846,-0.609006,-1.47457,-0.603569,0.551827,-0.479327,-0.623348,1.0
-0.113458,-0.301385,1.98629,1.41215,0.0100544,0.252981,0.423688,-0.767619,-0.903614,-0.61892,0.160302,1.8714,-0.523243,1.40988,1.85883,-0.322813,1.60649,-0.116576,1.02705,1.68585,-0.5833,1.97179,-0.866664,1.39267,1.92757,1.0
0.407576,0.207476,0.337075,-0.0662236,-0.185208,0.144841,0.301575,-0.268882,-0.360342,0.0329521,-0.268583,-0.153826,0.224897,-0.414103,0.531048,-0.0857329,-0.330469,0.169057,-0.414323,0.307991,0.307381,-0.106242,0.20015,-0.302354,0.54665,0.0
0.869903,0.646835,-0.193844,-0.690961,-0.531928,-0.394703,0.376294,0.568908,0.466354,0.350538,-1.43559,-0.111219,0.998412,0.0184597,0.14652,-1.38731,-0.216132,0.839319,-0.209645,0.154645,-0.549698,-0.108591,0.962662,-0.203088,0.292649,1.0
0.321953,0.697198,-0.300775,-0.779962,-0.363611,-0.445326,-1.50807,0.209575,0.393424,0.823608,0.519415,-0.681746,-0.0640149,-0.491451,-0.655021,0.60057,-0.432703,-0.45592,-0.362881,-0.666844,0.553126,-0.34702,-0.271921,-0.206906,-0.443537,1.0
0.785119,0.503124,0.00795556,-0.794804,-0.668973,-0.614113,-0.287322,0.313078,0.477328,0.873441,0.151647,-0.877029,0.0721004,-0.63766,-1.15802,0.0961173,-0.454261,-0.264665,-0.450173,-0.537445,-0.342582,-0.462237,0.0592475,-0.442947,-0.429165,1.0
0.469832,0.781681,-0.158483,-0.98484,-0.72964,-0.896498,-0.825387,0.867444,1.03665,1.00328,-0.596813,-0.410185,0.574965,-0.390626,-0.618611,-0.248264,-0.704843,0.181081,-0.566419,-0.906203,0.0697017,-0.699656,0.406447,-0.531888,-0.882126,0.0
0.5466,0.677798,-0.641738,-0.438909,-0.259188,-0.184589,-0.439549,0.549718,0.316666,0.171686,-1.47691,0.29062,1.19051,0.172485,0.623178,-1.30255,0.0533206,0.934997,-0.160772,0.445666,-0.687413,0.0994252,0.997533,-0.157993,0.530589,1.0
0.283125,0.567159,0.119614,-0.636071,-0.52792,-0.411144,-0.403579,0.89362,0.590796,0.477768,0.775674,0.120404,0.658289,-0.27362,0.0519814,0.951518,-0.157404,0.512249,-0.389626,-0.0725402,0.687553,-0.379612,0.508211,-0.428485,-0.213413,1.0
-0.12842,-0.116176,1.25401,0.714938,-0.051192,0.209135,0.331238,-0.523453,-0.85611,-0.191455,-1.59659,0.0675028,0.739514,-0.0267555,0.652152,-1.90706,0.308051,1.00424,0.140493,0.937096,-1.60959,0.394184,0.859908,0.0742595,1.0833,1.0
0.47345,0.324852,0.403239,-0.21841,-0.468603,-0.550678,-0.793764,0.514688,0.252242,0.539934,0.0277447,0.517956,-0.954866,0.477588,0.671841,0.205078,0.574105,-2.06594,0.738135,0.463926,0.0413073,0.524292,-1.51722,0.549189,0.54576,0.0
1.1688,1.2818,0.243107,-0.918516,-0.725542,-0.717396,-0.0534406,0.954246,0.749419,0.380112,1.04107,0.263945,-0.281406,-0.187257,0.914438,-1.78077,0.599201,1.57497,0.448024,1.02293,-2.30779,0.784329,1.2085,0.298047,1.31862,1.0
-0.0522714,0.00157911,1.14358,0.326171,-0.143301,0.0808258,0.104723,-0.0983061,-0.49222,-0.0658137,0.304043,0.230204,0.458918,-0.104993,0.703684,0.341792,0.16389,0.270771,-0.158553,0.687153,0.0904703,-0.0419572,0.280906,-0.277128,0.607307,1.0
0.761822,0.21846,0.425776,0.147289,-0.20116,0.177873,0.734317,-0.293399,-0.549338,-0.192704,-1.34612,3.46218,1.21108,3.62862,2.35634,-2.16961,2.9187,3.04176,3.51571,1.97967,-2.05045,3.70426,1.89503,3.82265,2.41489,0.0
-2.1535,-2.20322,-0.702744,1.8903,2.16303,2.42598,1.16203,-2.25416,-2.09642,-2.1564,0.447544,-0.221698,-0.156634,-0.489831,0.453751,0.497547,-0.414992,0.0329318,-0.540883,0.0879018,0.515117,-0.588098,0.356764,-0.539924,-0.290591,1.0
-0.226006,-0.240478,0.50969,0.467134,-0.053021,0.0486834,-0.0120234,-0.172625,-0.178322,-0.0333815,0.536965,-0.592585,0.16443,-0.555925,-0.224227,1.34595,-0.508771,0.166449,-0.520235,-0.0354205,1.48649,-0.51125,0.308131,-0.498676,-0.279047,1.0
-2.17096,-2.07775,-1.90806,1.57466,2.56629,2.26977,0.879697,-1.92786,-1.76295,-2.31081,-0.441828,-0.312878,0.447345,-0.329879,0.102314,-0.660068,-0.11043,0.588717,-0.124692,0.101304,-0.0149418,-0.209195,0.375484,-0.302084,0.147309,1.0
0.512239,0.577733,-0.630974,-0.810495,-0.556955,-0.670392,-0.702754,1.06652,0.719165,0.771577,0.194153,-0.569648,0.432783,-0.4204,-0.595933,-0.0988757,-0.640279,0.320664,-0.488252,-0.863586,-1.24143,-0.670372,0.424217,-0.484984,-0.92903,1.0
-0.00136933,0.217171,1.22364,0.27326,-0.238839,-0.288192,-0.030843,0.0533807,-0.283125,0.105352,-0.938275,-0.533937,0.111469,-0.541903,-0.0812555,-0.658968,-0.500995,0.113028,-0.522114,0.0104243,-1.16581,-0.478418,0.318365,-0.487762,-0.00442771,0.0
-0.571457,-0.620979,2.15264,1.87608,0.107471,0.12857,-0.381181,-0.905723,-0.842138,-0.512878,0.0424767,0.597072,-0.570077,0.25442,1.21928,-0.253261,0.803479,-0.597722,0.296757,1.28137,-0.650913,0.80107,-0.407266,0.258498,1.36321,1.0
0.645546,0.71098,-0.141502,-0.9107,-0.552217,-0.735526,0.130209,0.551777,0.477888,0.754706,-0.179641,-0.825107,0.234821,-0.570107,-1.36357,0.14668,-0.787218,0.213253,-0.579132,-1.19653,0.115337,-0.80265,0.408436,-0.559113,-1.21074,1.0
0.422248,0.660887,-0.297817,-0.743222,-0.479947,-0.72919,-0.662017,0.683105,0.52765,0.786549,0.463466,-0.485314,0.192085,-0.523783,-0.443807,0.563321,-0.630634,0.0995553,-0.527391,-0.505223,0.539264,-0.617611,0.288912,-0.462166,-0.552247,0.0
0.034541,-0.0524812,0.23623,0.252042,0.0320423,0.258388,-0.204438,-0.125541,-0.461827,-0.126251,-0.326061,-0.568318,-0.139653,-0.503974,-0.0513119,0.427405,-0.54756,0.0190794,-0.470452,-0.114207,0.835032,-0.470092,0.216931,-0.378772,-0.0825049,1.0
0.166938,0.556135,0.194783,-0.351827,-0.277688,-0.206437,-0.038189,0.664116,-0.0024886,0.174315,0.668613,-0.87413,-0.00144923,-0.655341,-0.861777,0.98479,-0.818761,0.149438,-0.604459,-1.0555,1.1859,-0.774205,0.407287,-0.560133,-0.997133,1.0
-0.0100945,-0.0432363,1.44806,0.930919,-0.14678,0.148848,0.0983561,-0.462946,-0.50966,-0.332347,0.842428,1.88071,-1.2108,1.13606,1.73144,-0.636001,2.1457,-0.608916,1.65121,1.81134,-1.705,1.51152,-0.502204,0.771547,1.74392,0.0
0.390566,0.677109,-0.087542,-0.796683,-0.58258,-0.749709,-0.531188,0.920825,0.521854,0.821799,0.000299792,-0.688862,0.00775572,-0.61955,-0.646545,0.840649,-0.76551,0.104812,-0.595124,-0.817511,0.857,-0.751258,0.344261,-0.551287,-0.857669,0.0
0.14571,0.274869,-0.342602,-0.197102,-0.23755,-0.169527,-0.376943,0.418281,0.12703,0.299416,-0.271401,-0.861537,0.0485433,-0.619081,-1.0028,0.904394,-0.714008,0.179581,-0.561422,-0.660438,0.861977,-0.682766,0.36433,-0.471151,-0.69355,1.0
-2.35774,-2.16189,-2.01536,1.09676,2.63789,2.95788,1.35141,-2.38613,-2.21719,-2.30108,-1.9845,-0.381031,0.342122,-0.485894,-0.0265755,-2.23119,-0.622339,0.269472,-0.526681,-0.351247,-1.61764,-0.54685,0.501595,-0.496877,-0.223328,0.0
1.11436,0.909601,-0.125371,-1.0765,-0.713249,-0.995064,0.413943,1.19401,0.617441,0.706662,1.28107,-0.0355906,-0.56598,-0.202919,0.467493,0.230554,-0.174804,-0.277588,-0.242417,0.0452352,0.221668,-0.125721,-0.157863,-0.215092,0.172445,1.0
0.402399,0.314238,1.01266,0.102434,-0.545451,-0.665485,-0.654271,0.267163,0.475549,0.426886,0.490011,-0.779532,-0.102144,-0.624538,-0.535066,0.209655,-0.534957,-0.0744892,-0.543012,-0.207306,-0.106112,-0.446545,0.0863726,-0.466064,-0.175794,0.0
0.277698,0.118075,0.104483,-0.186568,-0.265295,-0.183859,0.175164,0.105092,-0.160482,0.341003,0.0843137,-0.807997,0.0129529,-0.63791,-0.680617,1.14744,-0.678048,0.155974,-0.574245,-0.454021,1.34829,-0.641288,0.36419,-0.535706,-0.485564,1.0
-0.284314,-0.0817052,1.96601,0.961762,-0.18153,-0.196552,-0.358543,-0.306552,-0.453801,-0.0856129,0.336126,-0.321824,-0.0740094,-0.443367,0.335636,0.176853,-0.209275,-0.196752,-0.3829,0.375874,0.0773375,-0.0607169,-0.0586478,-0.270811,0.524982,1.0
-2.06418,-2.12357,-1.2496,0.644486,1.98726,2.14689,2.70674,-1.44465,-1.41068,-1.86301,-2.65519,-0.576054,0.386358,-0.366819,-0.578073,-2.79677,-0.769538,0.187537,-0.580042,-0.977764,-2.08581,-0.595683,0.522463,-0.465075,-0.530579,0.0
0.162481,0.427845,0.396822,-0.315217,-0.348489,-0.237909,-0.0251062,0.322403,0.162931,0.283535,0.51004,0.0513717,-0.281815,-0.0364202,0.560652,-0.104972,-0.414743,-0.16457,-0.377583,0.0733098,-1.21936,-0.45668,0.092959,-0.371926,-0.114977,0.0
0.495968,0.376194,0.403499,-0.30899,-0.335516,-0.16337,0.522563,-0.165879,0.943302,-0.0861326,-0.251512,1.445,1.58354,2.17125,0.627476,-0.0813653,0.676599,1.68762,0.91007,0.326441,0.315107,0.459278,0.32833,0.322893,0.284834,1.0
0.817931,0.830464,-0.279347,-1.12395,-0.717846,-0.864975,-0.52891,0.91139,0.825387,0.94797,1.39549,-0.40157,0.16424,-0.54695,-0.076618,1.16554,-0.706962,0.174604,-0.586958,-0.672751,1.35467,-0.670232,0.349748,-0.542252,-0.571457,0.0
0.0779572,0.0243166,-0.206567,0.116476,-0.280126,-0.258958,-0.358143,0.0508821,0.258178,0.372536,-0.27308,-0.725762,0.203418,-0.559043,-0.679927,0.116796,-0.746131,0.189986,-0.572606,-0.822329,-0.305832,-0.706742,0.402079,-0.52798,-0.789517,1.0
-2.13367,-2.20916,-0.964151,2.53237,2.59229,2.125,-0.183139,-2.4661,-2.33953,-2.33404,0.34641,-0.136555,-0.499496,-0.252302,0.51021,-0.0153015,0.477008,-0.521764,0.142562,1.05141,-0.0827446,0.0855928,-0.314487,-0.107771,0.663706,1.0
0.421419,0.269282,0.318715,-0.188367,-0.246355,0.436451,1.19317,-0.506712,0.30957,-0.343971,-0.385309,1.25006,2.19716,1.26469,0.991396,-0.651173,1.14005,2.73941,1.32672,0.939285,-0.0597073,0.843757,1.0124,0.553057,0.860458,1.0
0.897018,0.561492,-0.577413,-0.551248,-0.480846,-0.198791,-0.502734,0.649044,0.520674,0.305373,-1.8674,0.048903,0.76524,-0.139664,0.519945,-1.61362,-0.12797,0.769188,-0.264115,0.282405,-1.20256,-0.0855233,0.809776,-0.209805,0.354295,1.0
-2.05787,-1.97619,-2.26109,0.289291,1.61002,1.62412,2.15191,-0.169857,-0.279397,-1.43994,-1.44726,0.32786,1.27754,-0.0499827,-0.300315,-1.20813,-0.368858,0.556135,-0.484215,-0.549568,-0.45573,-0.349838,0.74644,-0.448654,-0.343851,0.0
0.686273,0.833873,-0.914348,-1.13292,-0.524362,-0.905193,-1.08887,0.821949,0.778883,1.04944,-0.981651,-0.854051,-0.0284944,-0.618691,-1.18012,-0.534916,-0.629934,-0.282025,-0.461917,-1.16719,-1.33777,-0.586898,0.0289042,-0.430264,-0.906153,0.0
-2.27343,-2.39344,-2.07637,0.560563,2.40552,1.90998,2.44936,-0.933298,-1.06793,-2.03699,-0.925512,-0.442997,0.607517,-0.283315,-0.610995,-0.8379,-0.339964,0.731179,-0.235721,-0.336026,-0.296617,-0.460597,0.547929,-0.390805,-0.397152,1.0
