0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,label
-0.685594,1.16848,1.16551,-0.650311,-0.937961,-0.692811,1.17578,1.2044,-0.67522,-0.924797,-0.671901,1.14596,0.97961,-0.605673,-0.885936,-0.649742,1.11635,0.740068,-0.499106,-0.861578,-0.283041,1.33442,-0.287179,0.790983,1.31762,-0.460944,0.793521,0.0107247,0.421744,1.08614,-0.187438,0.920649,-0.227239,0.473898,1.12392,0.872673,1.02557,1.14824,1.18927,1.17941,1.17151,1.0
-0.649692,0.805596,0.406931,-0.55115,-0.882808,-0.65367,0.799519,0.418765,-0.575878,-0.871203,-0.639817,0.782217,0.310078,-0.5515,-0.864797,-0.624824,0.772272,0.272397,-0.563914,-0.89947,0.843737,0.107507,0.294856,-0.192156,0.650122,0.311927,0.192346,0.371178,-0.100071,0.73547,0.539176,0.087987,0.370549,-0.225919,0.671151,0.839149,0.887935,0.747544,0.627952,0.585533,0.586183,1.0
-0.744925,1.66498,2.71285,-0.716589,-1.44672,-0.749263,1.65008,2.68082,-0.748204,-1.43087,-0.723846,1.62257,2.76819,-0.69435,-1.42594,-0.699238,1.58015,2.57997,-0.624334,-1.35729,-0.536577,2.5722,-0.261222,1.91787,1.64075,-1.24251,1.95451,0.493338,1.57048,1.45675,-1.04417,2.44218,-0.0470569,1.82177,1.59753,1.20291,1.67479,1.98633,2.15203,2.20437,2.19993,1.0
1.76853,-1.39225,-1.00524,0.723376,2.08246,1.66229,-1.36369,-1.01948,0.984058,2.11599,1.65834,-1.35925,-0.982719,1.23875,2.13143,1.62099,-1.34213,-0.91975,0.744965,2.07526,1.87148,-0.942588,0.46988,-0.618517,-1.49118,1.70196,-0.907256,0.44926,-0.657098,-1.09727,1.76463,-0.914762,0.525183,-0.621675,-1.22956,-2.39008,-1.687,-1.47264,-1.41683,-1.40321,-1.39741,1.0
0.477326,-1.08813,-0.993314,1.05269,0.943778,0.493249,-1.08483,-1.0127,1.20278,0.914732,0.477216,-1.10018,-1.00974,1.52912,0.950574,0.484633,-1.1349,-0.994623,2.39401,1.01045,-1.71129,-0.904937,0.615589,-0.645924,-0.973053,-1.20821,-1.03555,0.630291,-0.758509,-1.14781,-1.93471,-0.979461,0.666124,-0.679987,-1.16811,-0.782667,-1.11625,-1.17718,-1.17841,-1.18471,-1.2028,0.0
0.171826,-0.406751,-0.556208,-0.454907,0.915981,0.221951,-0.400544,-0.569461,-0.389389,0.909055,0.214745,-0.357945,-0.456307,-0.230447,0.949255,0.109856,-0.275775,-0.36814,-0.14364,0.823797,1.93985,-0.61273,0.0493859,-0.375956,-0.845696,1.40342,0.323542,-0.789853,0.193705,0.215705,1.30106,-0.032694,-0.574239,0.00846599,-0.0707955,-0.868515,-0.929125,-0.830753,-0.774611,-0.750702,-0.733311,1.0
-0.646084,0.891534,0.757769,-0.587022,-0.982669,-0.651381,0.880309,0.791562,-0.624165,-0.975682,-0.634809,0.83783,0.716219,-0.638068,-0.952034,-0.608352,0.788664,0.385341,-0.526712,-0.812302,-0.304091,0.336146,-0.229607,0.00405816,0.759668,-0.156473,0.321672,-0.499326,0.0717149,0.728454,-0.238933,0.373957,-0.332507,0.0568123,0.740048,0.887136,1.0644,1.06157,1.02315,1.0248,1.04238,0.0
-0.396316,0.187218,-0.252446,-0.416456,0.0304151,-0.411249,0.210307,-0.213675,-0.415677,0.00107936,-0.425851,0.218073,-0.174605,-0.434937,-0.0477767,-0.433678,0.207818,-0.273686,-0.355446,-0.100481,0.519026,-0.341063,0.173065,-0.385281,0.161621,0.614959,-0.186649,-0.0327241,-0.300043,0.275715,0.53034,-0.323562,0.156513,-0.377745,0.135823,-0.0568122,-0.0100949,-0.0209797,-0.0537637,-0.0583814,-0.0403702,0.0
-0.194255,-0.3874,-0.651021,0.106858,0.170027,-0.192875,-0.402123,-0.677378,0.0302952,0.217273,-0.173355,-0.453888,-0.741327,-0.135004,0.304071,-0.14214,-0.507272,-0.764296,-0.318054,0.361663,-0.450499,-0.725545,0.557167,-0.569441,-0.424562,0.438545,-0.876331,0.538526,-0.688603,-0.587372,0.248448,-0.782927,0.593559,-0.604944,-0.559126,-0.0418795,-0.32549,-0.514858,-0.57196,-0.597138,-0.606143,0.0
1.59647,-1.57306,-1.0432,0.603795,2.56826,1.47456,-1.54295,-1.05745,0.944118,2.60562,1.53429,-1.55913,-1.00841,1.42105,2.68779,1.58558,-1.54512,-0.95981,1.85811,2.75606,1.48016,-0.93871,0.439375,-0.59221,-1.34096,1.95083,-0.849354,0.263531,-0.550221,-0.984878,1.54388,-0.889735,0.380694,-0.537417,-1.4329,-2.96538,-2.06023,-1.69661,-1.5921,-1.57328,-1.56465,1.0
0.166299,-0.807935,-0.840659,0.51157,0.503953,0.172995,-0.830293,-0.869334,0.482164,0.508011,0.170756,-0.851633,-0.890334,0.423603,0.559216,0.135064,-0.79703,-0.823577,0.0163721,0.526522,-0.499396,-0.81726,0.690772,-0.623195,-0.741517,-0.596028,-0.979141,0.702416,-0.748344,-0.990315,0.101011,-0.908865,0.726105,-0.667583,-0.928046,-0.314466,-0.657958,-0.774861,-0.771882,-0.759328,-0.760468,0.0
-0.403243,0.0807305,-0.26617,-0.312417,-0.299433,-0.392967,0.0559426,-0.278284,-0.34761,-0.279743,-0.384002,0.00742619,-0.40853,-0.361923,-0.191806,-0.376586,-0.0439487,-0.53146,-0.207958,-0.107357,0.146488,-0.342812,0.59288,-0.418765,0.149667,0.18434,-0.552869,0.613979,-0.500465,-0.077552,0.515498,-0.46956,0.567392,-0.443153,0.000709535,0.322602,0.207109,0.0497656,-0.0455477,-0.0809104,-0.0926946,0.0
-0.723716,1.42127,1.6471,-0.691101,-1.23398,-0.729203,1.42116,1.64511,-0.713641,-1.23715,-0.709043,1.42627,1.80678,-0.6538,-1.24846,-0.687493,1.40608,1.74839,-0.586163,-1.20402,-0.241462,1.87575,-0.739438,1.34138,1.46414,-0.803687,1.5383,-0.0232087,1.15014,1.33066,-0.361793,1.74756,-0.644215,1.22335,1.39401,1.08008,1.40053,1.57466,1.64923,1.67683,1.68894,1.0
1.01898,-1.5331,-1.10814,1.06717,1.49508,0.998181,-1.50939,-1.1194,1.55762,1.43989,0.889964,-1.46686,-1.0706,2.34705,1.34243,0.75611,-1.39912,-1.01382,3.02209,1.31952,-1.38637,-0.860449,0.665694,-0.647063,-1.24418,-1.11343,-1.0217,0.672571,-0.763776,-1.48993,-1.8144,-0.993904,0.698828,-0.687733,-1.45534,-1.27902,-1.54871,-1.4668,-1.40376,-1.39296,-1.40597,0.0
-0.620776,0.847145,0.527782,-0.642185,-0.628542,-0.628652,0.852912,0.535927,-0.646014,-0.600966,-0.628932,0.894582,0.65433,-0.554329,-0.677109,-0.630531,0.947026,0.991155,-0.543834,-0.892243,0.533979,0.539756,-0.743316,0.360704,0.762917,0.114884,1.21066,-1.73122,1.19358,1.00077,0.159822,0.933443,-1.22754,0.797909,0.932933,0.616478,0.584384,0.534868,0.547922,0.553899,0.562645,1.0
-0.538996,0.499196,0.36863,-0.517656,-0.585983,-0.541545,0.486232,0.398255,-0.562035,-0.598517,-0.534858,0.440834,0.282182,-0.604594,-0.562375,-0.513469,0.393177,-0.0109247,-0.462933,-0.49057,1.31771,0.002289,-0.357045,0.055533,0.330019,1.47307,-0.0219992,-0.628202,0.0773422,0.370988,1.48873,-0.0147927,-0.402023,0.0462575,0.28485,0.566533,0.552969,0.512139,0.501394,0.494018,0.474118,0.0
-0.602995,0.600336,-0.145459,-0.55009,-0.288209,-0.619307,0.642405,-0.109367,-0.53182,-0.313487,-0.619547,0.699098,0.0194304,-0.439675,-0.433728,-0.618827,0.759788,0.255435,-0.480345,-0.661176,-0.195584,0.069716,-0.177663,-0.0843386,0.554879,-0.361253,0.413637,-0.406101,0.136393,0.819439,-0.415566,0.139222,-0.0832092,-0.1013,0.638467,0.32767,0.213526,0.113874,0.0675169,0.0538436,0.0543434,0.0
0.192826,-0.693361,-0.683426,0.175804,0.463423,0.2053,-0.697658,-0.697918,0.0626293,0.470419,0.186929,-0.724985,-0.770693,-0.164889,0.482024,0.196304,-0.786395,-0.809174,-0.225989,0.524693,0.741317,-0.785675,0.472699,-0.557507,-0.704855,1.44505,-0.879719,0.478136,-0.665874,-0.83797,1.22292,-0.808174,0.507752,-0.579386,-0.794241,-0.320793,-0.618607,-0.709273,-0.736979,-0.731462,-0.710682,0.0
0.840309,-1.36332,-1.0451,0.361983,1.20636,0.881318,-1.37468,-1.05322,0.655289,1.18801,0.839339,-1.34547,-1.00076,1.12033,1.14184,0.761287,-1.25359,-0.904067,1.23738,1.16342,0.0741337,-0.666544,0.79591,-0.600406,-0.991454,0.117463,-0.906986,0.762866,-0.740687,-1.37728,0.402783,-0.901619,0.729773,-0.675149,-1.20181,-0.98124,-1.29376,-1.25866,-1.19914,-1.17412,-1.16377,0.0
-0.351778,0.856641,1.09246,-0.699407,-0.512649,-0.331987,0.849474,1.10377,-0.711472,-0.476757,-0.359764,0.89869,1.45172,-0.618437,-0.515008,-0.435777,0.93893,1.89174,-0.558157,-0.638437,0.811223,1.68412,-2.37651,1.81855,0.966977,0.722326,2.16994,-2.98272,2.66246,0.997202,0.799529,1.64941,-2.39232,1.87406,0.965877,0.363752,0.664865,0.863807,0.996262,1.06293,1.09806,1.0
-0.657198,1.00999,0.810893,-0.656528,-0.738698,-0.662995,1.00976,0.846186,-0.667963,-0.695849,-0.6534,1.02464,0.971824,-0.59184,-0.7363,-0.648483,1.06514,1.30465,-0.594509,-0.934572,0.271227,0.891654,-1.08262,0.692631,0.945787,-0.00465768,1.27234,-1.58078,1.18832,1.08793,0.0359225,0.997982,-1.12359,0.818859,1.02908,0.705335,0.699998,0.688223,0.718128,0.739398,0.747864,1.0
-0.14392,-0.518856,-0.777769,-0.134774,0.214385,-0.181481,-0.472309,-0.767314,-0.038801,0.158812,-0.238893,-0.395716,-0.708233,0.0691062,0.0288258,-0.211596,-0.433568,-0.665854,0.0503654,-0.0200001,1.27071,-0.646813,0.200412,-0.460784,-0.521035,1.78264,-0.582755,-0.0687764,-0.405471,-0.350668,1.40832,-0.648193,0.264671,-0.491819,-0.540176,0.104339,-0.434897,-0.574559,-0.584934,-0.554948,-0.538696,1.0
0.00763625,-0.729463,-0.841668,0.452189,0.401513,-0.0091854,-0.712761,-0.856111,0.431849,0.349589,-0.0268268,-0.730483,-0.865516,0.18351,0.366251,0.0227089,-0.806925,-0.903658,0.67356,0.514178,-1.14283,-0.835371,0.536577,-0.608752,-0.679547,-0.71551,-0.954113,0.542514,-0.723436,-0.861468,-1.36734,-0.880259,0.594249,-0.642545,-0.863457,-0.180881,-0.661216,-0.818659,-0.847245,-0.848125,-0.869744,0.0
-0.626443,0.751852,0.260962,-0.563514,-0.568442,-0.635539,0.75537,0.294176,-0.57234,-0.559056,-0.630081,0.761977,0.291857,-0.523194,-0.615459,-0.624924,0.772961,0.290088,-0.493528,-0.69529,0.219822,0.0306951,0.229728,-0.317374,0.599797,-0.146398,0.437826,0.194884,-0.0844286,0.820039,0.0524144,0.218173,0.217454,-0.239782,0.719757,0.513419,0.597148,0.589901,0.525453,0.46898,0.451909,1.0
-0.616258,0.836031,0.702146,-0.61309,-0.747164,-0.619237,0.83641,0.73589,-0.63258,-0.739998,-0.609282,0.833312,0.779208,-0.601845,-0.722246,-0.595828,0.818129,0.745515,-0.579036,-0.717769,1.07586,0.738259,-1.4112,0.976772,0.769314,0.928246,0.535178,-1.10239,0.649162,0.791942,1.02904,0.610141,-1.17286,0.790483,0.748623,0.678538,0.805646,0.812012,0.812672,0.804616,0.814911,0.0
-0.5314,0.217434,-0.460505,-0.350638,-0.553519,-0.55012,0.252566,-0.426421,-0.325701,-0.629612,-0.554249,0.290048,-0.392458,-0.293027,-0.675659,-0.535998,0.288479,-0.36744,-0.316325,-0.595728,-0.722816,-0.261532,0.502624,-0.254845,0.259213,-0.610661,-0.413188,0.593379,-0.442663,0.242052,-0.181991,-0.362123,0.535628,-0.322872,0.161051,0.678888,0.441104,0.169837,0.0682466,0.0790013,0.0678768,1.0
-0.584894,1.08428,1.3488,-0.668892,-0.611161,-0.587112,1.06807,1.32647,-0.690702,-0.554818,-0.57225,1.07343,1.30993,-0.626313,-0.597587,-0.562485,1.10238,1.44232,-0.594019,-0.743546,0.138342,0.91955,-0.0893562,0.40948,1.11198,-0.748144,1.40329,-0.00584722,0.876291,1.16059,-0.411698,1.395,-0.22455,0.709033,1.24139,0.445372,0.759638,0.927036,1.00305,1.00159,0.991485,1.0
5.26584,-2.22632,-1.07673,1.03632,2.8803,5.11684,-2.21982,-1.08856,1.45668,2.92193,5.19813,-2.21177,-1.01562,1.64196,2.94983,5.33737,-2.20821,-0.949355,1.13364,2.99678,2.19061,-1.00847,0.443513,-0.610341,-2.39784,1.63454,-0.932453,0.559266,-0.695949,-1.7124,1.79161,-0.968286,0.525853,-0.633969,-2.13488,-3.45787,-2.15741,-1.74063,-1.62116,-1.5961,-1.58587,1.0
1.84483,-1.75467,-1.08978,2.25142,1.65917,1.766,-1.72528,-1.10485,2.54327,1.58827,1.65219,-1.69885,-1.06329,2.4324,1.46014,1.78466,-1.75091,-1.02973,2.7877,1.5638,-1.042,-1.05287,0.548322,-0.65384,-1.85318,-0.61258,-1.08002,0.553989,-0.753391,-1.73688,-1.40378,-1.02184,0.616108,-0.676878,-1.74737,-1.50467,-1.69279,-1.54985,-1.47948,-1.45837,-1.45408,1.0
0.132485,-0.513619,-0.659517,0.212806,0.149567,0.156953,-0.533999,-0.680057,0.0173015,0.193465,0.159302,-0.59224,-0.763746,-0.24579,0.312037,0.139892,-0.623895,-0.815251,-0.0207198,0.425792,0.0849884,-0.814261,0.576588,-0.616268,-0.619437,0.532479,-0.904547,0.536237,-0.718798,-0.733171,0.32616,-0.820159,0.611761,-0.635779,-0.700647,-0.0402403,-0.233525,-0.416996,-0.48952,-0.51115,-0.536227,1.0
0.558057,-1.26216,-1.01946,1.60395,0.736299,0.57242,-1.26863,-1.0401,1.60655,0.728493,0.560526,-1.27922,-1.02704,1.55591,0.768064,0.507941,-1.26922,-0.984008,1.05738,0.810593,-1.39979,-1.00109,0.619217,-0.65435,-1.36477,-0.993164,-1.08033,0.661996,-0.763356,-1.45403,-1.6237,-1.00868,0.6939,-0.682166,-1.39915,-0.479085,-1.04373,-1.14771,-1.14457,-1.16466,-1.18595,1.0
-0.0415197,-0.220672,-0.457466,-0.340093,0.305221,-0.0576217,-0.185699,-0.410089,-0.324331,0.256494,-0.1028,-0.131646,-0.281332,-0.411538,0.137543,-0.104689,-0.14334,-0.318904,-0.452428,0.127288,1.07571,-0.351828,-0.187948,-0.220252,-0.20291,1.33721,-0.392678,-0.22545,-0.334956,-0.106198,1.00771,-0.441334,0.00789622,-0.343372,-0.293476,-0.269458,-0.320033,-0.329289,-0.294576,-0.256634,-0.201981,1.0
-0.646643,0.928276,1.27431,-0.613769,-1.10769,-0.650301,0.927026,1.25824,-0.666744,-1.1183,-0.631521,0.901059,0.886226,-0.670882,-1.04426,-0.609382,0.842467,0.521725,-0.61335,-0.946437,-0.781557,0.649992,0.731092,0.235485,1.00103,-1.07013,0.373057,0.344641,0.141931,0.823177,-0.651071,0.713301,0.187388,0.341193,0.972524,0.928106,1.21893,1.32164,1.35859,1.30836,1.2797,1.0
0.137633,-0.87854,-0.910954,0.795501,0.354536,0.141541,-0.883038,-0.929105,0.742676,0.32691,0.128237,-0.910135,-0.944708,0.671501,0.363702,0.153825,-0.94004,-0.929755,0.713981,0.434347,-1.72425,-0.902838,0.654669,-0.640666,-0.934352,-1.31797,-1.01672,0.679417,-0.75546,-1.08551,-1.95514,-0.946597,0.709343,-0.675339,-1.05373,-0.0185409,-0.608892,-0.803517,-0.850614,-0.870983,-0.882278,0.0
4.6941,-1.74005,-0.897651,0.244421,2.54429,4.56403,-1.72243,-0.910664,0.407091,2.6161,4.6008,-1.72208,-0.85838,0.430369,2.59645,4.7899,-1.72971,-0.807715,0.119552,2.62765,1.35843,-0.659997,0.145009,-0.475727,-1.26732,0.0611401,-0.824856,0.558227,-0.631851,-1.5165,0.600746,-0.782087,0.401194,-0.558476,-1.59463,-3.09501,-1.83449,-1.47072,-1.37133,-1.34951,-1.3409,1.0
-0.34793,0.460185,-0.00194902,-0.598317,0.130406,-0.353227,0.479505,0.0397005,-0.586483,0.14216,-0.354157,0.515507,0.181951,-0.477846,0.083379,-0.36681,0.567302,0.436476,-0.450259,-0.0731141,0.700357,0.113874,-0.368559,-0.0100249,0.445012,0.657368,0.896311,-1.3497,0.828415,0.770573,0.604334,0.353587,-0.629292,0.215175,0.594479,-0.238533,-0.0313045,0.0160621,0.0357625,0.0476667,0.0555028,0.0
-0.254515,-0.491759,-0.907556,0.101571,0.335316,-0.288828,-0.445742,-0.901269,0.258633,0.220232,-0.333407,-0.380944,-0.834542,0.375626,0.0491458,-0.349479,-0.364322,-0.75636,0.127248,-0.0791112,0.595528,-0.771072,0.599986,-0.628922,-0.460874,1.23464,-0.738209,0.672121,-0.698408,-0.325221,0.8377,-0.798609,0.659067,-0.655599,-0.540406,-0.12161,-0.558306,-0.739838,-0.782227,-0.785465,-0.774271,0.0
-0.719328,1.33826,2.08695,-0.678078,-1.34292,-0.723256,1.33869,2.04504,-0.717479,-1.32519,-0.701407,1.33946,1.94672,-0.696099,-1.32798,-0.678948,1.31767,1.59693,-0.621736,-1.2397,-0.14258,1.50158,-1.00274,1.16774,1.29083,-0.681436,1.08428,-0.287929,0.782347,1.21826,-0.433448,1.44986,-0.568222,1.02914,1.29454,1.18939,1.49912,1.71802,1.79546,1.81963,1.8552,1.0
-0.638567,1.00027,1.27477,-0.628522,-0.912283,-0.642245,0.977921,1.31838,-0.672611,-0.89842,-0.625454,0.922598,1.01995,-0.649532,-0.843177,-0.606023,0.894992,0.583524,-0.50961,-0.762497,0.251927,0.927066,-0.973593,0.689343,1.00789,0.193705,0.496447,-0.523714,0.339254,0.818889,0.479056,0.664135,-0.784236,0.471589,0.85671,0.754191,1.06733,1.22021,1.24087,1.23821,1.21282,0.0
0.223551,-1.03733,-0.993944,0.553759,0.823317,0.153705,-0.98012,-1.00284,0.811933,0.707703,0.0762227,-0.917251,-0.935102,0.799309,0.526242,0.12355,-0.985158,-0.894012,0.216984,0.566533,-1.04748,-0.869534,0.405172,-0.57199,-0.973813,-0.693261,-0.924957,0.40719,-0.671721,-0.917431,-1.48412,-0.864187,0.47027,-0.593169,-1.00171,-0.483333,-1.09893,-1.1494,-1.13152,-1.10762,-1.11627,1.0
-0.437076,0.209088,-0.128427,-0.396276,-0.456516,-0.443793,0.210087,-0.0946038,-0.432938,-0.483333,-0.451549,0.182081,-0.168608,-0.495377,-0.471539,-0.42919,0.126838,-0.364791,-0.307889,-0.36668,1.08805,-0.342002,0.0820499,-0.342342,0.0651083,1.17334,-0.320413,-0.10289,-0.34723,0.153915,1.29292,-0.344871,0.08182,-0.34711,0.0286758,0.532529,0.3671,0.22436,0.174205,0.173335,0.172935,1.0
-0.638457,0.835181,1.01834,-0.584773,-1.05378,-0.636558,0.792012,0.935042,-0.636479,-1.02111,-0.616478,0.741377,0.526682,-0.605504,-0.923928,-0.601865,0.717588,0.278843,-0.503763,-0.812462,-0.404972,0.448041,0.957461,-0.0130335,0.783157,-0.558656,0.111066,1.14091,-0.186099,0.584274,-0.169287,0.251437,0.913723,-0.141541,0.687213,0.93893,1.15373,1.18562,1.09985,0.982949,0.91893,1.0
-0.689313,1.26177,1.85847,-0.675079,-0.892793,-0.691941,1.22726,1.78983,-0.707784,-0.842567,-0.670532,1.16378,1.36907,-0.634349,-0.791173,-0.657108,1.1591,1.04327,-0.51037,-0.788594,0.432378,0.988946,-0.0844886,0.331668,1.0997,-0.589012,1.34382,0.376236,0.697449,1.17597,-0.22513,1.26706,0.0978622,0.526512,1.22326,0.742257,1.04143,1.23358,1.28307,1.23994,1.17423,1.0
1.39565,-1.68827,-1.08192,3.11899,1.32292,1.43064,-1.70793,-1.10659,2.84456,1.29945,1.43459,-1.74285,-1.07929,1.95079,1.3418,1.47591,-1.77773,-1.04367,1.78435,1.40614,0.499466,-1.0629,0.589601,-0.662266,-1.65512,1.36335,-1.14132,0.620076,-0.769353,-2.00039,1.04698,-1.07106,0.668603,-0.689292,-1.85834,-1.12081,-1.43772,-1.40202,-1.35732,-1.33809,-1.3407,0.0
-0.705545,1.22519,1.30651,-0.657678,-1.18046,-0.711761,1.22553,1.33813,-0.684725,-1.1754,-0.692491,1.21564,1.4041,-0.65382,-1.20309,-0.670242,1.17987,1.42114,-0.650222,-1.18256,-0.0599806,0.984658,-0.435657,0.564864,1.15643,0.0824897,1.04198,-0.789733,0.79638,1.1195,0.0726445,1.06768,-0.712741,0.739428,1.15149,1.02219,1.29467,1.35899,1.38518,1.3921,1.40459,1.0
-0.668613,1.038,0.946407,-0.638707,-0.790563,-0.675319,1.03817,0.93939,-0.657838,-0.764176,-0.666124,1.05983,0.938231,-0.603754,-0.825056,-0.656668,1.09188,1.08413,-0.608972,-0.967996,0.217923,0.691991,0.133255,0.160801,1.01212,-0.875481,0.976072,0.908545,0.549431,1.09269,-0.475267,0.872943,0.321593,0.321853,1.1228,0.709073,0.822308,0.87756,0.880509,0.855121,0.861038,1.0
-0.593979,1.206,1.74837,-0.719108,-0.690022,-0.598437,1.1991,1.71842,-0.737519,-0.662416,-0.593649,1.22673,2.06128,-0.648103,-0.680177,-0.595508,1.24567,2.3962,-0.568432,-0.73585,-0.946806,2.64108,-2.85209,2.76209,1.41431,-0.830973,2.44351,-2.75111,2.7466,1.22425,-1.05321,2.49009,-2.84936,2.66895,1.34589,0.464732,0.904787,1.19415,1.37866,1.46124,1.51975,1.0
-0.564993,0.339634,-0.44999,-0.379844,-0.508161,-0.589611,0.385291,-0.420314,-0.349109,-0.637478,-0.599576,0.452388,-0.264591,-0.382503,-0.774961,-0.581036,0.44966,-0.249008,-0.439425,-0.729993,0.173935,-0.340853,0.342882,-0.466362,0.258314,0.118422,-0.277294,0.355286,-0.496507,0.423043,0.126068,-0.300633,0.349559,-0.466871,0.274885,0.623924,0.403723,0.195924,0.108997,0.1219,0.170507,1.0
1.69816,-1.81241,-1.06649,3.6488,0.941119,1.99083,-1.91865,-1.10348,1.64785,0.974083,2.18051,-2.01003,-1.09388,-0.248998,1.25577,2.28128,-2.02878,-1.04982,-1.95163,1.47208,1.18294,-1.10975,0.589192,-0.664964,-2.12793,1.80771,-1.16183,0.626183,-0.771342,-2.24899,1.47438,-1.08813,0.67377,-0.691201,-2.01186,-0.713411,-1.26456,-1.28752,-1.27389,-1.29433,-1.31231,1.0
