0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,label
-1.24148,-1.0508,-1.1797,-1.05153,-0.966143,-0.969797,-0.985529,-0.966412,-0.923785,-0.900135,-0.85821,-0.84355,-0.832389,-0.804941,-0.797024,-0.774325,-0.76995,-0.747784,-0.760307,-0.746147,-0.779288,-0.841544,-0.84858,-0.87686,-0.88934,-0.90885,-0.914684,-0.861525,-0.820613,-0.774631,-0.710357,-0.617634,-0.47591,-0.459114,-0.534856,-0.604198,-0.674789,-0.753807,-0.766662,-0.773327,-0.766108,-0.794863,-0.782216,-0.784153,-0.822264,-0.794307,-0.827447,-0.805776,-0.830021,-0.828023,-0.870289,-0.869371,-0.92498,-0.971056,-0.969258,-0.994074,-0.996321,-0.997271,-1.02378,-1.03431,-1.04443,-1.08844,-1.16721,-1.24079,0.0
-0.184661,-0.272194,-0.477525,-0.676592,-0.294763,-0.0128815,-0.258458,-0.413442,-0.0955251,0.207883,0.353147,0.354631,0.33929,0.300332,0.275629,0.27125,0.238631,0.24562,0.23644,0.201478,0.156617,0.10966,0.0642554,0.0256717,0.0375381,0.0193507,-0.0555777,-0.189214,-0.169335,-0.112685,-0.293628,-0.288285,-0.364627,-0.323692,-0.180726,0.0866612,0.441421,0.604393,0.332311,0.208526,0.240653,0.369126,0.303504,0.358036,0.273506,0.237357,0.202061,0.201035,0.127496,0.109012,0.10947,0.134563,0.149356,0.160392,0.148236,0.149098,0.175768,0.195509,0.177658,0.12725,0.124211,0.0595327,-0.0244957,-0.145322,0.0
0.217697,0.0918892,0.00488063,-0.10989,-0.231748,-0.369122,-0.501948,-0.633167,-0.734972,-0.819836,-0.875498,-0.939686,-0.991119,-1.01875,-1.03394,-1.02138,-0.964248,-0.906652,-0.841576,-0.774156,-0.697099,-0.61022,-0.52589,-0.42858,-0.327048,-0.202387,-0.061181,0.0741039,0.201943,0.296029,0.371788,0.438297,0.56625,0.493394,0.429969,0.32558,0.2119,0.0696537,-0.0741563,-0.196427,-0.322314,-0.437207,-0.539415,-0.640583,-0.741543,-0.81889,-0.887294,-0.944707,-1.00996,-1.0571,-1.06046,-1.05365,-1.00143,-0.955348,-0.879972,-0.780279,-0.659628,-0.522424,-0.402093,-0.263164,-0.139361,-0.0306895,0.0698905,0.160798,0.0
0.365422,0.280802,0.19349,0.106697,0.0193138,-0.0727765,-0.168849,-0.261486,-0.337713,-0.395478,-0.444193,-0.490152,-0.536627,-0.56508,-0.5733,-0.57754,-0.574686,-0.578017,-0.577265,-0.582696,-0.585239,-0.583942,-0.573326,-0.545529,-0.505275,-0.454497,-0.383991,-0.30045,-0.216981,-0.138333,-0.0782042,-0.027371,0.0598737,0.0445744,-0.0216871,-0.0923159,-0.170705,-0.248418,-0.3203,-0.378775,-0.417637,-0.455305,-0.500742,-0.542598,-0.570876,-0.583926,-0.603631,-0.614667,-0.613762,-0.610223,-0.596025,-0.584537,-0.56748,-0.527962,-0.468632,-0.39046,-0.293905,-0.195174,-0.101042,-0.0145192,0.0677834,0.137474,0.185596,0.268765,0.0
-0.289081,-0.266644,-0.246236,-0.0396766,0.209523,0.331725,0.329555,0.338339,0.254722,0.215766,0.177635,0.151108,0.0673335,-0.0028763,0.209627,0.240082,0.0448039,0.0078419,0.0779175,0.140496,0.156091,0.203886,0.226889,0.268423,0.240308,0.0077706,-0.0421945,-0.01171,0.0240494,-0.00715103,-0.099689,-0.0904769,-0.107976,0.0660023,0.354215,0.462082,0.226499,-0.0374201,-0.28726,-0.533769,-0.378797,-0.130634,0.00214193,0.220806,0.38441,0.578925,0.763017,0.581425,0.397772,0.234046,0.110807,-0.0365166,-0.167579,-0.361343,-0.434865,-0.203398,0.0208013,0.281834,0.536985,0.483991,0.271295,0.120224,-0.0459313,-0.246236,0.0
-0.585756,-0.56485,-0.481948,-0.454098,-0.472674,-0.524857,-0.555903,-0.517324,-0.449772,-0.370185,-0.349669,-0.285961,-0.224591,-0.0892453,0.0551633,0.172224,0.278024,0.40833,0.553886,0.704007,0.864191,0.951587,1.06948,1.33106,1.55447,1.44394,1.1656,0.90119,0.708092,0.425822,0.102575,-0.179898,-0.389429,-0.516054,-0.620299,-0.687011,-0.745254,-0.768797,-0.717144,-0.609916,-0.448065,-0.336451,-0.257004,-0.167521,-0.20568,-0.124104,0.0493309,0.219528,0.328612,0.423864,0.476559,0.479438,0.630864,0.741521,0.652,0.763713,0.665902,0.578348,0.547023,0.335146,0.192627,0.114223,-0.131402,-0.394757,0.0
-0.199837,-0.0254449,0.149761,0.409832,0.441916,0.242264,0.151325,0.328321,0.232034,0.348639,0.371077,0.202876,0.173577,0.3411,0.348067,0.382638,0.492305,0.663882,0.85859,0.806449,0.655845,0.498963,0.344272,0.260124,0.339438,0.373304,0.185361,0.0770011,-0.0182445,0.0366029,0.118842,-0.137558,-0.225242,-0.0820726,0.183212,0.0883151,0.0902546,0.344308,0.265241,0.232903,0.369582,0.552787,0.539086,0.466228,0.553021,0.490933,0.51075,0.587164,0.775451,0.861454,0.674247,0.542167,0.556756,0.538902,0.53697,0.453195,0.404364,0.453683,0.445914,0.133554,0.0419913,0.0688332,0.10404,-0.193903,0.0
-0.110149,-0.247693,-0.392979,-0.314345,-0.324368,-0.424885,-0.543175,-0.632596,-0.586082,-0.565331,-0.657841,-0.623802,-0.584237,-0.605154,-0.672317,-0.610874,-0.555016,-0.694698,-0.636182,-0.555851,-0.669645,-0.577342,-0.564648,-0.534278,-0.415533,-0.472355,-0.365327,-0.319995,-0.23158,-0.156716,-0.0759406,0.0501055,0.190411,0.0912715,-0.0142334,-0.0324955,-0.117285,-0.270757,-0.244929,-0.415261,-0.354836,-0.516972,-0.564918,-0.660269,-0.644913,-0.67716,-0.723947,-0.70469,-0.73842,-0.670859,-0.734523,-0.678914,-0.617286,-0.69202,-0.719515,-0.588486,-0.55376,-0.57173,-0.533112,-0.50026,-0.411126,-0.360537,-0.35413,-0.305509,0.0
1.1819,1.01097,0.893023,1.0542,0.900092,0.711635,0.46217,0.281313,0.216618,0.0631177,0.0620069,0.0633729,0.0244263,-0.0220941,-0.164414,-0.31324,-0.301943,-0.198675,-0.0755187,-0.0207094,-0.0404083,-0.209536,-0.171066,0.00699054,0.197617,0.319536,0.37591,0.1955,0.311956,0.446151,0.395613,0.270958,0.43894,0.507403,0.434402,0.470795,0.320481,0.28124,0.282587,0.14826,0.306258,0.173646,0.0473998,0.0623683,0.112184,0.118724,-0.0336164,-0.173032,-0.212243,-0.160715,-0.079055,0.0128665,-0.0468929,-0.0929919,0.0364156,0.16667,0.330148,0.513914,0.658535,0.832558,1.00683,1.02706,1.03786,1.17126,0.0
1.03532,0.896126,0.786826,0.670149,0.530571,0.37108,0.204292,0.0292842,-0.127848,-0.273778,-0.394734,-0.521146,-0.633522,-0.724626,-0.805695,-0.8738,-0.909992,-0.922413,-0.895246,-0.840851,-0.789791,-0.720547,-0.637955,-0.530251,-0.404851,-0.269021,-0.111449,0.044928,0.198902,0.338235,0.462868,0.58182,0.626805,0.515914,0.422672,0.309768,0.185149,0.0492887,-0.0994727,-0.239424,-0.369003,-0.477883,-0.589987,-0.689972,-0.78083,-0.850085,-0.889756,-0.897824,-0.883105,-0.831479,-0.77035,-0.700561,-0.611558,-0.501805,-0.362623,-0.211734,-0.0372965,0.142681,0.311928,0.471913,0.621002,0.751144,0.833624,0.941929,0.0
-0.633328,-0.797253,-0.834024,-1.0139,-0.899081,-0.787544,-0.969994,-1.1282,-1.2032,-0.835738,-0.523417,-0.513534,-0.62247,-0.75337,-0.869355,-0.941631,-0.965214,-0.855917,-0.717263,-0.573794,-0.537828,-0.64569,-0.818924,-0.962488,-1.0553,-0.985505,-0.889046,-0.842999,-0.751677,-0.764785,-0.608918,-0.57963,-0.822995,-0.900514,-1.05709,-1.17614,-1.18128,-1.10337,-1.04539,-1.16526,-1.19065,-1.18173,-1.11042,-0.933017,-0.737248,-0.544285,-0.451948,-0.424777,-0.601362,-0.7944,-1.01963,-1.25437,-1.23546,-1.12426,-0.973608,-0.789703,-0.58322,-0.444944,-0.692171,-1.03342,-1.18844,-1.00918,-0.85083,-0.706354,0.0
1.04312,0.913379,0.80642,0.696553,0.561097,0.401369,0.230617,0.0597973,-0.098252,-0.249924,-0.379691,-0.485572,-0.579361,-0.670806,-0.74594,-0.833519,-0.867595,-0.828917,-0.772995,-0.713867,-0.63583,-0.553407,-0.450821,-0.323785,-0.176209,-0.0144928,0.172904,0.351948,0.527562,0.670122,0.796266,0.88228,0.903762,0.829161,0.746791,0.634121,0.492809,0.347794,0.186855,0.0244314,-0.140864,-0.285861,-0.432554,-0.580352,-0.679785,-0.762093,-0.815047,-0.838575,-0.837511,-0.819617,-0.743544,-0.660881,-0.574663,-0.470153,-0.328392,-0.159918,0.0123116,0.191867,0.372114,0.536534,0.689983,0.813465,0.919599,1.00747,0.0
1.196,1.33164,1.34322,1.14519,0.936628,0.742806,0.546838,0.338987,0.177314,-0.0460048,-0.151609,-0.21718,-0.353659,-0.438859,-0.416952,-0.418421,-0.56604,-0.435748,-0.269215,-0.11081,-0.0457183,-0.100475,0.0956728,0.348947,0.685358,0.727452,0.941311,1.23155,1.4341,1.66082,1.7256,1.44285,1.34487,1.16915,1.02274,1.02221,0.831657,0.61405,0.602904,0.394924,0.120135,-0.178719,-0.0986687,-0.300186,-0.579163,-0.478458,-0.293527,-0.36417,-0.471436,-0.283592,-0.321903,-0.348221,-0.173274,-0.00400234,0.2065,0.449441,0.731042,1.0343,1.28677,1.51326,1.76671,1.99534,1.94525,1.43949,0.0
-0.238244,-0.358156,-0.47283,-0.566574,-0.582521,-0.547002,-0.477125,-0.258857,-0.0692011,0.162404,0.373771,0.553181,0.732149,0.860758,1.04886,1.23748,1.4063,1.61513,1.8241,1.86248,1.75347,1.6694,1.50502,1.36624,1.15414,0.930123,0.826505,0.59674,0.339044,0.0986604,-0.11891,-0.274465,-0.419852,-0.468378,-0.45565,-0.552566,-0.562807,-0.521226,-0.420451,-0.27313,-0.0871836,0.0701025,0.187652,0.399468,0.456391,0.647663,0.741728,0.801479,0.923428,1.08838,1.28282,1.55309,1.79779,2.12464,2.43878,2.78475,2.52495,2.33458,2.07727,1.65263,1.22867,0.805079,0.384602,0.0212809,0.0
0.180775,0.405648,0.665536,0.962896,1.32137,1.66779,1.9862,2.22913,2.44619,2.67483,2.84736,3.0583,3.26263,3.47449,3.27986,2.94911,2.67349,2.42227,2.24275,2.09764,1.96529,1.82948,1.67924,1.50913,1.3585,1.15962,0.933047,0.687696,0.512924,0.308298,0.136682,0.016329,0.0480528,0.220253,0.445778,0.757916,1.10842,1.47828,1.85328,2.17676,2.40579,2.61833,2.78229,2.92172,2.97696,3.00098,2.95039,2.83459,2.61224,2.39194,2.23933,2.11589,1.99492,1.86845,1.70638,1.51973,1.32266,1.08813,0.867946,0.61173,0.43408,0.274198,0.140205,0.112141,0.0
0.754828,0.727562,0.695645,0.639462,0.542869,0.439841,0.318724,0.192897,0.0850342,-0.0109787,-0.0965694,-0.150431,-0.197179,-0.238433,-0.249563,-0.241764,-0.237865,-0.216162,-0.172554,-0.117355,-0.0373448,0.0543272,0.168817,0.296098,0.457788,0.638203,0.839768,1.04809,1.22969,1.3813,1.51996,1.62992,1.75026,1.65909,1.55446,1.42352,1.28133,1.10474,0.91145,0.713329,0.522361,0.363164,0.214593,0.101962,0.00711667,-0.0550741,-0.122169,-0.172533,-0.200446,-0.215462,-0.210097,-0.196847,-0.172863,-0.127947,-0.0750842,-0.00173064,0.0987736,0.231487,0.354883,0.45349,0.533171,0.591526,0.589693,0.60062,0.0
-0.358546,-0.695057,-1.02209,-1.339,-1.60712,-1.30261,-0.853111,-0.416794,-0.144683,-0.121609,-0.24084,-0.305674,-0.147346,0.0608312,0.176935,0.372073,0.620591,0.838275,1.05154,1.31727,1.37973,1.11382,0.818013,0.829832,0.671683,0.338797,0.157465,-0.150571,-0.58903,-0.54395,-0.446976,-0.443605,-0.764144,-1.07461,-1.3346,-1.2335,-0.843218,-0.384591,0.124865,0.243424,-0.0346251,-0.355572,-0.262386,0.0466133,0.348934,0.557517,0.375175,0.101613,0.260439,0.512648,0.69741,0.706439,0.833378,0.634768,0.344172,0.540944,0.72353,0.425348,-0.00627245,-0.492817,-0.703073,-0.455449,-0.220478,-0.190489,0.0
0.361934,0.602942,0.853136,0.774497,0.643743,0.4394,0.214095,-0.00351456,-0.199185,-0.350307,-0.454585,-0.467862,-0.380147,-0.17978,0.0383866,0.214196,0.0345378,-0.176092,-0.383194,-0.493149,-0.495056,-0.428646,-0.29145,-0.121938,0.0704336,0.287213,0.538847,0.755718,0.912587,0.766166,0.585677,0.392245,0.304994,0.262017,0.352725,0.296698,0.124637,-0.0478756,-0.0286445,0.0451952,0.0776692,0.0239225,-0.0547145,-0.20217,-0.435111,-0.650189,-0.673697,-0.437919,-0.242749,-0.128226,-0.0434843,-0.2525,-0.198937,-0.14588,-0.138483,-0.20445,-0.0559191,-0.0335703,0.0998757,0.207082,0.352021,0.277219,0.377818,0.365628,0.0
-1.05832,-0.9315,-1.069,-1.18565,-1.28859,-1.37009,-1.41851,-1.41946,-1.13187,-0.841119,-0.563574,-0.466527,-0.532241,-0.558859,-0.619995,-0.681558,-0.749183,-0.830224,-0.837052,-0.830036,-0.984278,-1.00597,-0.99937,-0.987975,-0.971652,-0.949985,-0.886144,-0.980065,-1.29278,-1.56065,-1.65619,-1.54562,-1.43398,-1.30516,-1.09569,-0.872764,-1.04433,-1.19319,-1.30719,-1.39259,-1.45797,-1.36652,-1.17694,-1.00228,-0.837326,-0.690384,-0.55893,-0.421533,-0.295038,-0.158779,-0.240261,-0.397097,-0.581023,-0.79092,-1.00713,-1.24392,-1.47941,-1.72805,-1.83656,-1.68887,-1.5551,-1.43533,-1.34734,-1.22634,0.0
-1.89176,-1.89905,-1.65962,-1.38079,-1.36331,-1.44739,-1.47658,-1.46034,-1.421,-1.33992,-1.21998,-1.12756,-1.03279,-0.898364,-0.770903,-0.805546,-0.802316,-0.736832,-0.691726,-0.637799,-0.629761,-0.838491,-1.08103,-1.17329,-1.13314,-1.14022,-1.41063,-1.48365,-1.46042,-1.46358,-1.68972,-1.82179,-1.84362,-2.02403,-2.21441,-2.22338,-2.05428,-1.8316,-1.54846,-1.3376,-1.27468,-1.05392,-0.828644,-0.863498,-0.928027,-0.939387,-0.957162,-1.05272,-1.14021,-1.21416,-1.11994,-0.998382,-0.934884,-0.928314,-0.855476,-0.8764,-1.07574,-1.13206,-1.13749,-1.39016,-1.4311,-1.33351,-1.5344,-1.74468,0.0
-0.753556,-0.801934,-0.931607,-0.667355,-0.754782,-0.856225,-0.903944,-0.916699,-0.790747,-0.553952,-0.250848,-0.175663,-0.361709,-0.469324,-0.456645,-0.373676,-0.25077,-0.133565,-0.0816487,-0.133966,-0.0482274,-0.277885,-0.577828,-0.919431,-1.28335,-1.60798,-1.90887,-2.01746,-1.86973,-1.62759,-1.37355,-1.17438,-1.03816,-1.09231,-1.3674,-1.67136,-1.31653,-0.930584,-0.553723,-0.566801,-0.358649,-0.0679082,-0.136005,-0.33157,-0.433085,-0.200824,-0.352638,-0.542886,-0.776196,-0.832032,-0.588541,-0.393753,-0.32016,-0.520041,-0.78869,-1.12542,-1.50265,-1.79581,-1.75357,-1.63828,-1.47219,-1.27762,-1.08306,-0.904994,0.0
1.81495,2.00853,2.27909,2.30032,2.64058,2.88855,3.23804,3.49422,3.64859,3.69305,3.87566,4.01602,4.07576,4.09823,4.04894,4.27879,4.71834,5.21408,5.16854,4.81121,4.59812,5.0674,5.35374,5.74539,5.60653,5.26486,4.81974,4.34093,4.04676,3.28551,2.71812,2.31317,2.36524,2.24054,2.30532,2.43761,2.76463,2.97383,3.03361,3.3416,3.49397,3.58708,3.57581,3.58267,3.74183,3.93245,3.99813,4.20172,4.48733,4.73114,5.19767,5.20994,5.10731,5.12871,5.09309,4.78228,4.89073,4.56854,4.18235,3.99674,3.45712,2.9373,2.56002,2.03897,0.0
0.776017,0.658136,0.535942,0.41003,0.294131,0.191796,0.116304,0.0932818,-0.0071361,-0.0359974,-0.136919,-0.156041,-0.217752,-0.201497,-0.215929,-0.165956,-0.138392,-0.163441,-0.125683,-0.0557348,0.0565141,0.0757324,0.122555,0.275785,0.222012,0.338408,0.473664,0.324609,0.462601,0.461596,0.322449,0.461746,0.299483,0.314551,0.414277,0.325983,0.620924,0.454909,0.431636,0.361337,0.386927,0.218873,0.0914877,0.0143108,0.056989,-0.0574916,-0.118545,-0.169123,-0.190762,-0.0659302,-0.149115,-0.183233,-0.129164,-0.145172,-0.0878495,-0.0310553,0.0353942,0.166854,0.201188,0.293623,0.408368,0.495421,0.574808,0.628418,0.0
-0.697079,-0.562811,-0.390069,-0.217291,-0.0316836,0.170895,0.363905,0.520237,0.695394,0.834481,0.968464,1.09706,1.21855,1.36859,1.54133,1.47045,1.25113,1.13837,1.07464,0.999019,0.919917,0.81088,0.675509,0.536592,0.381611,0.211689,0.0306876,-0.144328,-0.257856,-0.38434,-0.505944,-0.636084,-0.6967,-0.689172,-0.556079,-0.377461,-0.182732,0.0671763,0.309101,0.510733,0.695138,0.835688,0.964456,1.09719,1.21803,1.34018,1.4882,1.44362,1.29186,1.13397,1.09205,1.0574,0.941406,0.809106,0.656457,0.501819,0.348848,0.19807,0.0162007,-0.157183,-0.292902,-0.460418,-0.577983,-0.693599,0.0
-0.248114,-0.457633,-0.51198,-0.294839,0.0314122,0.211253,0.266627,0.285732,0.280755,0.246405,0.242747,0.223013,0.170576,0.154199,0.131829,0.140659,0.118051,0.102488,0.14267,0.161156,0.0740196,0.0104373,-0.0472227,-0.0214827,0.0642241,0.0758865,-0.113787,-0.108011,-0.207168,-0.176727,-0.192457,-0.135794,0.059366,0.434005,0.38097,0.242404,0.189462,0.228207,0.225015,0.192289,0.131686,0.0865424,0.0558229,0.0827515,0.127064,0.152686,0.127947,0.089913,0.0875247,0.110477,0.145239,0.183289,0.190555,0.211292,0.259237,0.288737,0.315359,0.338063,0.314123,0.220665,-0.110703,-0.388121,-0.488287,-0.298532,0.0
-1.37763,-1.48408,-1.60844,-1.71354,-1.52704,-1.24039,-0.967148,-0.986563,-1.04453,-1.06594,-1.05345,-1.03431,-0.9964,-0.947186,-0.852928,-0.872321,-0.848996,-0.827584,-0.798934,-0.769608,-0.751454,-0.717616,-0.681346,-0.912069,-1.21504,-1.50848,-1.48045,-1.39967,-1.27916,-1.40918,-1.60708,-1.57179,-1.48333,-1.33005,-1.39219,-1.51679,-1.54368,-1.66876,-1.68309,-1.70639,-1.63415,-1.39524,-1.17119,-0.958916,-0.865574,-0.703578,-0.628657,-0.750243,-0.838059,-0.869442,-1.01212,-1.17615,-1.36899,-1.54622,-1.46807,-1.34672,-1.19241,-1.10929,-1.00086,-0.944356,-1.2194,-1.36447,-1.49204,-1.53648,0.0
2.40867,2.82134,3.32399,3.82551,4.23941,4.48442,4.9314,5.38329,5.72833,5.91526,5.31164,4.58525,3.9136,3.48671,3.35795,3.26687,3.08544,2.90373,2.84852,2.83614,2.80001,2.76433,2.59892,2.46472,2.37427,2.2053,1.87624,1.92565,1.8907,1.91294,1.85681,1.81883,1.81408,2.16409,2.62387,3.12294,3.4473,4.07102,4.54764,4.65253,4.79111,4.88958,4.85031,4.65097,4.28864,3.86953,3.47468,3.16341,2.90633,2.71462,2.54723,2.40789,2.19206,2.06025,2.08756,2.34769,2.37472,2.35419,2.27234,2.21873,2.32413,2.30893,2.29101,2.26368,0.0
