0,1,2,3,4,5,6,7,8,9,10,11,label
1.20097,-0.824466,0.787296,-0.370329,1.59447,-1.18895,1.19708,0.929541,0.658254,0.0152825,-0.0800523,-0.577523,1.0
-1.4625,0.610397,0.72336,0.584058,-0.0783904,0.981984,-1.32909,-1.23676,0.708548,0.229708,-0.336872,-0.409792,1.0
1.51246,0.799826,-0.348644,0.199148,-0.795374,0.546303,1.73038,-0.335864,0.514143,0.639169,-0.795535,0.190508,1.0
-1.54238,-2.17511,-1.9148,-2.29759,0.17284,-2.25445,-1.36212,0.550873,-0.409525,-0.330649,0.307525,0.317042,1.0
1.2086,-0.0590755,0.0400189,-0.364716,0.695847,-0.701864,1.73278,0.121279,1.77109,0.930357,-1.06259,-1.16799,1.0
-0.0951784,0.473092,-0.970759,-0.536516,-1.02944,0.395106,-0.0234015,0.240029,-0.10309,0.345553,-0.390806,0.587525,1.0
-0.86509,-1.18671,-0.662819,0.316122,-0.428683,-0.660033,-1.53225,1.32066,-1.21488,-0.245905,0.421965,1.07129,0.0
0.0205287,-0.929105,0.227154,0.940823,0.412743,-0.793369,-0.0589537,0.428242,-0.0203011,-0.0415246,0.0571774,-0.0785624,1.0
-0.708673,-0.704197,-0.992265,-1.89819,-0.330204,-0.461166,-1.12639,0.36566,0.87699,0.466832,-0.481667,-0.574141,0.0
-0.328766,-0.41078,0.116011,0.126769,0.28408,-0.283821,-0.622144,0.78567,-0.999021,-1.01626,1.15731,0.16272,1.0
-1.04812,1.65452,0.790094,0.793752,-0.438206,1.71345,-0.493346,-1.40929,0.835425,0.0339427,-0.135874,-0.908226,0.0
0.0487163,0.544311,0.600032,0.029973,0.0317721,0.717365,-0.109343,-0.370772,-0.46812,0.66102,-0.692841,1.37811,0.0
-0.604685,-0.340109,-0.842215,-1.23468,-0.117885,-0.637101,0.107047,-0.540999,0.427913,0.51329,-0.602707,-0.0436633,1.0
0.701418,-0.37478,-1.10455,-0.559915,-0.589207,-0.509306,0.485682,0.530254,0.502783,-0.0506527,0.0750965,-0.773179,1.0
1.16634,-0.157557,-0.747009,0.302281,-0.702684,-0.146707,0.430501,2.57333,0.4665,-0.240139,0.188612,-0.216267,1.0
-0.577736,0.411408,2.17817,0.589285,1.91978,0.217986,-0.18775,0.671799,0.344865,0.909323,-0.805595,0.193872,0.0
0.340506,0.525529,-0.411706,0.0790014,-0.353256,0.113999,0.890035,-0.069303,1.37777,1.26247,-1.39533,-0.303658,1.0
0.478362,-2.32727,-0.0657311,-1.78079,1.95688,-2.6417,0.25514,-0.867162,0.703164,2.32569,-1.77555,3.00556,1.0
1.2139,-1.78805,0.0267038,-0.722786,1.45159,-2.09697,1.45862,-1.08263,-0.507074,-0.532611,0.607814,-0.1956,0.0
0.471029,0.194846,0.119577,-0.243318,0.157333,0.109734,0.0876212,1.43172,-0.275428,-0.664256,0.821867,-0.508294,1.0
-0.033896,-0.0957578,-0.677652,-1.09262,-0.208547,-0.22614,0.0300398,-0.269691,-0.037955,-0.398491,0.407689,-0.262872,1.0
0.533857,0.838952,-0.44178,0.361952,-1.36162,1.15824,0.332751,-1.91596,-0.757851,0.0121121,-0.00707415,0.849238,1.0
-0.0403776,0.383145,1.49701,1.55841,0.887898,0.414451,0.00991534,-0.292145,0.452428,-0.882513,0.852251,-1.3908,0.0
-0.0957294,-0.653245,0.0331327,-0.465207,0.252806,-0.409613,-0.33352,-0.283437,1.03109,0.941656,-1.10056,-0.0943657,1.0
-1.50785,-1.18027,-1.51518,-1.12966,-0.415405,-1.14808,-1.06881,-1.41515,-0.58329,-0.848218,0.823379,-0.210903,1.0
-1.11976,0.728321,-0.773528,0.303298,-1.62566,1.30536,-1.83878,1.13238,0.428382,-0.0194585,-0.00549013,-0.288244,0.0
0.756167,0.322138,0.126338,0.568669,-0.230822,0.25774,0.622467,0.93383,1.18122,0.816805,-0.880725,-0.524875,1.0
0.871154,1.15279,1.03788,1.33214,-0.0766663,1.04187,1.25991,-0.568698,-0.572236,-0.253516,0.222851,0.530328,0.0
0.251453,2.61352,-0.700121,0.280601,-2.25643,2.43424,0.613782,-0.0379683,-3.7885,-1.69536,2.03384,2.57435,1.0
-1.38621,-0.0872059,-0.519326,0.365146,-0.801436,0.335983,-1.44924,-1.14395,-0.836616,-0.516059,0.599266,0.449365,1.0
-0.469398,-0.505885,-1.04184,-0.971074,-0.377209,-0.548317,-0.447242,0.074087,0.42877,0.633006,-0.599712,0.0158318,1.0
0.138883,0.181756,1.48879,0.808246,1.17964,0.0633729,0.500388,-0.397981,-1.34192,-0.111071,0.168757,1.34668,1.0
2.09113,0.203286,-0.770206,0.138268,-0.704697,-0.0432071,1.76643,-0.0287542,-0.930963,-2.56701,2.66879,-1.33537,1.0
1.1455,1.03862,0.16329,-0.36082,-0.598835,1.22085,0.429912,1.55319,1.02812,-0.44761,0.315142,-2.41095,1.0
-0.629502,-0.000930469,0.272623,0.202988,0.101792,0.112749,-0.729909,0.439973,-0.228193,-0.901959,0.681607,-1.20924,1.0
0.565902,1.77735,-0.0739257,1.73181,-2.19309,2.42088,-0.476174,1.25253,0.677711,0.933322,-0.831704,-0.0250944,1.0
-0.294793,1.56249,0.454995,1.37814,-1.03558,1.75877,0.0195003,-1.66969,0.763472,0.407442,-0.56238,-0.314613,0.0
1.26347,-0.217405,1.18651,-0.061558,1.5401,-0.543394,1.27469,0.27295,1.10902,-0.216971,0.0990981,-1.22645,1.0
-1.34667,0.531468,1.20195,0.749374,0.50084,0.736883,-0.892113,-1.46667,-0.0430986,-0.13997,0.0880204,-0.0672726,1.0
-1.92313,0.294473,1.83057,0.844179,1.41314,0.406807,-1.63453,0.549658,1.14794,-0.232411,0.134114,-1.29412,1.0
-0.335954,0.923091,0.347899,0.902422,-0.430214,0.912669,-0.198629,0.911221,0.496828,0.223941,-0.204268,-0.45394,1.0
-0.245638,0.0728789,0.229398,0.528889,-0.215825,0.4358,-0.647826,-0.0917699,0.490179,0.45,-0.487511,-0.000507014,0.0
1.71569,0.874457,-1.70865,-1.82209,-1.36553,0.339595,1.60745,1.16506,0.526584,-0.26813,0.289585,-0.979072,1.0
0.461479,-0.00413659,-0.902567,-0.499906,-0.707865,0.00411295,0.0771065,0.344188,-0.415154,-0.632319,0.698326,-0.113213,1.0
-0.54772,-2.60646,-1.57463,-2.59817,0.450897,-2.31798,-1.45614,1.67026,-1.50794,-0.951989,1.01499,1.19604,1.0
-1.30248,0.991444,-2.00648,-1.19766,-2.04007,0.906658,-0.521296,-0.380229,-0.630647,-0.330532,0.277147,0.0965854,0.0
-0.217735,1.15597,-0.376678,0.460023,-1.3129,1.25868,-0.0654187,-0.368318,0.472068,0.0182667,-0.077546,-0.512095,1.0
-0.462976,-0.322552,1.23576,0.510329,1.29757,-0.326345,-0.349863,0.272485,1.15883,0.272014,-0.304714,-1.21331,0.0
-0.453012,-0.101197,1.6628,0.733985,1.37163,-0.024169,-0.157483,-0.836285,-0.434244,-1.11128,1.18859,-0.828312,1.0
0.0451575,-1.41279,-1.43047,0.400813,-0.728106,-1.08092,-0.992831,0.44328,-0.68606,-0.0280426,0.0297506,1.30284,1.0
-0.99553,1.51136,0.551686,0.513644,-0.41421,1.36552,0.0565572,-2.06425,-2.87338,-0.0473563,0.213434,3.00556,1.0
-0.525452,-0.0792505,0.604928,0.682469,0.504783,-0.0805265,-0.363347,0.511391,-1.11786,-0.811332,0.895893,0.497733,0.0
0.805012,-0.112679,-0.336754,-0.125352,-0.226292,-0.100945,0.287324,1.27759,-1.29597,-0.551334,0.492909,1.48098,0.0
1.34886,-0.11914,-0.375163,-0.489283,-0.0670365,-0.325158,1.01927,1.21713,-0.955213,-1.0033,1.0103,0.354545,0.0
-0.269087,0.958648,0.384268,1.89475,-0.901362,1.30553,-0.659826,1.14659,-1.19098,-1.94735,2.08033,-0.198557,0.0
0.955504,0.908738,-0.547477,0.50399,-1.18833,0.765381,1.0129,0.628364,1.91065,2.34885,-2.57878,0.0700759,1.0
-0.179622,-1.85091,0.856333,-0.429419,1.9938,-1.77333,-0.3388,-0.0374748,-0.352664,-0.30009,0.377509,0.019275,1.0
1.17649,0.320054,1.06094,1.53053,0.338868,0.427216,0.620525,1.41247,-0.513111,-0.852,1.00295,-0.198898,0.0
0.702744,-0.283791,0.242759,1.34158,0.0500437,-0.201821,0.412719,0.728825,-0.732173,0.307616,-0.273956,1.28434,1.0
0.247414,0.121661,-1.16531,-1.13036,-0.625557,-0.116394,0.695823,-1.38849,-0.604644,-0.900395,0.721935,-1.08308,1.0
-1.56187,0.180089,-0.00900695,0.679589,-0.56261,0.602953,-1.63881,-0.287959,-0.698175,-0.757311,0.782702,0.311984,1.0
-0.23932,-2.30465,0.139668,-1.72068,1.67638,-2.1202,-0.710316,1.05496,-0.4826,0.306379,-0.20644,0.735651,1.0
-0.804955,0.426829,2.9369,1.57068,2.02994,0.690772,-0.905598,0.336178,0.713035,0.144586,-0.157483,-0.559834,1.0
0.0616878,-0.189337,-1.81418,-1.17276,-0.920974,-0.555689,0.265919,0.0944067,-0.438731,-1.46225,1.50892,-0.784912,1.0
-0.904676,-0.427321,-0.949719,0.121221,-0.869731,-0.0818722,-1.34923,0.858226,-1.70618,-0.346734,0.554607,1.57224,1.0
0.568347,-0.598959,-0.616251,-1.05223,0.172032,-0.764748,0.281541,0.819674,0.708589,-0.0407775,0.0134301,-1.4004,1.0
-1.32935,-0.590623,0.64561,2.44913,-0.0991371,0.00347644,-1.77125,-0.290233,-1.48503,-0.119837,0.138033,2.55094,0.0
-0.708321,0.259419,0.75288,0.546891,0.171061,0.680332,-1.33991,0.844686,1.14096,0.060934,-0.0498372,-1.14306,1.0
1.2256,-0.10865,-0.536403,-0.00155121,-0.787634,0.117299,0.658817,0.0393183,0.602045,1.17383,-1.2851,0.506862,0.0
-0.90132,-2.04351,0.0505305,-1.24566,1.39596,-1.83146,-1.04057,-0.199029,-0.922091,-0.836779,0.812941,0.528801,1.0
-0.0625983,0.405781,-0.825896,-0.220331,-0.816811,0.160948,0.470998,-0.590273,0.793513,0.618625,-0.683711,-0.457532,1.0
1.47078,-0.630088,0.431273,-0.0121109,0.997452,-0.9532,1.54708,0.0338637,-0.88434,-1.11097,1.10832,0.20057,1.0
0.103857,0.403124,0.758242,1.1617,-0.0735011,0.694878,-0.599387,2.47796,-1.18111,-2.46662,2.69231,-0.942826,1.0
1.55725,1.26639,-0.460169,0.669717,-1.02625,0.823267,1.56314,2.15316,1.31085,1.49737,-1.69329,0.137285,1.0
-0.414524,0.263777,-0.847548,0.0262502,-0.999653,0.260854,-0.228788,0.119189,-0.822319,-1.74949,1.77286,-0.58318,1.0
0.619678,-0.032198,-2.15315,-0.531846,-2.07487,0.0615522,0.53423,-1.20764,0.482776,0.944271,-1.05564,0.420512,0.0
-0.978275,0.903606,-1.79675,-1.79591,-1.69152,0.705515,-0.500546,-0.267236,1.80941,1.82143,-1.9659,-0.405542,1.0
-0.370609,-1.41659,-0.183571,-0.684869,0.513278,-1.0494,-1.04371,1.1585,-0.284973,0.109196,-0.138956,0.559809,1.0
1.31362,0.126113,-0.726552,0.071614,-0.564121,-0.182033,1.28241,0.846056,0.172874,-0.0446342,0.0196353,-0.160366,0.0
-3.43348,-2.60906,-0.239494,-1.2907,1.33555,-2.07822,-3.58515,1.12835,-0.297842,0.202557,-0.105845,0.436854,1.0
0.384089,0.035053,-0.358348,0.093815,-0.404016,-0.000164703,0.297928,0.628906,0.122957,-0.0199884,0.124373,-0.414402,1.0
-0.789978,0.935412,-0.506999,-0.0380116,-1.00769,0.973079,-0.756027,0.447363,1.36951,0.56388,-0.603812,-1.02364,1.0
1.2256,-0.10865,-0.536403,-0.00155121,-0.787634,0.117299,0.658817,0.0393183,0.602045,1.17383,-1.2851,0.506862,0.0
-0.398429,0.365874,-0.313819,-0.758647,0.000655157,-0.0286589,0.208244,-0.0343121,0.113708,-0.798632,0.794245,-0.963598,1.0
-0.122721,1.23625,-0.812811,0.00199852,-1.69104,1.37415,-0.408644,1.12127,0.907909,0.321857,-0.334895,-0.763183,1.0
-1.66513,-2.32604,-0.0267862,-1.04321,1.3847,-1.87624,-2.08658,-0.254578,0.122963,0.437627,-0.37906,0.0615756,0.0
0.642339,0.431935,-1.85701,-1.03561,-1.85327,0.419671,0.421293,-0.149432,1.36892,1.86938,-1.90854,0.0737065,1.0
-1.04489,0.0184584,0.362557,0.125293,0.206396,0.193083,-1.29304,0.50028,2.05201,0.594906,-0.498996,-2.54139,1.0
0.139646,-0.614641,0.326247,-0.0164591,0.919549,-0.854422,0.606386,-0.805046,0.964872,1.58445,-1.8437,0.786683,0.0
-0.50946,-0.120747,0.241022,0.092397,0.410876,-0.22354,0.0742176,-1.73362,-0.734804,-0.0139232,-0.0364059,0.996616,0.0
1.03577,-0.90949,-0.584516,-0.27233,0.191313,-1.01987,0.824883,-0.825484,1.29766,0.328441,-0.292546,-1.56038,1.0
0.290397,0.0789041,0.714792,-0.220669,1.04081,-0.250945,0.622401,-0.624742,1.61235,0.533484,-0.59349,-1.49888,1.0
-0.289201,0.578669,0.0832175,-0.224928,-0.142791,0.476938,0.0857556,-0.611978,0.186963,0.76904,-0.853831,0.59821,1.0
0.580527,1.19041,-0.841865,-0.489936,-1.25813,0.946857,0.812774,-0.258337,1.1574,0.93666,-1.07992,-0.322305,0.0
0.970999,-1.53113,0.759349,-0.612665,2.10161,-1.86916,1.22409,-1.03834,-1.72841,-0.530043,0.648171,1.39643,1.0
-0.201287,2.39903,0.7203,1.47234,-0.918961,2.14983,0.672018,-1.0086,0.446819,0.433192,-0.380456,-0.482194,0.0
1.47983,-1.37356,-0.222055,-0.862574,1.03319,-1.65721,1.40106,-0.441209,0.269954,0.531593,-0.634225,0.290009,1.0
0.974769,1.22068,2.73632,2.18294,1.44658,1.13989,1.07772,-0.381754,-0.963554,-1.04278,1.15056,0.0567448,1.0
0.641304,-0.303223,-0.142292,-0.0462459,0.219707,-0.569072,0.764073,0.957809,-0.168161,-1.06503,1.09878,-0.766804,1.0
0.627446,2.58716,1.21702,2.03347,-0.874975,2.48619,0.923681,0.123527,1.41093,0.948847,-1.05079,-0.774377,1.0
