0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,label
-0.768472,-0.876086,0.0864172,0.0863914,-0.35308,-0.331515,-0.173433,-0.386697,0.449716,0.685158,1.58281,1.22364,-1.22364,0.385982,-0.430798,-0.810157,0.91284,-0.455573,1.25853,0.796196,-1.1936,-0.828323,-0.611045,-0.988392,-0.529256,0.409399,-1.1204,1.0
0.201394,0.142748,0.182292,0.182277,-0.324638,-0.281715,-0.124193,-0.358962,0.263,-0.598883,-0.658194,1.22364,-1.22364,-0.15862,2.19539,0.233107,-0.50715,-0.404692,-0.530378,0.796196,0.879577,-0.20013,-0.460508,0.162495,0.965149,-0.389166,0.167268,1.0
-1.08536,-1.21369,-0.708466,-0.708474,-0.328508,-0.334835,-0.121848,-0.35874,0.387478,0.203643,1.5759,-0.816812,0.816812,2.20132,-1.08309,-1.48988,-1.1535,-0.486101,0.479994,0.796196,0.879577,-0.25362,-0.898205,0.193969,1.31494,0.197659,-0.515008,1.0
-0.100129,-0.180787,-0.922,-0.922009,-0.335473,-0.298315,-0.126537,-0.378961,-0.452747,-2.36444,-0.450693,-0.816812,0.816812,2.56439,1.37761,-0.528942,-0.876074,-0.455573,-0.827981,0.501669,0.879577,-0.365417,-0.792103,0.0619104,1.1648,-1.84379,-0.53887,1.0
1.94139,1.95736,-0.0213261,-0.0213394,-0.329088,-0.288355,-0.124193,-0.367161,-0.203791,-1.0269,1.34765,1.22364,-1.22364,-0.176774,-0.85654,-0.418933,-0.876074,-0.464053,-0.865387,0.796196,0.879577,-0.262112,-0.697006,0.162495,1.1648,-0.881883,-0.262542,0.0
0.0631161,0.0563384,1.57281,1.5728,-0.166177,-0.148917,-0.0655736,-0.211492,-1.19961,-0.277873,-0.713527,1.22364,-1.22364,2.20132,1.86574,0.942702,0.763794,-0.040045,0.0672951,0.718509,0.879577,0.662304,0.59719,0.724402,0.277343,-0.868439,1.22132,0.0
-0.00794332,-0.0762909,-0.630088,-0.630108,-0.345147,-0.318235,-0.168743,-0.379513,-0.29715,0.524653,1.59665,1.22364,-1.22364,-0.15862,1.13204,-1.33616,1.01577,-0.43522,0.830212,0.796196,-1.1936,-0.571646,-0.460508,-0.796468,-0.473553,-0.162637,-0.967502,0.0
-0.572578,-0.64298,-0.663494,-0.663515,-0.348243,-0.271755,-0.15233,-0.379539,1.00987,0.685158,-0.64436,-0.816812,0.816812,-0.703223,0.226834,1.52845,-0.630001,-0.255441,0.915711,-1.10073,-1.1936,-0.658219,0.129178,-0.887588,-1.36421,0.79591,-0.505581,1.0
-1.02582,-0.803743,-0.20606,-0.205987,2.672,2.86892,1.1115,3.13901,-1.85312,0.631656,-0.43686,-0.816812,0.816812,-0.703223,-0.929944,0.756196,1.56325,1.63394,-1.7471,-2.09273,-1.1936,2.1594,1.91443,1.87529,-0.177268,0.227907,1.22132,0.0
-0.889465,-1.00068,-0.101099,-0.101122,-0.354047,-0.318235,-0.164053,-0.388637,0.543075,-0.331374,-0.713527,1.22364,-1.22364,-0.15862,-0.57527,0.735797,1.27623,-0.416564,0.573303,0.139272,-1.1936,-0.869771,-0.532558,-0.796468,-0.332598,0.0820415,-1.00816,0.0
1.7743,1.89305,-0.860433,-0.860437,-0.172562,-0.0493186,-0.0444707,-0.208584,0.0762835,-0.759388,1.2024,-0.816812,0.816812,4.01667,-0.808494,1.14815,-0.0625959,0.109206,0.244871,-1.07128,-1.1936,0.644559,0.990869,0.336812,-1.05714,-0.62645,1.22132,1.0
-0.998935,-1.11924,-0.600043,-0.600054,-0.339536,-0.301635,-0.131227,-0.386652,-1.38633,-2.79245,-0.713527,1.22364,-1.22364,-0.15862,-0.855873,0.517236,-0.739203,-0.440308,-0.552164,0.796196,0.879577,-0.442864,-0.697006,0.0619104,1.09073,-2.72907,-0.409249,0.0
-0.97973,-1.08508,-0.346313,-0.346321,-0.315157,-0.215316,-0.100745,-0.350616,0.045164,-0.759388,-0.713527,1.22364,-1.22364,-0.15862,-0.806492,1.02284,-0.313833,-0.353811,-1.02282,0.262632,0.879577,-0.087699,-0.218404,0.30996,0.860531,-0.549148,0.854848,0.0
-1.01814,-0.803743,0.198376,0.19838,0.977104,0.478554,0.0704225,1.00983,-1.35521,-0.331374,-0.699694,-0.816812,0.816812,-0.703223,-0.905254,-0.198186,-0.771668,1.64411,0.332425,-1.05463,-1.1936,1.71018,1.89429,0.886834,-1.44087,-0.366311,1.22132,0.0
1.78967,1.79258,-0.426488,-0.426508,-0.35366,-0.341474,-0.166398,-0.38979,0.0762835,-0.652385,1.19548,1.22364,-1.22364,0.385982,-0.607968,-1.45637,0.0462368,-0.492885,0.687576,0.796196,0.879577,-0.852913,-1.01863,-0.713271,0.665669,-0.567969,-1.16724,0.0
-0.186552,-0.265187,-0.168286,-0.168309,-0.352306,-0.324875,-0.166398,-0.388588,0.045164,-0.652385,1.33381,1.22364,-1.22364,-0.15862,0.807725,0.574791,1.58354,-0.442005,1.01354,0.796196,-0.15701,-0.797395,-0.532558,-0.713271,-0.166287,-0.630483,-0.963673,1.0
0.433778,0.428103,-0.515722,-0.515731,-0.301227,-0.182117,-0.0937107,-0.317711,1.0721,0.685158,-0.672027,-0.816812,0.816812,-0.521689,1.49472,2.01146,1.36662,-0.141807,-0.0576653,-0.295689,-1.1936,0.0446322,0.40658,0.224122,-0.283683,0.947154,1.20571,1.0
-1.02198,-0.8158,0.634298,0.6343,0.827736,0.501793,0.140765,0.862236,-1.41745,-0.224371,-0.699694,-0.816812,0.816812,-0.703223,-0.915263,0.330003,-0.698252,1.59493,0.194311,-1.5024,-1.1936,1.64528,1.87353,0.916107,-1.40114,-0.325307,1.22132,0.0
0.0804009,0.00409051,-0.924984,-0.924998,-0.349984,-0.331515,-0.15233,-0.38614,0.107403,-0.331374,-0.64436,-0.816812,0.816812,1.74749,1.88776,-0.646965,-0.670952,-0.479317,-0.111924,0.796196,0.879577,-0.71361,-1.01863,-0.32568,1.0538,-0.590824,-1.02966,1.0
-0.897147,-0.992639,-0.0273332,-0.0273526,-0.321736,-0.268435,-0.140606,-0.344365,1.00987,0.685158,-0.713527,1.22364,-1.22364,-0.15862,-0.594956,-0.161031,1.39908,-0.314802,0.142518,0.0539018,-1.1936,-0.163244,-0.072021,-0.274178,-0.266113,0.957236,0.121901,0.0
-0.975888,-1.09714,-0.865107,-0.865121,-0.345921,-0.338154,-0.149985,-0.375728,0.698672,1.05967,1.5759,-0.816812,0.816812,2.20132,-0.857541,-0.248455,-0.358104,-0.475925,1.18988,0.796196,0.879577,-0.592053,-0.792103,-0.274178,0.884489,1.01168,-0.857914,0.0
-0.057877,-0.0903577,0.74847,0.748451,-0.264078,-0.215316,-0.119503,-0.289334,0.200761,0.150141,-0.727361,1.22364,-1.22364,-0.15862,1.55945,0.115084,1.23786,-0.165551,0.289264,0.396237,-1.1936,0.292943,0.351764,0.13014,-0.353561,-0.0725629,1.17654,1.0
1.79927,1.87296,0.0795204,0.0794912,-0.34863,-0.231916,-0.159364,-0.381567,-0.390508,3.62775,1.59665,1.22364,-1.22364,-0.15862,-0.553916,-1.05203,-1.84229,-0.145199,1.60094,-2.61861,-1.1936,-0.670007,0.59719,-2.03848,-2.02027,0.347558,-1.02966,1.0
-0.824167,-0.930344,0.0409659,0.0409409,-0.354821,-0.304955,-0.168743,-0.390503,0.356358,-0.705886,-0.685861,1.22364,-1.22364,-0.15862,-0.410111,0.905546,0.732067,-0.402996,0.162249,0.408188,-1.1936,-0.905389,-0.460508,-0.887588,-0.627087,-0.360261,-1.01523,0.0
2.01245,2.04779,0.226075,0.226054,-0.318447,-0.311595,-0.14764,-0.359517,-0.981777,-0.331374,1.61048,1.22364,-1.22364,-0.15862,-0.889906,-0.751145,1.21462,-0.386035,1.60094,0.796196,0.879577,-0.124204,-0.166911,-0.225096,0.0333668,-1.1521,0.0285152,0.0
1.08099,1.0812,-0.519788,-0.519802,-0.293874,-0.265116,-0.140606,-0.335408,-1.13737,0.0966394,-0.658194,1.22364,-1.22364,-0.15862,-0.0891363,-1.13144,1.42306,-0.292754,0.316394,0.796196,0.879577,0.103446,0.0139404,-0.0914972,-0.0794374,-1.01027,0.618879,0.0
1.9145,1.93927,-0.61206,-0.612039,-0.218997,-0.162197,0.00711401,-0.249578,0.107403,-0.331374,1.65198,-0.816812,0.816812,0.204448,-0.65468,-0.0859917,-1.45455,-0.416564,-1.53088,0.746681,0.879577,0.493722,-0.331359,1.15799,1.47786,-0.432186,1.2169,0.0
-0.737743,-0.833886,-0.595033,-0.595049,-0.340117,-0.205356,-0.131227,-0.368693,1.0721,0.685158,-0.658194,-0.816812,0.816812,0.385982,-0.191902,1.00827,1.00101,-0.367379,-1.19423,-0.468564,0.879577,-0.454905,-0.27322,-0.274178,0.148966,0.892034,-0.243099,0.0
-0.939398,-1.06297,-0.454182,-0.454195,-0.339923,-0.344794,-0.135916,-0.373624,0.231881,-0.224371,1.5759,-0.816812,0.816812,1.29365,-0.782469,-1.43597,-1.07271,-0.496278,1.08712,0.796196,0.879577,-0.450849,-1.01863,-0.0118221,1.27122,-0.124994,-0.841417,0.0
1.29225,1.27211,-0.884416,-0.884433,-0.358304,-0.331515,-0.159364,-0.387774,2.81479,3.19974,-0.734277,-0.816812,0.816812,2.20132,-0.603631,0.62506,0.0462368,-0.477621,-0.111924,-0.0575064,0.879577,-1.1016,-1.01863,-0.713271,0.665669,3.73608,-1.16724,1.0
1.96636,1.99554,-0.0317004,-0.0316815,-0.212806,-0.175477,0.00945877,-0.237954,-0.701702,-0.170869,1.63815,-0.816812,0.816812,0.204448,-0.77246,0.11217,-1.42725,-0.406388,-1.39482,0.796196,0.879577,0.51641,-0.27322,1.18022,1.46308,-0.256072,1.21926,0.0
-1.02198,-0.807762,0.646298,0.646298,0.764661,0.70099,0.154834,0.784673,-1.26185,-0.170869,-0.699694,-0.816812,0.816812,-0.703223,-0.915263,0.257149,-0.855045,1.64411,-0.257027,-1.75339,-1.1936,1.61549,1.89429,0.824987,-1.486,-0.37505,1.22132,0.0
-1.07768,-1.19761,0.0155052,0.0154928,-0.32251,-0.278395,-0.119503,-0.356448,-0.234911,-0.170869,1.65198,-0.816812,0.816812,0.204448,-1.06741,-0.0386368,-0.722232,-0.445397,-0.747825,0.796196,0.879577,-0.172878,-0.532558,0.224122,1.08155,-0.354884,0.140166,0.0
1.11556,1.09125,-0.383632,-0.383654,-0.352886,-0.341474,-0.168743,-0.387407,0.449716,-0.170869,1.19548,1.22364,-1.22364,0.385982,0.81907,-0.883739,0.91284,-0.472533,1.60094,0.796196,0.879577,-0.820464,-0.792103,-0.796468,0.196683,0.0470874,-1.1204,0.0
-0.497677,-0.594751,4.92557,4.92551,-0.349404,-0.328195,-0.166398,-0.383899,0.200761,-0.224371,-0.699694,-0.816812,0.816812,-0.703223,0.426359,-1.07462,0.968547,-0.440308,0.652225,0.796196,0.879577,-0.69447,-0.697006,-0.713271,0.166536,-0.0846624,-1.05058,0.0
-0.801121,-0.908239,1.18608,1.18605,-0.342825,-0.328195,-0.159364,-0.381459,-0.608344,-1.0269,-0.658194,1.22364,-1.22364,2.20132,-0.35339,-0.670278,0.845696,-0.416564,1.28484,0.796196,0.879577,-0.514606,-0.532558,-0.499997,0.23302,-1.15076,-0.820795,0.0
1.12133,1.10331,0.26718,0.267161,-0.334506,-0.298315,-0.133572,-0.366138,0.0762835,0.203643,1.15398,-0.816812,0.816812,0.839818,0.777029,0.0939568,-0.261077,-0.440308,-0.267714,0.467948,0.879577,-0.348432,-0.532558,-0.0507792,0.83198,0.125734,-0.321461,0.0
-0.904829,-0.890153,-0.417456,-0.41744,0.00563448,0.382275,0.131386,0.0678729,0.978747,0.524653,-0.713527,-0.816812,0.816812,-0.703223,-0.614641,1.84172,1.48762,0.372091,-1.15148,-1.10756,0.879577,1.0034,1.12002,1.06357,-0.114377,0.744151,1.22132,0.0
0.397288,0.329635,-0.201959,-0.201986,-0.364108,-0.358074,-0.185156,-0.399722,0.854269,1.00617,-0.685861,-0.816812,0.816812,-0.521689,1.72928,-1.19628,1.58354,-0.51663,1.60094,0.796196,-0.15701,-1.79127,-1.52319,-1.76335,-0.166287,0.887328,-1.34399,0.0
1.16742,1.13948,-0.650443,-0.650466,-0.361593,-0.351434,-0.180467,-0.397027,0.636433,0.150141,1.62431,1.22364,-1.22364,0.385982,0.898146,-0.791215,1.58354,-0.506454,1.60094,0.796196,-0.15701,-1.38731,-1.15754,-1.37576,-0.166287,0.290421,-1.29774,0.0
-1.02198,0.580827,-0.418147,-0.418074,2.82001,2.71288,1.13729,3.38253,-1.79088,0.685158,-0.423026,-0.816812,0.816812,-0.703223,-0.920602,3.49549,-1.34498,9.96484,1.33088,-2.12731,-1.1936,2.18563,3.32802,1.87001,-1.75114,0.344197,1.22132,0.0
-1.02198,-0.795705,-0.448172,-0.448086,3.15551,1.93933,0.930949,3.80577,-1.85312,0.685158,-0.423026,-0.816812,0.816812,-0.703223,-0.920602,0.64473,1.26996,1.65429,-1.42894,-1.69363,0.879577,2.24064,1.92419,1.97587,0.00341879,0.380495,1.22132,0.0
-1.04503,-1.15742,0.581383,0.581372,-0.293681,-0.238556,-0.0937107,-0.331345,-0.110433,-0.598883,-0.741194,1.22364,-1.22364,-0.15862,-0.973653,-0.18653,-0.755804,-0.377555,-0.96815,0.59771,0.879577,0.104967,-0.331359,0.461166,1.09992,-0.731984,0.895501,0.0
2.03358,2.06185,0.261827,0.261802,-0.34418,-0.314915,-0.166398,-0.382978,-0.546105,-0.759388,1.59665,1.22364,-1.22364,-0.15862,-0.925273,-0.71909,1.05635,-0.425044,0.875428,0.796196,-1.1936,-0.547182,-0.393649,-0.713271,-0.451591,-1.22,-0.869992,0.0
-1.01814,-0.81379,0.360345,0.36035,0.746668,0.594752,0.180626,0.772641,-1.38633,-0.277873,-0.699694,-0.816812,0.816812,-0.703223,-0.905254,0.575519,-0.690136,1.58306,-0.0798623,-1.71156,-1.1936,1.60662,1.86834,0.916107,-1.39675,-0.342784,1.22132,0.0
-0.17887,-0.212939,-0.171133,-0.171148,-0.311094,-0.192077,-0.117158,-0.343151,0.325239,-0.277873,-0.713527,1.22364,-1.22364,-0.15862,1.24548,1.81622,0.607002,-0.140111,0.0783936,-0.238491,-1.1936,-0.0456167,0.40658,-0.0118221,-0.694769,-0.235906,1.14679,0.0
-0.649399,-0.721352,-0.0946342,-0.0946617,-0.354821,-0.285035,-0.185156,-0.388975,0.82315,-0.170869,1.34765,1.22364,-1.22364,-0.176774,-0.166878,0.0648153,-1.53792,-0.299538,1.60094,0.796196,-1.1936,-0.905389,0.164684,-1.76335,-1.85555,0.325375,-1.10449,1.0
0.360798,0.301502,1.26568,1.26565,-0.355982,-0.338154,-0.175777,-0.390956,0.169642,-0.170869,1.59665,1.22364,-1.22364,-0.15862,1.8901,-1.19628,1.17367,-0.475925,1.18988,0.796196,-1.1936,-0.963316,-0.792103,-1.10086,-0.388101,0.0228885,-1.20229,0.0
-0.975888,-1.07704,-0.767985,-0.767991,-0.289037,-0.208676,-0.0960554,-0.333569,-0.203791,-1.56191,-0.713527,1.22364,-1.22364,-0.15862,-0.796816,-0.243356,-0.0441496,-0.32837,-0.915535,-0.0169555,0.879577,0.139064,-0.118324,0.282227,0.714584,-1.1884,0.950885,0.0
1.28457,1.27412,-0.858423,-0.858435,-0.33644,-0.288355,-0.128882,-0.35557,1.88121,1.9692,-0.734277,-0.816812,0.816812,0.385982,-0.608635,-0.00949537,-0.0935855,-0.414868,-0.536543,-0.118546,0.879577,-0.382909,-0.532558,-0.133976,0.741138,2.34464,-0.438414,1.0
-1.01814,-0.811781,0.0703937,0.0704029,0.927186,0.534993,0.114973,0.938979,-1.51081,-0.331374,-0.713527,-0.816812,0.816812,-0.703223,-0.90492,0.302318,-0.591633,1.59832,0.0952468,-1.17628,-1.1936,1.68939,1.87353,0.986098,-1.34344,-0.440925,1.22132,0.0
-1.01814,-0.870057,0.160124,0.160178,1.48635,1.5011,0.609717,1.7409,-1.47969,0.578155,-0.39536,-0.816812,0.816812,-0.703223,-0.911593,1.05927,1.41236,1.17601,-1.46018,-1.59332,0.879577,1.88713,1.70825,1.70736,-0.0736474,0.18287,1.22132,0.0
0.105368,0.0342335,0.237386,0.23736,-0.351725,-0.324875,-0.168743,-0.386983,-0.0170748,-0.224371,-0.672027,1.22364,-1.22364,0.749051,1.96017,-1.32523,0.91284,-0.453877,0.133064,0.796196,0.879577,-0.775213,-0.792103,-0.796468,0.196683,-0.268171,-1.1204,0.0
1.27881,1.2922,-0.839454,-0.839444,-0.247052,0.04364,7.97291e-05,-0.256086,0.885388,0.150141,-0.727361,-0.816812,0.816812,-0.703223,-0.64834,1.19696,-0.65435,-0.265617,-1.72038,-0.335387,0.879577,0.377615,0.0924269,0.840834,1.04481,0.554593,1.22014,1.0
-1.02198,-0.890153,-0.69943,-0.699429,0.392017,0.179758,0.0118035,0.392062,-1.23073,-0.277873,-0.685861,-0.816812,0.816812,-0.703223,-0.915597,-0.107119,-0.803765,1.13022,0.858163,-1.14427,-1.1936,1.39545,1.65655,0.611713,-1.45824,-0.38446,1.22132,0.0
-0.941319,-0.807762,-0.690678,-0.690617,0.6062,2.11197,0.750403,0.791015,0.263,0.685158,-0.699694,1.22364,-1.22364,-0.15862,-0.708732,2.49448,1.14969,1.12004,-1.76765,-1.85199,0.879577,1.53234,1.64991,1.7199,0.0687055,0.549215,1.22132,0.0
0.314705,0.257292,0.0615674,0.0615423,-0.354434,-0.334835,-0.171088,-0.389285,0.263,-0.170869,-0.685861,-0.816812,0.816812,-0.521689,1.90578,0.161711,1.24819,-0.428436,1.60094,0.796196,-1.1936,-0.887263,-0.611045,-0.887588,-0.347772,-0.00870457,-1.08446,0.0
2.11808,2.14224,-0.275585,-0.275607,-0.355015,-0.324875,-0.166398,-0.393515,-0.390508,-1.98993,1.61048,1.22364,-1.22364,-0.15862,-1.07508,0.685528,0.968547,-0.465749,0.426557,0.796196,0.879577,-0.914642,-0.697006,-0.713271,0.166536,-1.64079,-1.05058,0.0
-1.01814,-0.825848,0.38634,0.386346,0.741057,0.548273,0.185316,0.745683,-1.47969,-0.331374,-0.713527,-0.816812,0.816812,-0.703223,-0.90492,0.627246,-0.57208,1.51013,-0.0461558,-1.65436,-1.1936,1.60383,1.83636,0.958806,-1.33286,-0.441597,1.22132,0.0
-1.01814,-0.8158,-0.0355858,-0.0355782,0.797747,0.495153,0.140765,0.793361,-1.44857,-0.598883,-0.713527,-0.816812,0.816812,-0.703223,-0.90492,0.441469,-0.660253,1.57288,0.183623,-1.47252,-1.1936,1.63134,1.86315,0.930633,-1.38058,-0.491339,1.22132,0.0
